genes	orthology
KMXK_0C02330	Multi-Core
KMXK_0A05230	Multi-Core
KMXK_0A02270	Multi-Core
KMXK_0G01420	Multi-Core
KMXK_0G02510	Multi-Core
KMXK_0D01060	Multi-Core
KMXK_0F04300	Multi-Core
KMXK_0E03660	Multi-Core
KMXK_0G04230	Multi-Core
KMXK_0D02430	Multi-Core
KMXK_0A07640	Multi-Core
KMXK_0G03030	Multi-Core
KMXK_0F01690	Multi-Core
KMXK_0A07490	Multi-Core
KMXK_0A06340	Multi-Core
KMXK_0A05600	Multi-Core
KMXK_0F02800	Multi-Core
KMXK_0E00560	Multi-Core
KMXK_0G02260	Multi-Core
KMXK_0E05210	Multi-Core
KMXK_0H01680	Multi-Core
KMXK_0A01970	Multi-Core
KMXK_0F04890	Multi-Core
KMXK_0C03930	Multi-Core
KMXK_0E05000	Multi-Core
KMXK_0C05830	Multi-Core
KMXK_0C03430	Multi-Core
KMXK_0C05960	Multi-Core
KMXK_0E02580	Multi-Core
KMXK_0G00230	Multi-Core
KMXK_0A07470	Multi-Core
KMXK_0F01020	Multi-Core
KMXK_0A07960	Multi-Core
KMXK_0B05400	Multi-Core
KMXK_0B01970	Multi-Core
KMXK_0B00780	Multi-Core
KMXK_0A01990	Multi-Core
KMXK_0A07530	Multi-Core
KMXK_0F00240	Multi-Core
KMXK_0H00900	Multi-Core
KMXK_0A05590	Multi-Core
KMXK_0F04980	Multi-Core
KMXK_0A07970	Multi-Core
KMXK_0E00800	Multi-Core
KMXK_0A01590	Multi-Core
KMXK_0B02740	Multi-Core
KMXK_0E02520	Multi-Core
KMXK_0A00180	Multi-Core
KMXK_0E00110	Multi-Core
KMXK_0G02000	Multi-Core
KMXK_0F01550	Multi-Core
KMXK_0A06290	Multi-Core
KMXK_0A06330	Multi-Core
KMXK_0C06660	Multi-Core
KMXK_0H00430	Multi-Core
KMXK_0D04930	Multi-Core
KMXK_0H03560	Multi-Core
KMXK_0A07480	Multi-Core
KMXK_0G00150	Multi-Core
KMXK_0H00120	Multi-Core
KMXK_0D01010	Multi-Core
KMXK_0G00200	Multi-Core
KMXK_0D03150	Multi-Core
KMXK_0D04840	Multi-Core
KMXK_0F01530	Multi-Core
KMXK_0B02370	Multi-Core
KMXK_0D02280	Multi-Core
KMXK_0E04120	Multi-Core
KMXK_0B05480	Multi-Core
KMXK_0E00570	Multi-Core
KMXK_0A03720	Multi-Core
KMXK_0H04330	Multi-Core
KMXK_0C05580	Multi-Core
KMXK_0G02430	Multi-Core
KMXK_0D01390	Multi-Core
KMXK_0B02580	Multi-Core
KMXK_0G02910	Multi-Core
KMXK_0D05340	Multi-Core
KMXK_0G02220	Multi-Core
KMXK_0A01510	Multi-Core
KMXK_0A01920	Multi-Core
KMXK_0F04830	Multi-Core
KMXK_0C04600	Multi-Core
KMXK_0B03210	Multi-Core
KMXK_0A01070	Multi-Core
KMXK_0B05870	Multi-Core
KMXK_0C00190	Non-Core
KMXK_0D06590	Non-Core
KMXK_0E06300	Non-Core
KMXK_0F03570	Non-Core
KMXK_0C01690	Non-Core
KMXK_0F00450	Non-Core
KMXK_0A07100	Non-Core
KMXK_0B00720	Non-Core
KMXK_0A04650	Non-Core
KMXK_0B07200	Non-Core
KMXK_0C00980	Non-Core
KMXK_0C04300	Non-Core
KMXK_0F01470	Non-Core
KMXK_0D00820	Non-Core
KMXK_0G02320	Non-Core
KMXK_0B02250	Non-Core
KMXK_0B01090	Non-Core
KMXK_0B01840	Non-Core
KMXK_0B08460	Non-Core
KMXK_0D00220	Non-Core
KMXK_0B01180	Non-Core
KMXK_0H02020	Non-Core
KMXK_0F02590	Non-Core
KMXK_0E00180	Non-Core
KMXK_0C04940	Non-Core
KMXK_0C05340	Non-Core
KMXK_0F05740	Non-Core
KMXK_0C01370	Non-Core
KMXK_0C06080	Non-Core
KMXK_0D00690	Non-Core
KMXK_0H03190	Non-Core
KMXK_0E04570	Non-Core
KMXK_0A00590	Non-Core
KMXK_0A06160	Non-Core
KMXK_0G02410	Non-Core
KMXK_0G00160	Non-Core
KMXK_0G04270	Non-Core
KMXK_0A03090	Non-Core
KMXK_0D01460	Non-Core
KMXK_0E01000	Non-Core
KMXK_0B01020	Non-Core
KMXK_0H02550	Non-Core
KMXK_0E04500	Non-Core
KMXK_0H04270	Non-Core
KMXK_0C04250	Non-Core
KMXK_0G03100	Non-Core
KMXK_0F01410	Non-Core
KMXK_0E05680	Non-Core
KMXK_0C02650	Non-Core
KMXK_0D01830	Non-Core
KMXK_0C04360	Non-Core
KMXK_0F02560	Non-Core
KMXK_0E02130	Non-Core
KMXK_0H02660	Non-Core
KMXK_0B05690	Non-Core
KMXK_0E02350	Non-Core
KMXK_0E05850	Non-Core
KMXK_0H00400	Non-Core
KMXK_0E02770	Non-Core
KMXK_0A05770	Non-Core
KMXK_0A05810	Non-Core
KMXK_0A04690	Non-Core
KMXK_0A07790	Non-Core
KMXK_0D04380	Non-Core
KMXK_0A07810	Non-Core
KMXK_0D03960	Non-Core
KMXK_0A08340	Non-Core
KMXK_0E01110	Non-Core
KMXK_0D04640	Non-Core
KMXK_0C00150	Non-Core
KMXK_0E02820	Non-Core
KMXK_0F02900	Non-Core
KMXK_0C02480	Non-Core
KMXK_0B06110	Non-Core
KMXK_0F03190	Non-Core
KMXK_0F02400	Non-Core
KMXK_0B03310	Non-Core
KMXK_0F03060	Non-Core
KMXK_0G00120	Non-Core
KMXK_0A04050	Non-Core
KMXK_0D02960	Non-Core
KMXK_0A08360	Non-Core
KMXK_0E02710	Non-Core
KMXK_0A00370	Non-Core
KMXK_0C00140	Non-Core
KMXK_0C07380	Non-Core
KMXK_0F05840	Non-Core
KMXK_0H02920	Non-Core
KMXK_0A01830	Non-Core
KMXK_0A08370	Non-Core
KMXK_0D02910	Non-Core
KMXK_0E05410	Non-Core
KMXK_0C00850	Non-Core
KMXK_0H01060	Non-Core
KMXK_0C03100	Non-Core
KMXK_0C03250	Non-Core
KMXK_0G00220	Non-Core
KMXK_0F02740	Non-Core
KMXK_0B05890	Non-Core
KMXK_0H03460	Non-Core
KMXK_0D02500	Non-Core
KMXK_0A02460	Non-Core
KMXK_0H03280	Non-Core
KMXK_0E06330	Non-Core
KMXK_0B03320	Non-Core
KMXK_0B04680	Non-Core
KMXK_0C06410	Non-Core
KMXK_0B08280	Non-Core
KMXK_0G04240	Non-Core
KMXK_0A06560	Non-Core
KMXK_0D01860	Non-Core
KMXK_0F00970	Non-Core
KMXK_0F05630	Non-Core
KMXK_0A06440	Non-Core
KMXK_0A01100	Non-Core
KMXK_0A06730	Non-Core
KMXK_0B02760	Non-Core
KMXK_0B06000	Non-Core
KMXK_0H03120	Non-Core
KMXK_0E00270	Non-Core
KMXK_0D01560	Non-Core
KMXK_0A04960	Non-Core
KMXK_0B04730	Non-Core
KMXK_0H03810	Non-Core
KMXK_0H04310	Non-Core
KMXK_0A08330	Non-Core
KMXK_0E06320	Non-Core
KMXK_0A08290	Non-Core
KMXK_0C00390	Non-Core
KMXK_0B05340	Non-Core
KMXK_0C04430	Non-Core
KMXK_0A05080	Non-Core
KMXK_0A01670	Non-Core
KMXK_0F03580	Non-Core
KMXK_0B01360	Non-Core
KMXK_0B06020	Non-Core
KMXK_0H04280	Non-Core
KMXK_0A01380	Non-Core
KMXK_0A06810	Non-Core
KMXK_0C03390	Non-Core
KMXK_0C06680	Non-Core
KMXK_0B05620	Non-Core
KMXK_0A06710	Non-Core
KMXK_0G03800	Non-Core
KMXK_0D04290	Non-Core
KMXK_0B03940	Non-Core
KMXK_0C04790	Non-Core
KMXK_0E03530	Non-Core
KMXK_0F03300	Non-Core
KMXK_0D00160	Non-Core
KMXK_0A04940	Non-Core
KMXK_0H00100	Non-Core
KMXK_0A02310	Non-Core
KMXK_0F04470	Non-Core
KMXK_0A00130	Non-Core
KMXK_0G01310	Non-Core
KMXK_0G00390	Non-Core
KMXK_0E00620	Non-Core
KMXK_0B07600	Non-Core
KMXK_0B02000	Non-Core
KMXK_0F05510	Non-Core
KMXK_0F03540	Non-Core
KMXK_0A02020	Non-Core
KMXK_0C00230	Non-Core
KMXK_0E03720	Non-Core
KMXK_0C04690	Non-Core
KMXK_0E05730	Non-Core
KMXK_0F02750	Non-Core
KMXK_0B07250	Non-Core
KMXK_0A02800	Non-Core
KMXK_0A04470	Non-Core
KMXK_0C03580	Non-Core
KMXK_0B00150	Non-Core
KMXK_0C05260	Non-Core
KMXK_0D05400	Non-Core
KMXK_0F01440	Non-Core
KMXK_0E03540	Non-Core
KMXK_0G04330	Non-Core
KMXK_0G02860	Non-Core
KMXK_0D05390	Non-Core
KMXK_0D06480	Non-Core
KMXK_0A00750	Non-Core
KMXK_0D03830	Non-Core
KMXK_0C03410	Non-Core
KMXK_0H01760	Non-Core
KMXK_0E06130	Non-Core
KMXK_0B02980	Non-Core
KMXK_0D03630	Non-Core
KMXK_0E03420	Non-Core
KMXK_0C00170	Non-Core
KMXK_0F01070	Non-Core
KMXK_0E02700	Non-Core
KMXK_0H00170	Non-Core
KMXK_0F02450	Non-Core
KMXK_0G00210	Non-Core
KMXK_0A03660	Non-Core
KMXK_0H00270	Non-Core
KMXK_0B08290	Non-Core
KMXK_0A00900	Non-Core
KMXK_0H02880	Non-Core
KMXK_0D00930	Non-Core
KMXK_0C05520	Non-Core
KMXK_0A02550	Non-Core
KMXK_0B06090	Non-Core
KMXK_0D03160	Non-Core
KMXK_0A07830	Non-Core
KMXK_0F04680	Non-Core
KMXK_0A03260	Non-Core
KMXK_0A04780	Non-Core
KMXK_0D06160	Non-Core
KMXK_0E01710	Non-Core
KMXK_0E03150	Non-Core
KMXK_0D00330	Non-Core
KMXK_0A03230	Non-Core
KMXK_0F01560	Non-Core
KMXK_0B02090	Non-Core
KMXK_0F04690	Non-Core
KMXK_0A08260	Non-Core
KMXK_0B01960	Non-Core
KMXK_0F01970	Non-Core
KMXK_0A03240	Non-Core
KMXK_0C00380	Non-Core
KMXK_0C02410	Non-Core
KMXK_0C04410	Non-Core
KMXK_0G00740	Non-Core
KMXK_0C06360	Non-Core
KMXK_0D04310	Non-Core
KMXK_0B06390	Non-Core
KMXK_0A05220	Non-Core
KMXK_0A03680	Non-Core
KMXK_0F00740	Non-Core
KMXK_0B06040	Non-Core
KMXK_0B05220	Non-Core
KMXK_0D03540	Non-Core
KMXK_0F01570	Non-Core
KMXK_0C06230	Non-Core
KMXK_0A05350	Non-Core
KMXK_0E00230	Non-Core
KMXK_0A00800	Non-Core
KMXK_0B04540	Non-Core
KMXK_0D02250	Non-Core
KMXK_0D01050	Non-Core
KMXK_0A03920	Non-Core
KMXK_0D03570	Non-Core
KMXK_0F02610	Non-Core
KMXK_0H00110	Non-Core
KMXK_0A02530	Non-Core
KMXK_0F01540	Non-Core
KMXK_0G02990	Non-Core
KMXK_0A07260	Non-Core
KMXK_0A07400	Non-Core
KMXK_0A01360	Non-Core
KMXK_0A07950	Non-Core
KMXK_0D04920	Non-Core
KMXK_0C03260	Non-Core
KMXK_0D06320	Non-Core
KMXK_0D06210	Non-Core
KMXK_0E00650	Non-Core
KMXK_0D04680	Non-Core
KMXK_0G00720	Non-Core
KMXK_0A01740	Non-Core
KMXK_0C03570	Non-Core
KMXK_0F02720	Non-Core
KMXK_0A02300	Non-Core
KMXK_0D00170	Non-Core
KMXK_0A04910	Non-Core
KMXK_0B00850	Non-Core
KMXK_0C07170	Non-Core
KMXK_0B05990	Non-Core
KMXK_0A01430	Non-Core
KMXK_0A05670	Non-Core
KMXK_0H04240	Non-Core
KMXK_0B06120	Non-Core
KMXK_0H00920	Non-Core
KMXK_0C06810	Non-Core
KMXK_0D05170	Non-Core
KMXK_0F01030	Non-Core
KMXK_0F01710	Non-Core
KMXK_0H01830	Non-Core
KMXK_0E00690	Non-Core
KMXK_0D02530	Non-Core
KMXK_0E02450	Non-Core
KMXK_0D01160	Non-Core
KMXK_0F02660	Non-Core
KMXK_0H04030	Non-Core
KMXK_0C03840	Non-Core
KMXK_0A07570	Non-Core
KMXK_0F04140	Non-Core
KMXK_0A00840	Non-Core
KMXK_0E03950	Non-Core
KMXK_0A07390	Non-Core
KMXK_0E03270	Non-Core
KMXK_0D05840	Non-Core
KMXK_0B06660	Non-Core
KMXK_0E03880	Non-Core
KMXK_0A00480	Non-Core
KMXK_0E03030	Non-Core
KMXK_0G01090	Non-Core
KMXK_0D00310	Non-Core
KMXK_0G03140	Non-Core
KMXK_0E06310	Non-Core
KMXK_0E03310	Non-Core
KMXK_0A03170	Non-Core
KMXK_0E01170	Non-Core
KMXK_0F05070	Non-Core
KMXK_0F03760	Non-Core
KMXK_0F04770	Non-Core
KMXK_0A01290	Non-Core
KMXK_0F03750	Non-Core
KMXK_0E00170	Non-Core
KMXK_0E01210	Non-Core
KMXK_0G02890	Non-Core
KMXK_0C03770	Non-Core
KMXK_0C07360	Non-Core
KMXK_0E01650	Non-Core
KMXK_0H02440	Non-Core
KMXK_0B06070	Non-Core
KMXK_0A06350	Non-Core
KMXK_0G04210	Non-Core
KMXK_0A04970	Non-Core
KMXK_0F05360	Non-Core
KMXK_0A06010	Non-Core
KMXK_0A00650	Non-Core
KMXK_0G00730	Non-Core
KMXK_0E00130	Non-Core
KMXK_0E04580	Non-Core
KMXK_0B01170	Non-Core
KMXK_0B03060	Non-Core
KMXK_0B07210	Non-Core
KMXK_0A04630	Non-Core
KMXK_0C03470	Non-Core
KMXK_0A05760	Non-Core
KMXK_0E01230	Non-Core
KMXK_0B02080	Non-Core
KMXK_0B05170	Non-Core
KMXK_0D04170	Non-Core
KMXK_0C07190	Non-Core
KMXK_0A04830	Non-Core
KMXK_0H00290	Non-Core
KMXK_0F05320	Non-Core
KMXK_0B05630	Non-Core
KMXK_0B01570	Non-Core
KMXK_0C06170	Non-Core
KMXK_0B06540	Non-Core
KMXK_0C05740	Non-Core
KMXK_0D03050	Non-Core
KMXK_0E04540	Non-Core
KMXK_0B07330	Non-Core
KMXK_0F05170	Non-Core
KMXK_0C00250	Non-Core
KMXK_0C04150	Non-Core
KMXK_0A01410	Non-Core
KMXK_0A03250	Non-Core
KMXK_0G03380	Non-Core
KMXK_0C01950	Non-Core
KMXK_0A05720	Non-Core
KMXK_0C02050	Non-Core
KMXK_0F01130	Non-Core
KMXK_0D05570	Non-Core
KMXK_0H00710	Non-Core
KMXK_0G04200	Non-Core
KMXK_0C02710	Non-Core
KMXK_0A01030	Non-Core
KMXK_0G00190	Non-Core
KMXK_0D06560	Non-Core
KMXK_0E05750	Non-Core
KMXK_0A00120	Non-Core
KMXK_0B05190	Non-Core
KMXK_0D04590	Non-Core
KMXK_0D01780	Non-Core
KMXK_0B07260	Non-Core
KMXK_0B01540	Non-Core
KMXK_0D01470	Non-Core
KMXK_0F05670	Non-Core
KMXK_0H02670	Non-Core
KMXK_0B02240	Non-Core
KMXK_0F05760	Non-Core
KMXK_0B07520	Non-Core
KMXK_0E04710	Non-Core
KMXK_0A00280	Non-Core
KMXK_0A06390	Non-Core
KMXK_0E01900	Non-Core
KMXK_0E02650	Non-Core
KMXK_0D05200	Non-Core
KMXK_0H04300	Non-Core
KMXK_0F01430	Non-Core
KMXK_0B01330	Non-Core
KMXK_0F05780	Non-Core
KMXK_0A00870	Non-Core
KMXK_0F03230	Non-Core
KMXK_0G03280	Non-Core
KMXK_0E00120	Non-Core
KMXK_0D00650	Non-Core
KMXK_0A03020	Non-Core
KMXK_0C04010	Non-Core
KMXK_0E05110	Non-Core
KMXK_0C02670	Non-Core
KMXK_0E02790	Non-Core
KMXK_0D03720	Non-Core
KMXK_0B06950	Non-Core
KMXK_0C06280	Non-Core
KMXK_0C03630	Non-Core
KMXK_0A07740	Non-Core
KMXK_0A04550	Non-Core
KMXK_0D01660	Non-Core
KMXK_0B00230	Non-Core
KMXK_0B01980	Non-Core
KMXK_0B08400	Non-Core
KMXK_0B07690	Non-Core
KMXK_0B00120	Non-Core
KMXK_0A02880	Non-Core
KMXK_0G00280	Non-Core
KMXK_0E00160	Non-Core
KMXK_0B00390	Non-Core
KMXK_0D04090	Non-Core
KMXK_0D00630	Non-Core
KMXK_0D05580	Non-Core
KMXK_0A06260	Non-Core
KMXK_0G01720	Non-Core
KMXK_0A04500	Non-Core
KMXK_0B08190	Non-Core
KMXK_0A01250	Non-Core
KMXK_0A03220	Non-Core
KMXK_0B03700	Non-Core
KMXK_0C05710	Non-Core
KMXK_0D03350	Non-Core
KMXK_0C06130	Non-Core
KMXK_0A07070	Non-Core
KMXK_0E01630	Non-Core
KMXK_0C05560	Non-Core
KMXK_0D04250	Non-Core
KMXK_0H00200	Non-Core
KMXK_0F03630	Non-Core
KMXK_0C01810	Non-Core
KMXK_0G00630	Non-Core
KMXK_0H04500	Non-Core
KMXK_0B03900	Non-Core
KMXK_0E05600	Non-Core
KMXK_0F03460	Non-Core
KMXK_0B02350	Non-Core
KMXK_0D03040	Non-Core
KMXK_0A04490	Non-Core
KMXK_0G00580	Non-Core
KMXK_0A05040	Non-Core
KMXK_0A08070	Non-Core
KMXK_0E02540	Non-Core
KMXK_0A07780	Non-Core
KMXK_0G03330	Non-Core
KMXK_0C06970	Non-Core
KMXK_0F01930	Non-Core
KMXK_0C03150	Non-Core
KMXK_0A02720	Non-Core
KMXK_0B07010	Non-Core
KMXK_0F05750	Non-Core
KMXK_0E04770	Non-Core
KMXK_0F01360	Non-Core
KMXK_0B02100	Non-Core
KMXK_0A01940	Non-Core
KMXK_0G00950	Non-Core
KMXK_0G01890	Non-Core
KMXK_0C00280	Non-Core
KMXK_0C00830	Non-Core
KMXK_0A01550	Non-Core
KMXK_0B00130	Non-Core
KMXK_0B00550	Non-Core
KMXK_0A00170	Non-Core
KMXK_0A05650	Non-Core
KMXK_0D06450	Non-Core
KMXK_0E00730	Non-Core
KMXK_0B01450	Non-Core
KMXK_0F02180	Non-Core
KMXK_0B02130	Non-Core
KMXK_0C04070	Non-Core
KMXK_0A00200	Non-Core
KMXK_0B08170	Non-Core
KMXK_0A08220	Non-Core
KMXK_0C03740	Non-Core
KMXK_0D04780	Non-Core
KMXK_0D05510	Non-Core
KMXK_0B06340	Non-Core
KMXK_0E02890	Non-Core
KMXK_0B07890	Non-Core
KMXK_0C01080	Non-Core
KMXK_0C07220	Non-Core
KMXK_0D04770	Non-Core
KMXK_0F01170	Non-Core
KMXK_0D04870	Non-Core
KMXK_0G02740	Non-Core
KMXK_0G03760	Non-Core
KMXK_0C07370	Non-Core
KMXK_0B00840	Non-Core
KMXK_0E03490	Non-Core
KMXK_0C05500	Non-Core
KMXK_0F00960	Non-Core
KMXK_0B05310	Non-Core
KMXK_0C05360	Non-Core
KMXK_0E05950	Non-Core
KMXK_0D06360	Non-Core
KMXK_0B06300	Non-Core
KMXK_0D03370	Non-Core
KMXK_0E00370	Non-Core
KMXK_0C02720	Non-Core
KMXK_0B07450	Non-Core
KMXK_0D06410	Non-Core
KMXK_0A05330	Non-Core
KMXK_0B07430	Non-Core
KMXK_0E00580	Non-Core
KMXK_0D01810	Non-Core
KMXK_0B08060	Non-Core
KMXK_0H03890	Non-Core
KMXK_0B02270	Non-Core
KMXK_0F00830	Non-Core
KMXK_0E00970	Non-Core
KMXK_0F04750	Non-Core
KMXK_0C01700	Non-Core
KMXK_0G00250	Non-Core
KMXK_0D02090	Non-Core
KMXK_0H03320	Non-Core
KMXK_0H02860	Non-Core
KMXK_0B02530	Non-Core
KMXK_0F03690	Non-Core
KMXK_0H02750	Non-Core
KMXK_0C02730	Non-Core
KMXK_0B04150	Non-Core
KMXK_0A04800	Non-Core
KMXK_0F05330	Non-Core
KMXK_0F05790	Non-Core
KMXK_0B02440	Non-Core
KMXK_0G01910	Non-Core
KMXK_0B03770	Non-Core
KMXK_0C02400	Non-Core
KMXK_0E00220	Non-Core
KMXK_0D00480	Non-Core
KMXK_0D06460	Non-Core
KMXK_0E03470	Non-Core
KMXK_0C04520	Non-Core
KMXK_0E03170	Non-Core
KMXK_0B03070	Non-Core
KMXK_0E05790	Non-Core
KMXK_0A03970	Non-Core
KMXK_0H02430	Non-Core
KMXK_0A08320	Non-Core
KMXK_0A06750	Non-Core
KMXK_0H03030	Non-Core
