OG,sce,kma,yli
OG0001881,,,YALI1_A07575g
OG0001916,,,YALI1_B13948g
OG0001936,,,YALI1_D29335g
OG0001970,,,YALI1_F35753g
OG0002005,YLR038C,,
OG0002007,,,YALI1_D35148g
OG0002023,,,YALI1_F24359g
OG0002024,YDR064W,,
OG0002026,,,YALI1_F10342g
OG0002039,YDR045C,,
OG0002045,,,YALI1_F15533g
OG0002046,YDR050C,,
OG0002098,,,YALI1_D08339g
OG0002111,,,YALI1_E12703g
OG0002113,YHR051W,,
OG0002114,,,YALI1_E12614g
OG0002142,,,YALI1_E31351g
OG0002149,YMR035W,,
OG0002154,,,YALI1_E12103g
OG0002180,,,YALI1_D30922g
OG0002212,,,YALI1_F11493g
OG0002250,YJR141W,,
OG0002256,YJR135W-A,,
OG0002279,,,YALI1_E40754g
OG0002281,YPL211W,,
OG0002288,,,YALI1_C30181g
OG0002289,YPL218W,,
OG0002331,YOR369C,,
OG0002347,,,YALI1_D14893g
OG0002369,,,YALI1_F39108g
OG0002389,,,YALI1_C10730g
OG0002400,,,YALI1_A22157g
OG0002417,YLR441C,,
OG0002455,,,YALI1_F04185g
OG0002464,YDR013W,,
OG0002465,,,YALI1_E21983g
OG0002492,,,YALI1_C07451g
OG0002496,,,YALI1_C28166g
OG0002512,,,YALI1_F18152g
OG0002527,,,YALI1_F12080g
OG0002535,YER009W,,
OG0002544,,,YALI1_B23798g
OG0002558,,,YALI1_D06131g
OG0002565,,,YALI1_E37387g
OG0002569,,,YALI1_B16110g
OG0002576,,,YALI1_E36308g
OG0002580,,,YALI1_B30214g
OG0002591,,,YALI1_C02402g
OG0002615,,,YALI1_C00999g
OG0002644,YLR167W,,
OG0002645,,,YALI1_D23785g
OG0002723,,,YALI1_C07170g
OG0002724,YDL130W,,
OG0002725,,,YALI1_B12409g
OG0002750,YML126C,,
OG0002755,YJR123W,,
OG0002770,,,YALI1_E22718g
OG0002771,YMR015C,,
OG0002774,,,YALI1_C29402g
OG0002783,,,YALI1_A03757g
OG0002800,,,YALI1_F31102g
OG0002843,,,YALI1_B04779g
OG0002847,,KMXK_0F02790,
OG0002859,,,YALI1_D32424g
OG0002862,,,YALI1_C21891g
OG0002865,,,YALI1_B19388g
OG0002867,YHR122W,,
OG0002886,,,YALI1_E32664g
OG0002902,,,YALI1_D11151g
OG0002908,YKL077W,,
OG0002916,,,YALI1_F07318g
OG0002919,,,YALI1_E02959g
OG0002935,,,YALI1_B15346g
OG0002951,,,YALI1_D28518g
OG0002953,YBL001C,,
OG0002954,YDR002W,,
OG0002971,,,YALI1_F19697g
OG0002980,,,YALI1_F30004g
OG0003030,,,YALI1_F34083g
OG0003036,YML001W,,
OG0003084,,,YALI1_D04969g
OG0003085,YNL024C-A,,
OG0003099,,,YALI1_E06056g
OG0003100,,,YALI1_F28274g
OG0003104,,,YALI1_F29196g
OG0003120,,,YALI1_B14236g
OG0003124,,,YALI1_E41148g
OG0003129,YGR282C,,
OG0003133,,,YALI1_F20462g
OG0003151,,,YALI1_C03415g
OG0003163,,,YALI1_C19500g
OG0003165,,,YALI1_A09593g
OG0003166,,,YALI1_A09626g
OG0003170,YKL056C,,
OG0003171,YKL053C-A,,
OG0003178,,,YALI1_F23109g
OG0003180,YNL280C,,
OG0003184,YBR106W,,
OG0003203,YMR256C,,
OG0003241,,,YALI1_C30706g
OG0003255,YLL050C,,
OG0003261,,,YALI1_B24564g
OG0003269,YFL045C,,
OG0003270,YLR075W,,
OG0003271,,,YALI1_D16206g
OG0003280,,,YALI1_A12225g
OG0003331,,,YALI1_E09241g
OG0003339,YBL092W,,
OG0003350,YER071C,,
OG0003360,,,YALI1_C24124g
OG0003383,,,YALI1_C10232g
OG0003391,,,YALI1_B05832g
OG0003399,,,YALI1_F11781g
OG0003402,,,YALI1_F27041g
OG0003404,YDL157C,,
OG0003420,YPR170W-B,,
OG0003429,,,YALI1_A21630g
OG0003438,,KMXK_0H03050,
OG0003473,,,YALI1_D18770g
OG0003489,,,YALI1_B15587g
OG0003490,,,YALI1_E07099g
OG0003507,,,YALI1_E13287g
OG0003508,,,YALI1_E13280g
OG0003515,,,YALI1_E18441g
OG0003516,,,YALI1_F39620g
