Orthogroup	DMKU3-1042	W29	s288c
OG0004580	tr|W0TG82|W0TG82_KLUMD		
OG0004581	tr|W0TDA3|W0TDA3_KLUMD		
OG0004582	tr|W0T8S3|W0T8S3_KLUMD		
OG0004583	tr|W0T6I1|W0T6I1_KLUMD		
OG0004584	tr|W0T5T4|W0T5T4_KLUMD		
OG0004585	tr|W0T739|W0T739_KLUMD		
OG0004586	tr|W0TA69|W0TA69_KLUMD		
OG0004587	tr|W0TCF1|W0TCF1_KLUMD		
OG0004588	tr|W0T5S4|W0T5S4_KLUMD		
OG0004589	tr|W0T9J8|W0T9J8_KLUMD		
OG0004590	tr|W0TCG3|W0TCG3_KLUMD		
OG0004591	tr|W0THF7|W0THF7_KLUMD		
OG0004592	tr|W0TA53|W0TA53_KLUMD		
OG0004593	tr|W0T3K8|W0T3K8_KLUMD		
OG0004594	tr|W0TBF4|W0TBF4_KLUMD		
OG0004595	tr|W0T8I9|W0T8I9_KLUMD		
OG0004596	tr|W0T9I2|W0T9I2_KLUMD		
OG0004597	tr|W0TGP0|W0TGP0_KLUMD		
OG0004598	tr|W0TG76|W0TG76_KLUMD		
OG0004599	tr|W0TFF7|W0TFF7_KLUMD		
OG0004600	tr|W0TAX4|W0TAX4_KLUMD		
OG0004601	tr|W0T8A0|W0T8A0_KLUMD		
OG0004602	tr|W0T3V0|W0T3V0_KLUMD		
OG0004603	tr|A0A1L7LMG7|A0A1L7LMG7_KLUMD		
OG0004604	tr|W0T885|W0T885_KLUMD		
OG0004605	tr|W0T471|W0T471_KLUMD		
OG0004606	tr|W0TD55|W0TD55_KLUMD		
OG0004607	tr|W0T413|W0T413_KLUMD		
OG0004608	tr|W0TBE9|W0TBE9_KLUMD		
OG0004609	tr|W0T727|W0T727_KLUMD		
OG0004610	tr|W0TBZ6|W0TBZ6_KLUMD		
OG0004611	tr|W0T5V5|W0T5V5_KLUMD		
OG0004612	tr|W0T4L6|W0T4L6_KLUMD		
OG0004613	tr|W0T4S4|W0T4S4_KLUMD		
OG0004614	tr|W0TBL4|W0TBL4_KLUMD		
OG0004615	tr|W0TCU6|W0TCU6_KLUMD		
OG0004616	tr|W0TBG8|W0TBG8_KLUMD		
OG0004617	tr|W0TDJ0|W0TDJ0_KLUMD		
OG0004618	tr|W0T839|W0T839_KLUMD		
OG0004619	tr|W0T854|W0T854_KLUMD		
OG0004620	tr|W0T4J9|W0T4J9_KLUMD		
OG0004621	tr|W0TFW0|W0TFW0_KLUMD		
OG0004622	tr|W0T7D8|W0T7D8_KLUMD		
OG0004623	tr|W0T3T9|W0T3T9_KLUMD		
OG0004624	tr|W0TG58|W0TG58_KLUMD		
OG0004625	tr|W0TDY8|W0TDY8_KLUMD		
OG0004626	tr|W0T6F2|W0T6F2_KLUMD		
OG0004627	tr|W0TER6|W0TER6_KLUMD		
OG0004628	tr|W0T725|W0T725_KLUMD		
OG0004629	tr|W0T3Z6|W0T3Z6_KLUMD		
OG0004630	tr|W0TJR4|W0TJR4_KLUMD		
OG0004631	tr|W0T779|W0T779_KLUMD		
OG0004632	tr|W0T9N0|W0T9N0_KLUMD		
OG0004633	tr|W0TDM3|W0TDM3_KLUMD		
OG0004634	tr|W0TH50|W0TH50_KLUMD		
OG0004635	tr|W0TFC2|W0TFC2_KLUMD		
OG0004636	tr|W0TEZ6|W0TEZ6_KLUMD		
OG0004637	tr|W0TIA2|W0TIA2_KLUMD		
OG0004638	tr|W0TAH0|W0TAH0_KLUMD		
OG0004639	tr|W0TJL5|W0TJL5_KLUMD		
OG0004640	tr|W0TAS6|W0TAS6_KLUMD		
OG0004641	tr|W0T559|W0T559_KLUMD		
OG0004642	tr|W0TBI4|W0TBI4_KLUMD		
OG0004643	tr|W0TIC9|W0TIC9_KLUMD		
OG0004644	tr|W0TCU7|W0TCU7_KLUMD		
OG0004645	tr|W0TFV8|W0TFV8_KLUMD		
OG0004646	tr|W0TAH9|W0TAH9_KLUMD		
OG0004647	tr|W0TAN8|W0TAN8_KLUMD		
OG0004648	tr|W0TGV4|W0TGV4_KLUMD		
OG0004649	tr|W0T6P6|W0T6P6_KLUMD		
OG0004650	tr|A0A1L7LMB6|A0A1L7LMB6_KLUMD		
OG0004651	tr|W0TFX4|W0TFX4_KLUMD		
OG0004652	tr|W0THN3|W0THN3_KLUMD		
OG0004653	tr|W0T4L1|W0T4L1_KLUMD		
OG0004654	tr|W0TD82|W0TD82_KLUMD		
OG0004655	tr|W0TFB1|W0TFB1_KLUMD		
OG0004656	tr|W0TEV8|W0TEV8_KLUMD		
OG0004657	tr|W0T4Z3|W0T4Z3_KLUMD		
OG0004658	tr|W0T457|W0T457_KLUMD		
OG0004659	tr|W0TBV8|W0TBV8_KLUMD		
OG0004660	tr|W0TAP6|W0TAP6_KLUMD		
OG0004661	tr|W0TDW8|W0TDW8_KLUMD		
OG0004662	tr|W0T3R7|W0T3R7_KLUMD		
OG0004663	tr|W0T6N1|W0T6N1_KLUMD		
OG0004664	tr|W0TEF1|W0TEF1_KLUMD		
OG0004665	tr|W0TGA7|W0TGA7_KLUMD		
OG0004666	tr|W0T2J0|W0T2J0_KLUMD		
OG0004667	tr|W0TET2|W0TET2_KLUMD		
OG0004668	tr|W0TG02|W0TG02_KLUMD		
OG0004669	tr|W0TGV7|W0TGV7_KLUMD		
OG0004670	tr|W0TGG1|W0TGG1_KLUMD		
OG0004671	tr|W0T5B6|W0T5B6_KLUMD		
OG0004672	tr|W0TGC1|W0TGC1_KLUMD		
OG0004673	tr|W0T312|W0T312_KLUMD		
OG0004674	tr|W0TBY2|W0TBY2_KLUMD		
OG0004675	tr|W0TC87|W0TC87_KLUMD		
OG0004676	tr|W0T9N8|W0T9N8_KLUMD		
OG0004677	tr|W0TBF9|W0TBF9_KLUMD		
OG0004678	tr|W0T499|W0T499_KLUMD		
OG0004679	tr|W0TFK2|W0TFK2_KLUMD		
OG0004680	tr|W0T6M8|W0T6M8_KLUMD		
OG0004681	tr|W0TEA8|W0TEA8_KLUMD		
OG0004682	tr|W0TG24|W0TG24_KLUMD		
OG0004683	tr|W0T9Y3|W0T9Y3_KLUMD		
OG0004684	tr|W0TIC3|W0TIC3_KLUMD		
OG0004685	tr|W0TD44|W0TD44_KLUMD		
OG0004686	tr|W0TI82|W0TI82_KLUMD		
OG0004687	tr|W0T7P4|W0T7P4_KLUMD		
OG0004688	tr|W0THQ2|W0THQ2_KLUMD		
OG0004689	tr|W0T4I5|W0T4I5_KLUMD		
OG0004690	tr|W0TFT7|W0TFT7_KLUMD		
OG0004691	tr|W0T3L3|W0T3L3_KLUMD		
OG0004692	tr|W0T4Q5|W0T4Q5_KLUMD		
OG0004693	tr|W0T2Y4|W0T2Y4_KLUMD		
OG0004694	tr|W0TA01|W0TA01_KLUMD		
OG0004695	tr|W0TBD5|W0TBD5_KLUMD		
OG0004696	tr|W0TBG6|W0TBG6_KLUMD		
OG0004697	tr|W0TBP5|W0TBP5_KLUMD		
OG0004698	tr|W0TJA6|W0TJA6_KLUMD		
OG0004699	tr|W0T960|W0T960_KLUMD		
OG0004700	tr|W0TDZ0|W0TDZ0_KLUMD		
OG0004701	tr|W0T806|W0T806_KLUMD		
OG0004702	tr|W0T8P5|W0T8P5_KLUMD		
OG0004703	tr|W0T6M5|W0T6M5_KLUMD		
OG0004704	tr|W0TIH0|W0TIH0_KLUMD		
OG0004705	tr|W0TIL0|W0TIL0_KLUMD		
OG0004706	tr|W0T7W3|W0T7W3_KLUMD		
OG0004707	tr|W0TAF2|W0TAF2_KLUMD		
OG0004708	tr|W0T9R8|W0T9R8_KLUMD		
OG0004709	tr|W0T476|W0T476_KLUMD		
OG0004710	tr|W0T623|W0T623_KLUMD		
OG0004711	tr|W0T4R0|W0T4R0_KLUMD		
OG0004712	tr|W0TAV9|W0TAV9_KLUMD		
OG0004713	tr|W0TGC4|W0TGC4_KLUMD		
OG0004714	tr|W0T835|W0T835_KLUMD		
OG0004715	tr|W0TA22|W0TA22_KLUMD		
OG0004716	tr|W0T6G4|W0T6G4_KLUMD		
OG0004717	tr|W0TAE7|W0TAE7_KLUMD		
OG0004718	tr|W0TJE9|W0TJE9_KLUMD		
OG0004719	tr|W0T7C3|W0T7C3_KLUMD		
OG0004720	tr|W0T9F1|W0T9F1_KLUMD		
OG0004721	tr|W0THI4|W0THI4_KLUMD		
OG0004722	tr|W0THL7|W0THL7_KLUMD		
OG0004723	tr|W0T667|W0T667_KLUMD		
OG0004724	tr|W0T5Q9|W0T5Q9_KLUMD		
OG0004725	tr|W0T4E4|W0T4E4_KLUMD		
OG0004726	tr|W0TF19|W0TF19_KLUMD		
OG0004727	tr|W0TEZ0|W0TEZ0_KLUMD		
OG0004728	tr|A0A1L7LMC4|A0A1L7LMC4_KLUMD		
OG0004729	tr|W0THM9|W0THM9_KLUMD		
OG0004730	tr|W0TBZ4|W0TBZ4_KLUMD		
OG0004731	tr|W0T2K4|W0T2K4_KLUMD		
OG0004732	tr|W0T4M6|W0T4M6_KLUMD		
OG0004733	tr|W0TA48|W0TA48_KLUMD		
OG0004734	tr|W0T7F2|W0T7F2_KLUMD		
OG0004735	tr|W0TD49|W0TD49_KLUMD		
OG0004736	tr|W0TF03|W0TF03_KLUMD		
OG0004737	tr|W0TC05|W0TC05_KLUMD		
OG0004738	tr|W0T4S7|W0T4S7_KLUMD		
OG0004739	tr|W0T8E7|W0T8E7_KLUMD		
OG0004740	tr|W0T610|W0T610_KLUMD		
OG0004741	tr|W0TGB4|W0TGB4_KLUMD		
OG0004742	tr|W0T968|W0T968_KLUMD		
OG0004743	tr|W0TAP4|W0TAP4_KLUMD		
OG0004744	tr|W0TF22|W0TF22_KLUMD		
OG0004745	tr|W0T9Y6|W0T9Y6_KLUMD		
OG0004746	tr|W0T7Y1|W0T7Y1_KLUMD		
OG0004747	tr|W0THH9|W0THH9_KLUMD		
OG0004748	tr|W0TDS5|W0TDS5_KLUMD		
OG0004749	tr|W0TCV8|W0TCV8_KLUMD		
OG0004750	tr|W0TDJ1|W0TDJ1_KLUMD		
OG0004751	tr|W0T7L2|W0T7L2_KLUMD		
OG0004752	tr|W0TBG1|W0TBG1_KLUMD		
OG0004753	tr|W0TG10|W0TG10_KLUMD		
OG0004754	tr|W0T3N8|W0T3N8_KLUMD		
OG0004755	tr|W0T9Z5|W0T9Z5_KLUMD		
OG0004756	tr|A0A1L7LMF1|A0A1L7LMF1_KLUMD		
OG0004757	tr|W0TDQ7|W0TDQ7_KLUMD		
OG0004758	tr|W0T9S5|W0T9S5_KLUMD		
OG0004759	tr|W0T393|W0T393_KLUMD		
OG0004760	tr|W0T5G1|W0T5G1_KLUMD		
OG0004761	tr|W0T874|W0T874_KLUMD		
OG0004762	tr|W0TDG3|W0TDG3_KLUMD		
OG0004763	tr|W0THG7|W0THG7_KLUMD		
OG0004764	tr|W0T9K1|W0T9K1_KLUMD		
OG0004765	tr|W0T751|W0T751_KLUMD		
OG0004766	tr|W0T269|W0T269_KLUMD		
OG0004767	tr|W0T4X3|W0T4X3_KLUMD		
OG0004768	tr|W0TH61|W0TH61_KLUMD		
OG0004769	tr|W0THY9|W0THY9_KLUMD		
OG0004770	tr|W0TDB8|W0TDB8_KLUMD		
OG0004771	tr|W0T856|W0T856_KLUMD		
OG0004772	tr|W0T5Q6|W0T5Q6_KLUMD		
OG0004773	tr|W0T6W6|W0T6W6_KLUMD		
OG0004774	tr|W0TJL1|W0TJL1_KLUMD		
OG0004775	tr|W0T4X9|W0T4X9_KLUMD		
OG0004776	tr|W0TC57|W0TC57_KLUMD		
OG0004777	tr|W0T5D5|W0T5D5_KLUMD		
OG0004778	tr|W0T3G8|W0T3G8_KLUMD		
OG0004779	tr|W0T892|W0T892_KLUMD		
OG0004780	tr|W0TFM4|W0TFM4_KLUMD		
OG0004781	tr|W0T8J1|W0T8J1_KLUMD		
OG0004782	tr|W0T479|W0T479_KLUMD		
OG0004783	tr|W0T8E1|W0T8E1_KLUMD		
OG0004784	tr|W0TH54|W0TH54_KLUMD		
OG0004785	tr|W0T6P9|W0T6P9_KLUMD		
OG0004786	tr|W0TBN4|W0TBN4_KLUMD		
OG0004787	tr|W0TD74|W0TD74_KLUMD		
OG0004788	tr|W0TGS7|W0TGS7_KLUMD		
OG0004789	tr|W0T431|W0T431_KLUMD		
OG0004790	tr|W0THB2|W0THB2_KLUMD		
OG0004791	tr|W0TBM0|W0TBM0_KLUMD		
OG0004792	tr|W0T3M1|W0T3M1_KLUMD		
OG0004793	tr|W0T866|W0T866_KLUMD		
OG0004794	tr|W0T8D6|W0T8D6_KLUMD		
OG0004795	tr|W0T575|W0T575_KLUMD		
OG0004796	tr|W0TAN5|W0TAN5_KLUMD		
OG0004797	tr|W0T8W1|W0T8W1_KLUMD		
OG0004798	tr|W0T692|W0T692_KLUMD		
OG0004799	tr|W0TAD5|W0TAD5_KLUMD		
OG0004800	tr|W0TF08|W0TF08_KLUMD		
OG0004801	tr|W0TC98|W0TC98_KLUMD		
OG0004802	tr|W0TD53|W0TD53_KLUMD		
OG0004803	tr|W0TAQ2|W0TAQ2_KLUMD		
OG0004804	tr|W0TH55|W0TH55_KLUMD		
OG0004805	tr|W0T8G5|W0T8G5_KLUMD		
OG0004806	tr|W0T5X0|W0T5X0_KLUMD		
OG0004807	tr|W0TFY5|W0TFY5_KLUMD		
OG0004808	tr|W0THP1|W0THP1_KLUMD		
OG0004809	tr|W0T4C9|W0T4C9_KLUMD		
OG0004810	tr|W0T998|W0T998_KLUMD		
OG0004811	tr|W0TCW0|W0TCW0_KLUMD		
OG0004812	tr|W0TA36|W0TA36_KLUMD		
OG0004813	tr|W0T2L0|W0T2L0_KLUMD		
OG0004814	tr|W0TGC6|W0TGC6_KLUMD		
OG0004815	tr|W0TBU1|W0TBU1_KLUMD		
OG0004816	tr|W0TDY0|W0TDY0_KLUMD		
OG0004817	tr|W0TAN2|W0TAN2_KLUMD		
OG0004818	tr|W0T6I9|W0T6I9_KLUMD		
OG0004819	tr|W0T7Z6|W0T7Z6_KLUMD		
OG0004820	tr|W0TFA5|W0TFA5_KLUMD		
OG0004821	tr|W0TFS6|W0TFS6_KLUMD		
OG0004822	tr|W0TKP1|W0TKP1_KLUMD		
OG0004823	tr|W0TC33|W0TC33_KLUMD		
OG0004824	tr|W0TB53|W0TB53_KLUMD		
OG0004825	tr|W0T496|W0T496_KLUMD		
OG0004826		tr|A0A1D8NCL6|A0A1D8NCL6_YARLL	
OG0004827		tr|A0A1H6Q1Y3|A0A1H6Q1Y3_YARLL	
OG0004828		tr|A0A1D8N9Q3|A0A1D8N9Q3_YARLL	
OG0004829		tr|A0A1D8NI55|A0A1D8NI55_YARLL	
OG0004830		tr|A0A1D8NH03|A0A1D8NH03_YARLL	
OG0004831		tr|A0A1D8N567|A0A1D8N567_YARLL	
OG0004832		tr|A0A1D8NFG6|A0A1D8NFG6_YARLL	
OG0004833		tr|A0A1H6PZL8|A0A1H6PZL8_YARLL	
OG0004834		tr|A0A1D8NDS8|A0A1D8NDS8_YARLL	
OG0004835		tr|A0A1H6PQZ0|A0A1H6PQZ0_YARLL	
OG0004836		tr|A0A1D8NFA4|A0A1D8NFA4_YARLL	
OG0004837		tr|A0A1D8NHN2|A0A1D8NHN2_YARLL	
OG0004838		tr|A0A1D8NB98|A0A1D8NB98_YARLL	
OG0004839		tr|A0A1D8NI74|A0A1D8NI74_YARLL	
OG0004840		tr|A0A1D8NBY2|A0A1D8NBY2_YARLL	
OG0004841		tr|A0A1D8NIW2|A0A1D8NIW2_YARLL	
OG0004842		tr|A0A1D8N481|A0A1D8N481_YARLL	
OG0004843		tr|A0A1D8NAX0|A0A1D8NAX0_YARLL	
OG0004844		tr|A0A1D8NC61|A0A1D8NC61_YARLL	
OG0004845		tr|A0A1D8NLZ5|A0A1D8NLZ5_YARLL	
OG0004846		tr|A0A1D8NKQ1|A0A1D8NKQ1_YARLL	
OG0004847		tr|A0A1D8NDM0|A0A1D8NDM0_YARLL	
OG0004848		tr|A0A1D8N713|A0A1D8N713_YARLL	
OG0004849		tr|A0A1D8NNV2|A0A1D8NNV2_YARLL	
OG0004850		tr|A0A1D8NGC5|A0A1D8NGC5_YARLL	
OG0004851		tr|A0A1D8NI69|A0A1D8NI69_YARLL	
OG0004852		tr|A0A1D8NNH3|A0A1D8NNH3_YARLL	
OG0004853		tr|A0A1D8N979|A0A1D8N979_YARLL	
OG0004854		tr|A0A1D8NMX9|A0A1D8NMX9_YARLL	
OG0004855		tr|A0A1H6PY99|A0A1H6PY99_YARLL	
OG0004856		tr|A0A1D8NJJ0|A0A1D8NJJ0_YARLL	
OG0004857		tr|A0A1H6PM66|A0A1H6PM66_YARLL	
OG0004858		tr|A0A1H6PXL3|A0A1H6PXL3_YARLL	
OG0004859		tr|A0A1D8N9W7|A0A1D8N9W7_YARLL	
OG0004860		tr|A0A1D8NAJ1|A0A1D8NAJ1_YARLL	
OG0004861		tr|A0A1D8N443|A0A1D8N443_YARLL	
OG0004862		tr|A0A1D8N5X2|A0A1D8N5X2_YARLL	
OG0004863		tr|A0A1D8NKC6|A0A1D8NKC6_YARLL	
OG0004864		tr|A0A1D8N4F1|A0A1D8N4F1_YARLL	
OG0004865		tr|A0A1D8N967|A0A1D8N967_YARLL	
OG0004866		tr|A0A1D8NA74|A0A1D8NA74_YARLL	
OG0004867		tr|A0A1D8NAI9|A0A1D8NAI9_YARLL	
OG0004868		tr|A0A1D8NAM0|A0A1D8NAM0_YARLL	
OG0004869		tr|A0A1D8NGY5|A0A1D8NGY5_YARLL	
OG0004870		tr|A0A1H6Q9F3|A0A1H6Q9F3_YARLL	
OG0004871		tr|A0A1D8N7W1|A0A1D8N7W1_YARLL	
OG0004872		tr|A0A1D8NIH8|A0A1D8NIH8_YARLL	
OG0004873		tr|A0A1D8N7J3|A0A1D8N7J3_YARLL	
OG0004874		tr|A0A1D8NDV5|A0A1D8NDV5_YARLL	
OG0004875		tr|A0A1D8NB37|A0A1D8NB37_YARLL	
OG0004876		tr|A0A1D8NF53|A0A1D8NF53_YARLL	
OG0004877		tr|A0A1D8NES8|A0A1D8NES8_YARLL	
OG0004878		tr|A0A1D8NGD8|A0A1D8NGD8_YARLL	
OG0004879		tr|A0A1D8NIQ1|A0A1D8NIQ1_YARLL	
OG0004880		tr|A0A1H6PPV5|A0A1H6PPV5_YARLL	
OG0004881		tr|A0A1D8NCV7|A0A1D8NCV7_YARLL	
OG0004882		tr|A0A1D8NFK3|A0A1D8NFK3_YARLL	
OG0004883		tr|A0A1D8NPM8|A0A1D8NPM8_YARLL	
OG0004884		tr|A0A1D8NHQ6|A0A1D8NHQ6_YARLL	
OG0004885		tr|A0A1D8NQK1|A0A1D8NQK1_YARLL	
OG0004886		tr|A0A1D8NKQ7|A0A1D8NKQ7_YARLL	
OG0004887		tr|A0A1D8NNE9|A0A1D8NNE9_YARLL	
OG0004888		tr|A0A1D8N559|A0A1D8N559_YARLL	
OG0004889		tr|A0A1D8NF58|A0A1D8NF58_YARLL	
OG0004890		tr|A0A1D8NHV0|A0A1D8NHV0_YARLL	
OG0004891		tr|A0A1D8NLS0|A0A1D8NLS0_YARLL	
OG0004892		tr|A0A1D8NM25|A0A1D8NM25_YARLL	
OG0004893		tr|A0A1H6PRA6|A0A1H6PRA6_YARLL	
OG0004894		tr|A0A1D8NG22|A0A1D8NG22_YARLL	
OG0004895		tr|A0A1H6PWW2|A0A1H6PWW2_YARLL	
OG0004896		tr|A0A1D8NQP4|A0A1D8NQP4_YARLL	
OG0004897		tr|A0A1D8NPB2|A0A1D8NPB2_YARLL	
OG0004898		tr|A0A1D8NJ87|A0A1D8NJ87_YARLL	
OG0004899		tr|A0A1H6PW47|A0A1H6PW47_YARLL	
OG0004900		tr|A0A1D8NN11|A0A1D8NN11_YARLL	
OG0004901		tr|A0A1D8NF94|A0A1D8NF94_YARLL	
OG0004902		tr|A0A1D8NHJ3|A0A1D8NHJ3_YARLL	
OG0004903		tr|A0A1D8NNY4|A0A1D8NNY4_YARLL	
OG0004904		tr|A0A1D8N6R3|A0A1D8N6R3_YARLL	
OG0004905		tr|A0A1D8NKW4|A0A1D8NKW4_YARLL	
OG0004906		tr|A0A1D8NLG8|A0A1D8NLG8_YARLL	
OG0004907		tr|A0A1D8NA03|A0A1D8NA03_YARLL	
OG0004908		tr|A0A1D8NDC8|A0A1D8NDC8_YARLL	
OG0004909		tr|A0A1D8N616|A0A1D8N616_YARLL	
OG0004910		tr|A0A1D8NM56|A0A1D8NM56_YARLL	
OG0004911		tr|A0A1D8NKE7|A0A1D8NKE7_YARLL	
OG0004912		tr|A0A1D8NBA4|A0A1D8NBA4_YARLL	
OG0004913		tr|A0A1H6Q3H4|A0A1H6Q3H4_YARLL	
OG0004914		tr|A0A1D8NJI8|A0A1D8NJI8_YARLL	
OG0004915		tr|A0A1H6PWA2|A0A1H6PWA2_YARLL	
OG0004916		tr|A0A1D8N8N3|A0A1D8N8N3_YARLL	
