GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
CENPK1137D_2071	P50861	YOL143C	6.80611248071817	6.83652048840236	6.8408721095687	6.87971769445595	6.83136776660433	6.80057882735946	6.82087809337688	6.74100642590995	6.81046200115501	7.43430821683621	7.43378298700498	7.41161680648767
CENPK1137D_25	P50107	YML004C	6.84419805556941	6.86818723567794	6.88127243991872	6.54577782293422	6.5385559642042	6.53083704311388	6.86047303905563	6.93970758415152	6.91314787729359	7.40187985435647	7.37346958454779	7.31419347704004
CENPK1137D_1594	P32589	YPL106C	7.19758453951046	7.1798276188558	7.23107468346096	7.24925599053015	7.24852870342352	7.24360962608309	7.19264885465696	7.18873001658168	7.2190888866413	7.47663272455043	7.50188314432484	7.51384437280087
CENPK1137D_138	Q04438	YMR107W	7.01161206143906	7.02630252527303	6.97819527576505	7.28777574984302	7.23200657961722	7.25187787618203	7.20232206618221	7.20767710256546	7.14011658747861	6.32070193654259	6.29375331094533	6.22376026652424
CENPK1137D_4319	Q12680	YDL171C	6.66720196457373	6.68878706216662	6.69273192505366	6.53523497131635	6.5439525697097	6.56354807510209	6.96160621479264	6.97228926597122	6.96787785667123	6.76849281951109	6.79656968451261	6.79711363701381
CENPK1137D_2642	P28834	YNL037C	7.58329793133121	7.61541145254247	7.64665928846214	7.60674079773741	7.66269699097021	7.62947204528639	7.55994073137913	7.58282433224668	7.64695997865979	8.02249143499038	8.06365922294477	8.06978207211754
CENPK1137D_1851	P06738	YPR160W	7.32251249086733	7.398858277331	7.3743278202276	7.43553100257882	7.43382278512501	7.44872972861473	7.48858836875584	7.48624484011362	7.45369223311827	6.85176923046208	6.85801728760106	6.83483595211374
CENPK1137D_4663	P33315	YBR117C	6.98972159189399	7.02079633339224	7.00030964847263	7.1105417453434	7.12570770180681	7.1039083278951	7.22537454554337	7.24700730028826	7.21472967459167	7.61300080208573	7.62285324912208	7.5783614028826
CENPK1137D_4929	P39721	YAL049C	7.3686959613894	7.4038618096173	7.43859011089408	7.60916946251585	7.64380191717176	7.64842192811091	7.40765296487992	7.46144540674183	7.48564278528154	6.91992712881408	7.00621226771276	7.0144410730524
CENPK1137D_5134	P40471	YIL124W	7.23943141874202	7.31590241870588	7.36618166321706	7.36493002677868	7.34919385876585	7.37053475827653	7.29524878418034	7.33505372638928	7.34246522812936	6.82230751935928	6.83817970785442	6.82460104088604
CENPK1137D_3481	P40047	YER073W	7.20437704755259	7.22352380352885	7.273336997959	7.10969325451425	7.09865412059062	7.12955980889185	7.16613791099175	7.18283395577072	7.17852229720005	6.92185083887719	6.92363110278144	6.90753141016325
CENPK1137D_1697	Q12230	YPL004C	7.86098016850613	7.85358850391866	7.8769918533505	7.94856382770351	7.96132120498234	7.97518538962992	8.01942859786421	8.03812094300824	8.01791263289476	7.57382609536213	7.60331411046661	7.56469004512767
CENPK1137D_384	P54839	YML126C	7.91673106164665	7.97038290072704	7.99732033492474	7.67123868772218	7.71774782019047	7.70819708911842	7.89179502332158	7.89931249606918	7.90255105296	7.70704186630136	7.72114859014006	7.7299453921466
CENPK1137D_5102	P40580	YIR036C	7.40408253164494	7.44680482837587	7.46155591600891	7.5040597659933	7.48757501144261	7.47221043428391	7.39307885927288	7.38739465964206	7.37256384206761	7.04440660558433	7.01010975087082	7.02596531282466
CENPK1137D_4500	P08679	YCR005C	6.17236615594186	6.31589028238359	6.35459234907419	6.63683014050947	6.70698303672972	6.71695129230914	6.37099185249783	6.44335365219386	6.38857831607465	6.84123674412946	6.98054824009952	6.97993417460806
CENPK1137D_127	Q03148	YMR096W	7.39989802818702	7.43854698266613	7.46000272596572	7.10833673510247	7.12778799198968	7.13978183470155	7.31489418253626	7.34327413720906	7.37932091703551	7.40371303330652	7.43590249051076	7.46743860876139
CENPK1137D_3646	P32775	YEL011W	7.09241800524441	7.14483239833934	7.15403387012582	7.21820553629436	7.24288510414654	7.23993483696418	7.13961603640628	7.17984801939841	7.17080138573347	6.52045366876436	6.54327711711282	6.52863261196813
CENPK1137D_1876	Q06625	YPR184W	6.43977775635307	6.48977474850113	6.51380189248174	6.66277816032079	6.64612664654463	6.68215877870719	6.61057844910473	6.63726505694676	6.58047840691855	6.2248180177391	6.23422376243945	6.24447957804426
CENPK1137D_4213	Q12359	YDR384C	7.73832001218185	7.72452507415439	7.82938090829144	7.8773874866752	7.91911509576088	7.94142739747941	7.84630946224973	7.85769018191338	7.90842145816288	7.53749906614352	7.54428148486953	7.56249240790095
CENPK1137D_2676	P00890	YNR001C	8.56997058790929	8.57084279845344	8.57256883093278	8.75650094477615	8.74750484480458	8.73307565845192	8.69039414226998	8.6968511330637	8.6731196672147	9.02278763753695	9.03846173470498	9.02359114797583
CENPK1137D_3610	P39976	YEL071W	7.37550964920947	7.36168773719263	7.31385856563218	7.44791720384494	7.40260572856706	7.38876387576101	7.3910504467569	7.35490449694532	7.38220846250227	7.72414081854907	7.75506864102268	7.77027395189264
CENPK1137D_4353	P32771	YDL168W	6.21607233190725	6.22272397728427	6.19334276695002	6.39416338291803	6.36802377685318	6.41552421527815	6.37153862473113	6.35737180417661	6.27178131729544	6.76980521323611	6.79061414365468	6.75671934757769
CENPK1137D_2766	P53839	YNL274C	7.25467155255122	7.27621761353177	7.28850760422456	7.32209728923341	7.33016227667349	7.32014760454263	7.58822367730219	7.58056385393019	7.60045311467118	7.69427395888123	7.68947500328214	7.67641974088626
CENPK1137D_363	Q04894	YMR318C	7.9205759895584	7.90846983574314	7.91023436763245	7.73332738578617	7.69432665441593	7.66322249742183	7.92300477883281	7.89086052355382	7.90775287456189	8.22292306513272	8.19931279404009	8.18877760618699
CENPK1137D_2104	P18544	YOL140W	7.88088088879176	7.8997261977834	7.83134595620524	7.59838790495933	7.62690564734238	7.53784815357176	7.72692893872259	7.68849858664759	7.70961519026216	7.50671808546657	7.4892302554112	7.45668241996694
CENPK1137D_624	P16521	YLR249W	7.41499948461373	7.40176494311285	7.41652697634352	7.21605711573232	7.20048068370871	7.18698519438877	7.37773068610912	7.35553096091021	7.38092160046782	7.49875185946262	7.48285220405848	7.50556985251506
CENPK1137D_4617	P15992	YBR072W	8.86370720168551	8.81889469742263	8.76142981887272	8.95569679726835	8.9123376659987	8.85332653176289	9.02340605459034	8.99359008739901	8.91159790952119	8.3177426044992	8.28805519585875	8.19606395624063
CENPK1137D_206			6.70071618289824	6.72632656685464	6.80765033463056	6.96414761013956	6.91413398144371	7.02636126684712	7.27419757950569	7.26149272759815	7.35624464970354	7.32037026256687	7.31468757792967	7.38132599590941
CENPK1137D_2712	P50278	YNR034W	6.06255202188255	6.02966963145985	6.17250591133086	6.34949403435835	6.29463272060465	6.34479022329472	6.28158522434011	6.29429106878259	6.3367401879543	6.81607884245126	6.83954470510503	6.83761224136553
CENPK1137D_3413	P39692	YFR030W	7.18991892610696	7.22532278105535	7.24236885682894	6.97713073999977	7.00826708487219	6.99822549568431	7.22522106946503	7.22245084577973	7.21479097601454	7.26631014448312	7.26586416797727	7.25974746767103
CENPK1137D_4997	Q01574	YAL054C	8.6431155743702	8.64092607582013	8.61583280611579	8.79127129893126	8.74319473832776	8.74813045951311	8.54508124361976	8.51910482802557	8.48536604212894	8.40570859424423	8.35453403461419	8.36767476439328
CENPK1137D_1665	P19657	YPL036W	6.9016636290181	6.87658566115052	6.96398843571589	6.95618527607127	6.99832935085315	7.00513864316786	7.03592973782714	7.07543658170239	7.09359560059671	6.33444759011068	6.33500596173624	6.26260658002507
CENPK1137D_1444	P47176	YJR148W	7.51930065834802	7.53916366018016	7.53899461958064	7.56427444460502	7.53628770941105	7.52372430815844	7.60257373368981	7.60039494957295	7.58227286129214	7.15492591008073	7.21932720861698	7.18002282276916
CENPK1137D_4361	Q04432	YDR533C	6.81723656804019	6.79587945528858	6.83745542750174	6.94099751522333	6.92995871779831	7.03638915730214	7.19549462511843	7.22596932208615	7.18265085267548	6.42090544693182	6.36375095115355	6.23901471705991
CENPK1137D_1759	P32331	YPR058W	7.09310300820962	7.14109660927803	7.13124881484438	6.90995451680123	6.97690829381525	6.95517126997358	7.08846669046725	7.11083222844676	7.12040201527705	6.9554449854608	6.94340067281757	6.9692827671244
CENPK1137D_2511	P53889	YNL168C	6.89460346993752	6.93440292856247	6.98346040149466	7.09110513545594	7.13232266209754	7.12697936522782	7.05172737476335	7.05423916919286	6.99306652824666	6.65918385955831	6.68591197771162	6.66726307646892
CENPK1137D_5153	P40433	YIL107C	6.50807262866712	6.49902383173671	6.59870141681654	6.85124560373458	6.85763899536425	6.92496484402779	6.48393344697472	6.55436255372735	6.61269222253801	6.41042900350013	6.5016324352892	6.4938759690694
CENPK1137D_3199	P39676	YGR234W	8.24136844280875	8.21217735455949	8.22808795187885	7.77661927288562	7.76316114950038	7.73632416090416	8.30278287166118	8.28351209923378	8.28091097723598	8.35050115984096	8.33128297006954	8.29251347919593
CENPK1137D_3503	P05694	YER091C	7.93399401371442	7.8884583412782	7.8896327370828	7.72086085690116	7.69433451007131	7.6740580363978	7.92896552069747	7.88949969831675	7.86957883868703	7.7494058457381	7.72553803549274	7.693452555111
CENPK1137D_594	P53691	YLR216C	6.86631251087318	6.84125745934352	6.83767150054088	7.16752698047598	7.13157335841617	7.17207185361143	6.83496929314717	6.84384564469586	6.76565099957357	6.89672780006183	6.91219320911576	6.87366388866084
CENPK1137D_1837	P49089	YPR145W	7.82877286605493	7.85979526570099	7.86843141956246	7.73209942051715	7.7279940108721	7.71103079725312	7.89657550831202	7.90319594959493	7.94445576684555	7.62357055365538	7.66432350427157	7.66933926212156
CENPK1137D_1707	Q12031	YPR006C	7.05188864959218	7.13574002687545	7.13739564625592	7.19489262352829	7.22103088768438	7.24706017465419	7.33018929099251	7.36115857677646	7.35428257949319	7.0235026711193	7.09477149631455	7.08957976495649
CENPK1137D_3146	P49723	YGR180C	8.0360119251803	7.99195560447693	8.01341613548315	8.05959706010157	8.02143077148835	8.05683321392567	7.96824787516936	7.96145580252003	7.91945659534599	7.63525726418542	7.64682855912154	7.64525965388181
CENPK1137D_5249	P38715	YHR104W	7.79946471705621	7.82551049048853	7.84020809917708	8.05150817401978	8.04899997285652	8.06072904600432	8.00277237611344	8.02723345937767	7.98146929630022	8.33876651640091	8.36074046304231	8.31956239064695
CENPK1137D_232	Q04336	YMR196W	6.43247787733365	6.51749552854309	6.52177494496305	6.56958299113957	6.6131556940043	6.60478488530525	6.51603993368555	6.56979519837184	6.55434515174125	6.12575381581474	6.15757654136558	6.12801036824643
CENPK1137D_3207	P16861	YGR240C	7.2145129295697	7.21003131442804	7.23741965741802	7.34140087102359	7.33068095766532	7.3512229106193	7.29347477019724	7.29156951235226	7.29115144032172	7.50342707851613	7.5146800239033	7.53150819832866
CENPK1137D_3279	P53101	YGL184C	7.23759420345112	7.27658271592284	7.23475475370359	7.05992379638084	7.09925653386995	7.08799841317249	7.12368266689412	7.15358820865234	7.20767805659202	6.76047597771518	6.8235179763519	6.8591684927436
CENPK1137D_2662	P53978	YNL014W	7.33400886428567	7.35163584712141	7.31883548697392	7.61983702162334	7.61038585675251	7.63011413576313	7.25559377228057	7.298593708344	7.27739320042848	6.5758448797803	6.52868117138434	6.7969304518619
CENPK1137D_874	P23542	YLR027C	8.06966564101133	8.06787632419819	8.06915108234696	7.90714584897856	7.91401649347653	7.88860408137286	8.0185342055869	8.01529933648757	8.05914062566493	8.178252645862	8.17293775293066	8.18666439705695
CENPK1137D_3319	P43616	YFR044C	7.88368881951574	7.85471146181942	7.90887272726619	7.90420065882536	7.89043995338334	7.9006257949231	7.9185560054301	7.91060816621421	7.89149607101713	8.10633988227765	8.13641479071645	8.12332432002816
CENPK1137D_5420	P17423	YHR025W	7.66185846996588	7.70547879334785	7.68400530994761	7.69720217032346	7.68117021260285	7.70003576080622	7.64368302532801	7.65479878845842	7.60347272062728	7.39700295165714	7.37455001519289	7.39267412456362
CENPK1137D_2217	P38934	YOR198C	7.85266691116043	7.87839252135387	7.91217668271621	7.84807959261826	7.8844908052488	7.89343281254578	7.9081390596073	7.93495577386366	7.92647733140289	8.00432593301494	8.0464809052476	8.04075997023364
CENPK1137D_541	P52910	YLR153C	7.14204282899897	7.15761274521787	7.15617706428453	7.04029863486786	7.01809587722432	7.00474919254087	7.14128903046461	7.12372440492015	7.0909371701661	7.25669462091509	7.27848864166094	7.27585002197769
CENPK1137D_1993	Q12068	YOL151W	7.02453584002415	7.01917080391384	6.98216105263353	7.06922179915196	7.04891997819272	7.02055282816239	7.20298421156899	7.18918284140624	7.15018726576402	7.81494478079894	7.77785434067171	7.720056601473
CENPK1137D_3741	Q07500	YDL085W	7.38820004058185	7.49313802064502	7.54274889157556	7.57753468026705	7.63197533584934	7.66996424921679	7.38217582579698	7.48638606317285	7.52077901327527	6.87835190874898	6.8503516492974	6.9575480415936
CENPK1137D_1389	P47137	YJR096W	7.41257014420959	7.45907058494732	7.43549514005575	7.68281044553242	7.70649737546955	7.6860144170699	7.54767944546767	7.58781161078887	7.55231604146628	7.01084342761818	7.03815715088054	6.99238795995391
CENPK1137D_2258	Q08647	YOR243C	6.57147109416643	6.67830643300622	6.75481393179892	6.26462383699863	6.23165728591601	6.36832440732464	6.61419622116103	6.62504930564624	6.74902536686806	6.54914582387484	6.56966357305188	6.67166616321932
CENPK1137D_1527	P41816	YPL171C	6.95191785169663	6.98917386434233	6.99035426141969	6.76381075434117	6.71762225041374	6.75594611986442	7.31712756814314	7.3114553816091	7.25925712922889	6.82232581627654	6.78643062464121	6.83244397458481
CENPK1137D_1087			6.69993786330567	6.82960689522677	6.85095501917186	6.70991459344325	6.76177381871857	6.75761663230372	6.77686396903404	6.84328376573991	6.8396069149589	6.49368733346171	6.53563232507882	6.51532839487489
CENPK1137D_4778	P38137	YBR222C	6.30424662722671	6.33780013638773	6.27829882863613	6.19537547730575	6.16789337889543	6.19461931810149	6.45110632637239	6.42503553533239	6.40098925299533	6.81687527852171	6.77720460900558	6.80341008055565
CENPK1137D_699	Q06177	YLR327C	6.68440015694128	6.73010570402194	6.64769967114426	6.64053501541644	6.64984694047701	6.60050168278731	6.57921680446512	6.70116591806456	6.6159562335912	6.1316195148909	6.1408541100625	6.16506630655534
CENPK1137D_3053	P26263	YGR087C	7.08106159604473	7.1438699949072	7.14321027963769	7.39670454041925	7.37301092843841	7.44421456390593	7.33762460813083	7.41176137829251	7.39075936445227	6.87501225959359	6.96506511070679	6.82969555025585
CENPK1137D_265	Q05016	YMR226C	7.19439273810991	7.20545841222564	7.26063466353349	7.26323184915351	7.2633514938279	7.26836710311366	7.35488373375872	7.36096798577861	7.36746297157064	7.52558670322358	7.55327032624335	7.53338850318083
CENPK1137D_3299	P04807	YGL253W	6.99983587480568	6.98161796088942	6.9964777110937	6.8670594166977	6.88641778863658	6.85156736845158	6.92955778039213	6.92737447150819	6.96144489427099	7.33996430256779	7.33938709098737	7.34863885990022
CENPK1137D_4082	P33416	YDR258C	7.26952705091791	7.32219717499596	7.26728461285606	7.34559938806108	7.36612574422506	7.33255044958903	7.09848739967162	7.11492061375791	7.09231522028541	7.09759091482496	7.11921375980378	7.08293494581321
CENPK1137D_4698	P38115	YBR149W	7.93293771014948	7.94961326591179	7.9365513723562	8.03316136645449	8.01074679482635	8.00768846803689	7.99305412540587	7.9969950052212	7.94663301340095	7.72437758580533	7.72452584230669	7.66657820773597
CENPK1137D_557	P14306	YLR178C	7.66154494885178	7.6984239392679	7.70769526729056	7.82389142893707	7.856668184694	7.84265060005508	7.74390235924736	7.78940802863766	7.79938064874422	7.37509870243377	7.40412522185937	7.37027704036062
CENPK1137D_4499	P25349	YCR004C	7.39533790429472	7.44699621408087	7.43661861531452	7.48029442047023	7.47908248676116	7.48701485738075	7.41914108791464	7.47308067274746	7.43094828746962	7.16827015022393	7.193120912852	7.24370435446451
CENPK1137D_634	P19882	YLR259C	8.52660169211312	8.53171653053333	8.50654990800891	8.79002828461075	8.77046753376608	8.75673596058604	8.5752011462444	8.56811216705927	8.52785921368607	8.616901985317	8.62059498590745	8.58077565110224
CENPK1137D_40	P23585	YMR011W	7.53493220960908	7.45024869912804	7.57059798921214	7.10710743644401	7.28937396963782	7.27378903562015	7.25416209398327	7.27663829145072	7.27559846577183	7.88448679052165	7.9543187532821	7.986760670364
CENPK1137D_3854	Q12117	YDR033W	6.93785615059815	6.93608110574653	7.07055207610196	7.42417798633628	7.35606648456833	7.30508575119106	7.1873261889128	7.19331608919629	7.23582559341131	7.7955060652707	7.73166612223059	7.72268611479225
CENPK1137D_4075	P38988	YDL198C	7.57043067230425	7.59100080804141	7.62818504711499	7.52994448711483	7.51447209260996	7.54545973829854	7.63554127639765	7.64612240898216	7.61954344174448	7.35578839373046	7.33455511275351	7.3856491862717
CENPK1137D_3353	P43567	YFL030W	6.60966440519427	6.5750249122815	6.62246430861017	6.53826911354869	6.49746777348849	6.52748099713906	6.72354934952701	6.70211350978252	6.66518667830594	7.02108325386964	7.03301718539436	7.03132112866293
CENPK1137D_4571			7.91071856472144	7.98500479106439	8.00884075897856	8.12980630901632	8.13911693251526	8.16870352759233	8.13012230662331	8.1246382783116	8.05262510325628	7.68066799033679	7.63096175268283	7.6303190778514
CENPK1137D_1941	Q08926	YPL186C	7.02044318673165	7.16896251594733	7.26338129657763	7.40698805449473	7.41536189877305	7.42768512634455	7.24422376828102	7.32827528150717	7.32566831660104	6.57806695613913	6.51931634438595	6.41610652645239
CENPK1137D_1151	P32454	YKL157W	6.770896134907	6.76042792415385	6.71738970773574	6.75615651919797	6.75175544274279	6.70535237686312	6.67654707842159	6.70636748958979	6.67917280697992	6.45574779719811	6.46817329553456	6.47776299984755
CENPK1137D_2980	P16965	YGR008C	7.01669644862346	7.12903909127536	7.15317602621053	7.25693941798824	7.27408435734531	7.31225505952407	7.16864803763258	7.23852647846901	7.26250425282648	6.57246035296735	6.62490523968622	6.55749559417555
CENPK1137D_1415	P00830	YJR121W	6.88053252796722	6.88340241322278	6.93279792269798	6.91919557904995	6.92912484625361	6.9512035739475	6.99428769421392	7.01217868384804	7.02621063890276	7.20500664186677	7.22640656555018	7.23689264125382
CENPK1137D_152	P38009	YMR120C	6.82876087373529	6.83073716770995	6.85469389372606	6.77914497360572	6.77152800004743	6.79256114858937	6.93372508255301	6.93726097406682	6.92475108034398	7.06868186009153	7.07926217875213	7.0882649054825
CENPK1137D_1220	P47031	YJL082W	6.65855625714124	6.63756760092635	6.70633228752278	6.95653739112277	6.9564267635308	6.98353849072866	6.69433930134936	6.65606264423807	6.70316271160027	6.53833688125196	6.55612543223257	6.64205880211806
CENPK1137D_2146	P21264	YOR128C	7.65889211293998	7.65309980184364	7.70613550111787	7.64656946322767	7.6342491975537	7.6609526530477	7.70147031010346	7.70018543270686	7.71510208432692	7.87767704383823	7.88822817558873	7.91341830681594
CENPK1137D_1094	P36161	YKR082W	6.09987214456191	6.10920896994804	5.9930641322485	6.03217698403151	6.0376454488826	5.90746001550619	5.91489575284977	5.87526124237655	5.84032855106357	6.009891557717	5.98904982120058	5.90474660629985
CENPK1137D_2971	P53199	YGL001C	7.48121570127959	7.44978201257396	7.44676441673958	7.16333083879328	7.12528529292677	7.18840967480789	7.40906284168444	7.4134058657215	7.40192565521492	7.32065673369292	7.34296598038246	7.34584080580106
CENPK1137D_2666	P53982	YNL009W	6.56756994153992	6.64163825691981	6.66926875320779	6.76970811293231	6.75006872502848	6.76458330473322	6.62787784213104	6.65079148088096	6.63629728423527	6.35047092929711	6.35951571250077	6.35730539120183
CENPK1137D_1962	P22768	YOL058W	8.01327574218361	8.05098971854495	8.04688680980938	7.85381742830513	7.88888269262047	7.87862369703197	7.90221698281221	7.93668574382041	7.95832892081117	7.45326974520198	7.48614458879236	7.50041167215213
CENPK1137D_2232	Q12032	YOR215C	7.13845329012649	7.03884971569444	7.03757182582916	6.74105679840534	6.77362438262718	6.70521949092533	7.062662511273	7.06574264272041	7.07317032117035	6.78847953086647	6.86098706810545	6.78615515738778
CENPK1137D_4208	P48570	YDL182W	7.42660512257831	7.39855271442911	7.40162241124003	7.21466888558845	7.24525431026183	7.23609173406881	7.20339511384175	7.22212903465605	7.26494322858457	7.50382415287096	7.51061193680997	7.542892987078
CENPK1137D_2963	P07264	YGL009C	7.8511879053372	7.89364880469891	7.92394392166386	7.82063508557764	7.83827300566685	7.80405309096942	7.89015475982154	7.87679168119522	7.89548069275795	8.0312080979494	8.02653221347344	8.04454278767235
CENPK1137D_2248	P22133	YOL126C	7.56086378541768	7.61859711425196	7.64475982674468	7.76911005189544	7.80066527893643	7.74925975672052	7.45007666494427	7.46202666391137	7.48522230680068	7.43815711558886	7.39064077497188	7.41758231438106
CENPK1137D_4912	P32316	YBL015W	8.02287183760069	8.01600735209893	8.04228391024253	8.27750517078027	8.27459324657048	8.26899893527998	8.14433425142662	8.13326011698612	8.10128468182243	8.28153254168107	8.2908595950628	8.27885921200928
CENPK1137D_3436	P40024	YER036C	7.06966950141413	7.10827342538117	7.13660498843335	7.25012913010331	7.26183505060753	7.28086277013003	7.1895248102197	7.2132445424928	7.21499529536473	7.37504430697023	7.40033777186344	7.41005155794947
CENPK1137D_633	P27472	YLR258W	6.93497941086191	6.98639488994934	7.02261524543373	7.07654208484567	7.1380880177728	7.11994100974788	7.00746722765069	6.99034886683942	7.00293867508234	6.67780193994602	6.70942011320527	6.68240997411359
