OG_ID	CLIB122	W29
OG0000914	YALI0_A19360g	YALI1_A20283g
OG0000915	YALI0_E01408g	YALI1_E01947g
OG0000916	YALI0_F07535g	YALI1_F10866g
OG0000917	YALI0_F27357g	YALI1_F34729g
OG0000918	YALI0_F15543g	YALI1_F20885g
OG0000919	YALI0_D10417g	YALI1_D13071g
OG0000920	YALI0_C12210g	YALI1_C17100g
OG0000921	YALI0_B17050g	YALI1_B22259g
OG0000922	YALI0_B00440g	YALI1_B00429g
OG0000923	YALI0_C03718g	YALI1_C04962g
OG0000924	YALI0_F17798g	YALI1_F23616g
OG0000925	YALI0_E00616g	YALI1_E00986g
OG0000926	YALI0_A06501g	YALI1_A06149g
OG0000927	YALI0_E16753g	YALI1_E19958g
OG0000928	YALI0_C23496g	YALI1_C32424g
OG0000929	YALI0_D01375g	YALI1_D01581g
OG0000930	YALI0_B03102g	YALI1_B04559g
OG0000931	YALI0_F16643g	YALI1_F22219g
OG0000932	YALI0_F00110g	YALI1_F00140g
OG0000933	YALI0_E09647g	YALI1_E11969g
OG0000934	YALI0_B20658g	YALI1_B27009g
OG0000935	YALI0_B19074g	YALI1_B25017g
OG0000936	YALI0_B14619g	YALI1_B19217g
OG0000937	YALI0_F01716g	YALI1_F02697g
OG0000938	YALI0_F16181g	YALI1_F21690g
OG0000939	YALI0_F06050g	YALI1_F09003g
OG0000940	YALI0_F07469g	YALI1_F10774g
OG0000941	YALI0_D18128g	YALI1_D22663g
OG0000942	YALI0_D19140g	YALI1_D24249g
OG0000943	YALI0_C08481g	YALI1_C11715g
OG0000944	YALI0_B13706g	YALI1_B18207g
OG0000945	YALI0_A19426g	YALI1_A20370g
OG0000946	YALI0_E22462g	YALI1_E26513g
OG0000947	YALI0_E29557g	YALI1_E34979g
OG0000948	YALI0_C00550g	YALI1_C00766g
OG0000949	YALI0_F04268g	YALI1_F06544g
OG0000950	YALI0_E21670g	YALI1_E25692g
OG0000951	YALI0_B03564g	YALI1_B05024g
OG0000952	YALI0_F04213g	YALI1_F06466g
OG0000953	YALI0_F23089g	YALI1_F30317g
OG0000954	YALI0_A15576g	YALI1_A15624g
OG0000955	YALI0_E22286g	YALI1_E26257g
OG0000956	YALI0_E28512g	YALI1_E33675g
OG0000957	YALI0_E25828g	YALI1_E30621g
OG0000958	YALI0_A19734g	YALI1_A20822g
OG0000959	YALI0_E33231g	YALI1_E39378g
OG0000960	YALI0_A06655g	YALI1_A06361g
OG0000961	YALI0_E02706g	YALI1_E03320g
OG0000962	YALI0_C23122g	YALI1_C31918g
OG0000963	YALI0_F22341g	YALI1_F29604g
OG0000964	YALI0_A11220g	YALI1_A11355g
OG0000965	YALI0_C11055g	YALI1_C15489g
OG0000966	YALI0_A18029g	YALI1_A18315g
OG0000967	YALI0_F14905g	YALI1_F19853g
OG0000968	YALI0_E22418g	YALI1_E26472g
OG0000969	YALI0_B16038g	YALI1_B21004g
OG0000970	YALI0_D26554g	YALI1_D35119g
OG0000971	YALI0_C17369g	YALI1_C24730g
OG0000972	YALI0_D15488g	YALI1_D19008g
OG0000973	YALI0_A04609g	YALI1_A04742g
OG0000974	YALI0_C21131g	YALI1_C29158g
OG0000975	YALI0_F05038g	YALI1_F07630g
OG0000976	YALI0_E03564g	YALI1_E04278g
OG0000977	YALI0_C14124g	YALI1_C19866g
OG0000978	YALI0_F18700g	YALI1_F24905g
OG0000979	YALI0_E26565g	YALI1_E31498g
OG0000980	YALI0_C22924g	YALI1_C31649g
OG0000981	YALI0_B13222g	YALI1_B17592g
OG0000982	YALI0_A19646g	YALI1_A20631g
OG0000983	YALI0_E33385g	YALI1_E39553g
OG0000984	YALI0_A08646g	YALI1_A08502g
OG0000985	YALI0_E17941g	YALI1_E21282g
OG0000986	YALI0_E10241g	YALI1_E12919g
OG0000987	YALI0_A08866g	YALI1_A08623g
OG0000988	YALI0_A10637g	YALI1_A10672g
OG0000989	YALI0_F01694g	YALI1_F02655g
OG0000990	YALI0_F14619g	YALI1_F19556g
OG0000991	YALI0_C13332g	YALI1_C18584g
OG0000992	YALI0_A17897g	YALI1_A18076g
OG0000993	YALI0_E28666g	YALI1_E33943g
OG0000994	YALI0_F30701g	YALI1_F38339g
OG0000995	YALI0_B22000g	YALI1_B28584g
OG0000996	YALI0_D14344g	YALI1_D17493g
OG0000997	YALI0_F24475g	YALI1_F31854g
OG0000998	YALI0_B23430g	YALI1_B30275g
OG0000999	YALI0_E30151g	YALI1_E35546g
OG0001000	YALI0_B18634g	YALI1_B24252g
OG0001001	YALI0_F11891g	YALI1_F15745g
OG0001002	YALI0_F07975g	YALI1_F11313g
OG0001003	YALI0_C06886g	YALI1_C09230g
OG0001004	YALI0_F20900g	YALI1_F27761g
OG0001005	YALI0_F26499g	YALI1_F33925g
OG0001006	YALI0_A15059g	YALI1_A15073g
OG0001007	YALI0_B06710g	YALI1_B08758g
OG0001008	YALI0_A07084g	YALI1_A06743g
OG0001009	YALI0_F17160g	YALI1_F22915g
OG0001010	YALI0_E23133g	YALI1_E27243g
OG0001011	YALI0_E18920g	YALI1_E22697g
OG0001012	YALI0_C03982g	YALI1_C05252g
OG0001013	YALI0_E16148g	YALI1_E19316g
OG0001014	YALI0_D22264g	YALI1_D28087g
OG0001015	YALI0_E00990g	YALI1_E01463g
OG0001016	YALI0_B22264g	YALI1_B29080g
OG0001017	YALI0_B23188g	YALI1_B30090g
OG0001018	YALI0_B15400g	YALI1_B20243g
OG0001019	YALI0_B12144g	YALI1_B15988g
OG0001020	YALI0_C01309g	YALI1_C01810g
OG0001021	YALI0_C03355g	YALI1_C04401g
OG0001022	YALI0_F18920g	YALI1_F25212g
OG0001023	YALI0_A18942g	YALI1_A19885g
OG0001024	YALI0_B12518g	YALI1_B16477g
OG0001025	YALI0_B01078g	YALI1_B01839g
OG0001026	YALI0_E01144g	YALI1_E01657g
OG0001027	YALI0_C08745g	YALI1_C11954g
OG0001028	YALI0_E17809g	YALI1_E21147g
OG0001029	YALI0_F18128g	YALI1_F24099g
OG0001030	YALI0_F04444g	YALI1_F06858g
OG0001031	YALI0_E23496g	YALI1_E27697g
OG0001032	YALI0_D07744g	YALI1_D10007g
OG0001033	YALI0_C16863g	YALI1_C24081g
OG0001034	YALI0_D23705g	YALI1_D30653g
OG0001035	YALI0_F05412g	YALI1_F08111g
OG0001036	YALI0_E12081g	YALI1_E14910g
OG0001037	YALI0_F30591g	YALI1_F38248g
OG0001038	YALI0_E15620g	YALI1_E18843g
OG0001039	YALI0_E11693g	YALI1_E14535g
OG0001040	YALI0_A16610g	YALI1_A16618g
OG0001041	YALI0_E02750g	YALI1_E03396g
OG0001042	YALI0_E13596g	YALI1_E16597g
OG0001043	YALI0_D12078g	YALI1_D14986g
OG0001044	YALI0_E29579g	YALI1_E35005g
OG0001045	YALI0_E19382g	YALI1_E23223g
OG0001046	YALI0_E11077g	YALI1_E13848g
OG0001047	YALI0_E09012g	YALI1_E11048g
OG0001048	YALI0_F26367g	YALI1_F33790g
OG0001049	YALI0_E16577g	YALI1_E19757g
OG0001050	YALI0_E26829g	YALI1_E31754g
OG0001051	YALI0_A01353g	YALI1_A01766g
OG0001052	YALI0_B21208g	YALI1_B27637g
OG0001053	YALI0_E27830g	YALI1_E32842g
OG0001054	YALI0_F03344g	YALI1_F04643g
OG0001055	YALI0_E15642g	YALI1_E18854g
OG0001056	YALI0_B08096g	YALI1_B10582g
OG0001057	YALI0_E31174g	YALI1_E36692g
OG0001058	YALI0_F26587g	YALI1_F34029g
OG0001059	YALI0_D15136g	YALI1_D18442g
OG0001060	YALI0_C09966g	YALI1_C13879g
OG0001061	YALI0_D13794g	YALI1_D17108g
OG0001062	YALI0_E10175g	YALI1_E12793g
OG0001063	YALI0_B15818g	YALI1_B20777g
OG0001064	YALI0_E12397g	YALI1_E15321g
OG0001065	YALI0_E08382g	YALI1_E10233g
OG0001066	YALI0_F02189g	YALI1_F03428g
OG0001067	YALI0_F13409g	YALI1_F17949g
OG0001068	YALI0_E21758g	YALI1_E25729g
OG0001069	YALI0_C20933g	YALI1_C28963g
OG0001070	YALI0_F27291g	YALI1_F34661g
OG0001071	YALI0_D13090g	YALI1_D16236g
OG0001072	YALI0_A01111g	YALI1_A01577g
OG0001073	YALI0_F00880g	YALI1_F01405g
OG0001074	YALI0_D19998g	YALI1_D25288g
OG0001075	YALI0_B04488g	YALI1_B06028g
OG0001076	YALI0_E08558g	YALI1_E10417g
OG0001077	YALI0_E18194g	YALI1_E21683g
OG0001078	YALI0_E19140g	YALI1_E22884g
OG0001079	YALI0_B20108g	YALI1_B26271g
OG0001080	YALI0_B21978g	YALI1_B28572g
OG0001081	YALI0_F31020g	YALI1_F38680g
OG0001082	YALI0_C21109g	YALI1_C29148g
OG0001083	YALI0_D13684g	YALI1_D16932g
OG0001084	YALI0_E32637g	YALI1_E38677g
OG0001085	YALI0_A02541g	YALI1_A03069g
OG0001086	YALI0_F26323g	YALI1_F33754g
OG0001087	YALI0_D10615g	YALI1_D13251g
OG0001088	YALI0_D24101g	YALI1_D31482g
OG0001089	YALI0_E07183g	YALI1_E08545g
OG0001090	YALI0_C00759g	YALI1_C00999g
OG0001091	YALI0_D25806g	YALI1_D34119g
OG0001092	YALI0_E16236g	YALI1_E19403g
OG0001093	YALI0_F10197g	YALI1_F13875g
OG0001094	YALI0_B13112g	YALI1_B17406g
OG0001095	YALI0_B20834g	YALI1_B27211g
OG0001096	YALI0_A09856g	YALI1_A09694g
OG0001097	YALI0_C21934g	YALI1_C30255g
OG0001098	YALI0_B19580g	YALI1_B25603g
OG0001099	YALI0_D24860g	YALI1_D32958g
OG0001100	YALI0_E05423g	YALI1_E06317g
OG0001101	YALI0_F00286g	YALI1_F00307g
OG0001102	YALI0_F04095g	YALI1_F06197g
OG0001103	YALI0_C08811g	YALI1_C12024g
OG0001104	YALI0_D01804g	YALI1_D02087g
OG0001105	YALI0_F18612g	YALI1_F24798g
OG0001106	YALI0_B14839g	YALI1_B19490g
OG0001107	YALI0_C05907g	YALI1_C07592g
OG0001108	YALI0_C04301g	YALI1_C05757g
OG0001109	YALI0_E19679g	YALI1_E23578g
OG0001110	YALI0_A02849g	YALI1_A03278g
OG0001111	YALI0_F16753g	YALI1_F22402g
OG0001112	YALI0_B10758g	YALI1_B14418g
OG0001113	YALI0_D11814g	YALI1_D14639g
OG0001114	YALI0_C19690g	YALI1_C27019g
OG0001115	YALI0_A01089g	YALI1_A01537g
OG0001116	YALI0_D20548g	YALI1_D26084g
OG0001117	YALI0_F31383g	YALI1_F39041g
OG0001118	YALI0_F27621g	YALI1_F35029g
OG0001119	YALI0_D05313g	YALI1_D06859g
OG0001120	YALI0_A17875g	YALI1_A18062g
OG0001121	YALI0_D18590g	YALI1_D23265g
OG0001122	YALI0_F13805g	YALI1_F18550g
OG0001123	YALI0_F01386g	YALI1_F02187g
OG0001124	YALI0_E16038g	YALI1_E19201g
OG0001125	YALI0_F03575g	YALI1_F05137g
OG0001126	YALI0_F15037g	YALI1_F20086g
OG0001127	YALI0_D26862g	YALI1_D35398g
OG0001128	YALI0_C22682g	YALI1_C31243g
OG0001129	YALI0_B20911g	YALI1_B27307g
OG0001130	YALI0_E28237g	YALI1_E33285g
OG0001131	YALI0_C11880g	YALI1_C16621g
OG0001132	YALI0_F23111g	YALI1_F30340g
OG0001133	YALI0_B12716g	YALI1_B16808g
OG0001134	YALI0_E05643g	YALI1_E06616g
OG0001135	YALI0_D24079g	YALI1_D31402g
OG0001136	YALI0_B02112g	YALI1_B03120g
OG0001137	YALI0_A03091g	YALI1_A03450g
OG0001138	YALI0_E32164g	YALI1_E38131g
OG0001139	YALI0_F00770g	YALI1_F01234g
OG0001140	YALI0_B00836g	YALI1_B01428g
OG0001141	YALI0_E06039g	YALI1_E07306g
OG0001142	YALI0_F29337g	YALI1_F36966g
OG0001143	YALI0_D01199g	YALI1_D01345g
OG0001144	YALI0_A17446g	YALI1_A17546g
OG0001145	YALI0_B03542g	YALI1_B05005g
OG0001146	YALI0_F21263g	YALI1_F28112g
OG0001147	YALI0_B05456g	YALI1_B07444g
OG0001148	YALI0_A03531g	YALI1_A03763g
OG0001149	YALI0_D25124g	YALI1_D33321g
OG0001150	YALI0_A15554g	YALI1_A15584g
OG0001151	YALI0_C03069g	YALI1_C04143g
OG0001152	YALI0_E12705g	YALI1_E15718g
OG0001153	YALI0_C03916g	YALI1_C05204g
OG0001154	YALI0_F02871g	YALI1_F04106g
OG0001155	YALI0_D15686g	YALI1_D19228g
OG0001156	YALI0_B11022g	YALI1_B14686g
OG0001157	YALI0_A21373g	YALI1_A22393g
OG0001158	YALI0_B04158g	YALI1_B05522g
OG0001159	YALI0_F25465g	YALI1_F32716g
OG0001160	YALI0_A18161g	YALI1_A18439g
OG0001161	YALI0_A11891g	YALI1_A12152g
OG0001162	YALI0_F01034g	YALI1_F01696g
OG0001163	YALI0_D07898g	YALI1_D10160g
OG0001164	YALI0_F23683g	YALI1_F31102g
OG0001165	YALI0_F18150g	YALI1_F24126g
OG0001166	YALI0_F14531g	YALI1_F19370g
OG0001167	YALI0_E24959g	YALI1_E29827g
OG0001168	YALI0_E02596g	YALI1_E03185g
OG0001169	YALI0_D19118g	YALI1_D24225g
OG0001170	YALI0_D02629g	YALI1_D03221g
OG0001171	YALI0_F30679g	YALI1_F38317g
OG0001172	YALI0_B08844g	YALI1_B11916g
OG0001173	YALI0_F26653g	YALI1_F34083g
OG0001174	YALI0_C05258g	YALI1_C06681g
OG0001175	YALI0_B21626g	YALI1_B28268g
OG0001176	YALI0_E21956g	YALI1_E25955g
OG0001177	YALI0_F22693g	YALI1_F29905g
OG0001178	YALI0_E33473g	YALI1_E39656g
OG0001179	YALI0_F16852g	YALI1_F22481g
OG0001180	YALI0_B04840g	YALI1_B06704g
OG0001181	YALI0_A19580g	YALI1_A20558g
OG0001182	YALI0_F18524g	YALI1_F24699g
OG0001183	YALI0_B09867g	YALI1_B13259g
OG0001184	YALI0_F29227g	YALI1_F36805g
OG0001185	YALI0_D24167g	YALI1_D31672g
OG0001186	YALI0_E06127g	YALI1_E07440g
OG0001187	YALI0_C10923g	YALI1_C15322g
OG0001188	YALI0_F24409g	YALI1_F31798g
OG0001189	YALI0_D26884g	YALI1_D35424g
OG0001190	YALI0_F28171g	YALI1_F35836g
OG0001191	YALI0_D22286g	YALI1_D28150g
OG0001192	YALI0_D18018g	YALI1_D22368g
OG0001193	YALI0_A01397g	YALI1_A01794g
OG0001194	YALI0_A10186g	YALI1_A10039g
OG0001195	YALI0_D08536g	YALI1_D10961g
OG0001196	YALI0_A03113g	YALI1_A03487g
OG0001197	YALI0_B10109g	YALI1_B13641g
OG0001198	YALI0_C03179g	YALI1_C04265g
OG0001199	YALI0_C01023g	YALI1_C01416g
OG0001200	YALI0_F21945g	YALI1_F29038g
OG0001201	YALI0_F05566g	YALI1_F08292g
OG0001202	YALI0_E04026g	YALI1_E04807g
OG0001203	YALI0_D00110g	YALI1_D00040g
OG0001204	YALI0_E03234g	YALI1_E03904g
OG0001205	YALI0_E28985g	YALI1_E34288g
OG0001206	YALI0_E09867g	YALI1_E12295g
OG0001207	YALI0_D06061g	YALI1_D07775g
OG0001208	YALI0_C12727g	YALI1_C17904g
OG0001209	YALI0_B07623g	YALI1_B10032g
OG0001210	YALI0_E31625g	YALI1_E37387g
OG0001211	YALI0_E22506g	YALI1_E26551g
OG0001212	YALI0_C20999g	YALI1_C29052g
OG0001213	YALI0_A15257g	YALI1_A15349g
OG0001214	YALI0_B14531g	YALI1_B19107g
OG0001215	YALI0_B15466g	YALI1_B20319g
OG0001216	YALI0_D19558g	YALI1_D24836g
OG0001217	YALI0_D24629g	YALI1_D32594g
OG0001218	YALI0_B18656g	YALI1_B24264g
OG0001219	YALI0_D13552g	YALI1_D16756g
OG0001220	YALI0_C08591g	YALI1_C11819g
OG0001221	YALI0_F30349g	YALI1_F37916g
OG0001222	YALI0_F15653g	YALI1_F21002g
OG0001223	YALI0_F21989g	YALI1_F29127g
OG0001224	YALI0_E33869g	YALI1_E40161g
OG0001225	YALI0_E27632g	YALI1_E32568g
OG0001226	YALI0_B05786g	YALI1_B07843g
OG0001227	YALI0_C08437g	YALI1_C11581g
OG0001228	YALI0_E11363g	YALI1_E14132g
OG0001229	YALI0_E32153g	YALI1_E38113g
OG0001230	YALI0_E30679g	YALI1_E36057g
OG0001231	YALI0_F06204g	YALI1_F09282g
OG0001232	YALI0_C08921g	YALI1_C12194g
OG0001233	YALI0_E34243g	YALI1_E40640g
OG0001234	YALI0_E07073g	YALI1_E08382g
OG0001235	YALI0_F06754g	YALI1_F09932g
OG0001236	YALI0_E01276g	YALI1_E01798g
OG0001237	YALI0_D04917g	YALI1_D06276g
OG0001238	YALI0_C06710g	YALI1_C08952g
OG0001239	YALI0_B22704g	YALI1_B29637g
OG0001240	YALI0_C03047g	YALI1_C04117g
OG0001241	YALI0_A16566g	YALI1_A16501g
OG0001242	YALI0_B02662g	YALI1_B04032g
OG0001243	YALI0_E14168g	YALI1_E17201g
OG0001244	YALI0_C01507g	YALI1_C02117g
OG0001245	YALI0_F28127g	YALI1_F35791g
OG0001246	YALI0_F16665g	YALI1_F22241g
OG0001247	YALI0_E20559g	YALI1_E24428g
OG0001248	YALI0_B22748g	YALI1_B29711g
OG0001249	YALI0_A05951g	YALI1_A05795g
OG0001250	YALI0_E26235g	YALI1_E31075g
OG0001251	YALI0_E01034g	YALI1_E01530g
OG0001252	YALI0_A04983g	YALI1_A05116g
OG0001253	YALI0_A16511g	YALI1_A16485g
OG0001254	YALI0_B01210g	YALI1_B02047g
OG0001255	YALI0_E27616g	YALI1_E32512g
OG0001256	YALI0_B16478g	YALI1_B21466g
OG0001257	YALI0_B05500g	YALI1_B07538g
OG0001258	YALI0_B02970g	YALI1_B04466g
OG0001259	YALI0_A03421g	YALI1_A03688g
OG0001260	YALI0_F03905g	YALI1_F05814g
OG0001261	YALI0_D04378g	YALI1_D05440g
OG0001262	YALI0_E03322g	YALI1_E03999g
OG0001263	YALI0_C20713g	YALI1_C28686g
OG0001264	YALI0_F23177g	YALI1_F30395g
OG0001265	YALI0_D03355g	YALI1_D04277g
OG0001266	YALI0_D12683g	YALI1_D15865g
OG0001267	YALI0_D05547g	YALI1_D07162g
OG0001268	YALI0_C14630g	YALI1_C20364g
OG0001269	YALI0_F26565g	YALI1_F34000g
OG0001270	YALI0_D09163g	YALI1_D11633g
OG0001271	YALI0_D11044g	YALI1_D13865g
OG0001272	YALI0_F17820g	YALI1_F23664g
OG0001273	YALI0_F07381g	YALI1_F10731g
OG0001274	YALI0_B09889g	YALI1_B13290g
OG0001275	YALI0_C21428g	YALI1_C29576g
OG0001276	YALI0_C20955g	YALI1_C28997g
OG0001277	YALI0_C12364g	YALI1_C17453g
OG0001278	YALI0_E29271g	YALI1_E34586g
OG0001279	YALI0_E01430g	YALI1_E02000g
OG0001280	YALI0_E01452g	YALI1_E02007g
OG0001281	YALI0_B05038g	YALI1_B06928g
OG0001282	YALI0_B18920g	YALI1_B24654g
OG0001283	YALI0_D18194g	YALI1_D22759g
OG0001284	YALI0_C02717g	YALI1_C03774g
OG0001285	YALI0_D18722g	YALI1_D23622g
OG0001286	YALI0_F31977g	YALI1_F39603g
OG0001287	YALI0_E20647g	YALI1_E24487g
OG0001288	YALI0_E30921g	YALI1_E36395g
OG0001289	YALI0_E27203g	YALI1_E32180g
OG0001290	YALI0_F02475g	YALI1_F03778g
OG0001291	YALI0_E08052g	YALI1_E09769g
OG0001292	YALI0_A04961g	YALI1_A05091g
OG0001293	YALI0_F28611g	YALI1_F36332g
OG0001294	YALI0_E30657g	YALI1_E36036g
OG0001295	YALI0_A06105g	YALI1_A05927g
OG0001296	YALI0_B11968g	YALI1_B15852g
OG0001297	YALI0_F20152g	YALI1_F26757g
OG0001298	YALI0_D22803g	YALI1_D29335g
OG0001299	YALI0_F03751g	YALI1_F05509g
OG0001300	YALI0_E18678g	YALI1_E22364g
OG0001301	YALI0_C24079g	YALI1_C33100g
OG0001302	YALI0_B15422g	YALI1_B20276g
OG0001303	YALI0_C06460g	YALI1_C08600g
OG0001304	YALI0_A14476g	YALI1_A14259g
OG0001305	YALI0_B03498g	YALI1_B04950g
OG0001306	YALI0_A12177g	YALI1_A12437g
OG0001307	YALI0_A09108g	YALI1_A08856g
OG0001308	YALI0_D23617g	YALI1_D30540g
OG0001309	YALI0_C02321g	YALI1_C03246g
OG0001310	YALI0_F23199g	YALI1_F30431g
OG0001311	YALI0_E29293g	YALI1_E34621g
OG0001312	YALI0_D27016g	YALI1_D35593g
OG0001313	YALI0_F16511g	YALI1_F22073g
OG0001314	YALI0_F18359g	YALI1_F24343g
OG0001315	YALI0_D12727g	YALI1_D15902g
OG0001316	YALI0_B22220g	YALI1_B29037g
OG0001317	YALI0_E21549g	YALI1_E25585g
OG0001318	YALI0_B05808g	YALI1_B07852g
OG0001319	YALI0_F02057g	YALI1_F03269g
OG0001320	YALI0_A17946g	YALI1_A18188g
OG0001321	YALI0_F21659g	YALI1_F28590g
OG0001322	YALI0_F01738g	YALI1_F02726g
OG0001323	YALI0_E27742g	YALI1_E32722g
OG0001324	YALI0_B04510g	YALI1_B06110g
OG0001325	YALI0_C05995g	YALI1_C07721g
OG0001326	YALI0_F07887g	YALI1_F11261g
OG0001327	YALI0_B08943g	YALI1_B12010g
OG0001328	YALI0_C03564g	YALI1_C04720g
OG0001329	YALI0_B22968g	YALI1_B29905g
OG0001330	YALI0_A16016g	YALI1_A15961g
OG0001331	YALI0_B14707g	YALI1_B19336g
OG0001332	YALI0_D12474g	YALI1_D15568g
OG0001333	YALI0_F20614g	YALI1_F27395g
OG0001334	YALI0_F01232g	YALI1_F02047g
OG0001335	YALI0_E32307g	YALI1_E38243g
OG0001336	YALI0_B03410g	YALI1_B04901g
OG0001337	YALI0_E11121g	YALI1_E13926g
OG0001338	YALI0_B15510g	YALI1_B20378g
OG0001339	YALI0_C06171g	YALI1_C08017g
OG0001340	YALI0_F14729g	YALI1_F19697g
OG0001341	YALI0_E08756g	YALI1_E10587g
OG0001342	YALI0_B03520g	YALI1_B04974g
