genes	orthology
KMXK_0E00550	GroupIV
KMXK_0B06390	GroupIV
KMXK_0A04510	GroupIV
KMXK_0C06230	GroupIV
KMXK_0A05350	GroupIV
KMXK_0A03920	GroupIV
KMXK_0A07400	GroupIV
KMXK_0F04480	GroupIV
KMXK_0C06810	GroupIV
KMXK_0D05170	GroupIV
KMXK_0E00690	GroupIV
KMXK_0D01160	GroupIV
KMXK_0E03030	GroupIV
KMXK_0E01210	GroupIV
KMXK_0B06070	GroupIV
KMXK_0G04210	GroupIV
KMXK_0A04970	GroupIV
KMXK_0B02250	GroupIV
KMXK_0B01170	GroupIV
KMXK_0B07210	GroupIV
KMXK_0D01010	GroupIV
KMXK_0G03930	GroupIV
KMXK_0H02670	GroupIV
KMXK_0H04300	GroupIV
KMXK_0F05020	GroupIV
KMXK_0G00200	GroupIV
KMXK_0B00120	GroupIV
KMXK_0C00540	GroupIV
KMXK_0A06260	GroupIV
KMXK_0C06870	GroupIV
KMXK_0G02780	GroupIV
KMXK_0F00980	GroupIV
KMXK_0B08190	GroupIV
KMXK_0B01180	GroupIV
KMXK_0F03630	GroupIV
KMXK_0F00320	GroupIV
KMXK_0G01890	GroupIV
KMXK_0A07000	GroupIV
KMXK_0A07110	GroupIV
KMXK_0A00170	GroupIV
KMXK_0E00730	GroupIV
KMXK_0G01900	GroupIV
KMXK_0H02420	GroupIV
KMXK_0A06780	GroupIV
KMXK_0C01700	GroupIV
KMXK_0F05330	GroupIV
KMXK_0E03050	GroupIV
KMXK_0B00170	GroupIV
KMXK_0B07930	GroupIV
KMXK_0C07100	GroupIV
KMXK_0B06620	GroupIV
KMXK_0B03410	GroupIV
KMXK_0C03760	GroupIV
KMXK_0B01700	GroupIV
KMXK_0E05190	GroupIV
KMXK_0G02020	GroupIV
KMXK_0C00560	GroupIV
KMXK_0D04840	GroupIV
KMXK_0F02430	GroupIV
KMXK_0B01770	GroupIV
KMXK_0C03130	GroupIV
KMXK_0B04890	GroupIV
KMXK_0F02200	GroupIV
KMXK_0H02940	GroupIV
KMXK_0D00940	GroupIV
KMXK_0G02410	GroupIV
KMXK_0E01460	GroupIV
KMXK_0G02770	GroupIV
KMXK_0E01790	GroupIV
KMXK_0G03290	GroupIV
KMXK_0F04790	GroupIV
KMXK_0H04230	GroupIV
KMXK_0B07320	GroupIV
KMXK_0F04340	GroupIV
KMXK_0C03320	GroupIV
KMXK_0F04490	GroupIV
KMXK_0C07250	GroupIV
KMXK_0B02370	GroupIV
KMXK_0E01060	GroupIV
KMXK_0E04500	GroupIV
KMXK_0E03770	GroupIV
KMXK_0H00480	GroupIV
KMXK_0D05630	GroupIV
KMXK_0B02810	GroupIV
KMXK_0C03080	GroupIV
KMXK_0D01410	GroupIV
KMXK_0D05680	GroupIV
KMXK_0G02980	GroupIV
KMXK_0B03760	GroupIV
KMXK_0G00520	GroupIV
KMXK_0E04120	GroupIV
KMXK_0D01830	GroupIV
KMXK_0B03950	GroupIV
KMXK_0E00740	GroupIV
KMXK_0B01460	GroupIV
KMXK_0A02970	GroupIV
KMXK_0E05250	GroupIV
KMXK_0F05500	GroupIV
KMXK_0B07000	GroupIV
KMXK_0A00190	GroupIV
KMXK_0E05850	GroupIV
KMXK_0C03330	GroupIV
KMXK_0B01320	GroupIV
KMXK_0B00790	GroupIV
KMXK_0A06120	GroupIV
KMXK_0D03290	GroupIV
KMXK_0F05810	GroupIV
KMXK_0B05360	GroupIV
KMXK_0C05970	GroupIV
KMXK_0G03390	GroupIV
KMXK_0D03900	GroupIV
KMXK_0G02910	GroupIV
KMXK_0C05300	GroupIV
KMXK_0A05490	GroupIV
KMXK_0E00570	GroupIV
KMXK_0B08340	GroupIV
KMXK_0F00930	GroupIV
KMXK_0B04310	GroupIV
KMXK_0D01350	GroupIV
KMXK_0B00240	GroupIV
KMXK_0A07790	GroupIV
KMXK_0D04380	GroupIV
KMXK_0H01200	GroupIV
KMXK_0D01730	GroupIV
KMXK_0D01920	GroupIV
KMXK_0C01250	GroupIV
KMXK_0D01060	GroupIV
KMXK_0E01110	GroupIV
KMXK_0B06050	GroupIV
KMXK_0F01690	GroupIV
KMXK_0E00240	GroupIV
KMXK_0F01610	GroupIV
KMXK_0F03500	GroupIV
KMXK_0E05000	GroupIV
KMXK_0A03890	GroupIV
KMXK_0C05960	GroupIV
KMXK_0C05580	GroupIV
KMXK_0D00440	GroupIV
KMXK_0A07960	GroupIV
KMXK_0D00660	GroupIV
KMXK_0C05330	GroupIV
KMXK_0H02310	GroupIV
KMXK_0E03120	GroupIV
KMXK_0A01990	GroupIV
KMXK_0B00200	GroupIV
KMXK_0C02480	GroupIV
KMXK_0H02090	GroupIV
KMXK_0A07970	GroupIV
KMXK_0E03330	GroupIV
KMXK_0E02520	GroupIV
KMXK_0A00180	GroupIV
KMXK_0H00350	GroupIV
KMXK_0F01550	GroupIV
KMXK_0C00160	GroupIV
KMXK_0H03870	GroupIV
KMXK_0B07850	GroupIV
KMXK_0F03820	GroupII
KMXK_0D04410	GroupII
KMXK_0F03780	GroupII
KMXK_0F02910	GroupII
KMXK_0B04220	GroupII
KMXK_0F04890	GroupII
KMXK_0H00430	GroupII
KMXK_0H03560	GroupII
KMXK_0A02180	GroupII
KMXK_0D06540	GroupII
KMXK_0D00160	GroupII
KMXK_0H01780	GroupII
KMXK_0C02520	GroupII
KMXK_0A02300	GroupII
KMXK_0H03090	GroupII
KMXK_0C05820	GroupII
KMXK_0H02650	GroupII
KMXK_0B03130	GroupII
KMXK_0A02200	GroupII
KMXK_0F02390	GroupII
KMXK_0E05050	GroupII
KMXK_0D03170	GroupII
KMXK_0D04050	GroupII
KMXK_0C04310	GroupII
KMXK_0C06430	GroupII
KMXK_0E01580	GroupII
KMXK_0A02980	GroupII
KMXK_0B02420	GroupII
KMXK_0F04380	GroupII
KMXK_0D03710	GroupII
KMXK_0C05240	GroupII
KMXK_0B07620	GroupII
KMXK_0E05090	GroupII
KMXK_0G01010	GroupII
KMXK_0C02110	GroupII
KMXK_0A05580	GroupII
KMXK_0B06960	GroupII
KMXK_0G01290	GroupII
KMXK_0H04380	GroupII
KMXK_0B03370	GroupII
KMXK_0H02170	GroupII
KMXK_0A07190	GroupII
KMXK_0A04580	GroupII
KMXK_0D03930	GroupII
KMXK_0F03160	GroupII
KMXK_0C00220	GroupII
KMXK_0C06220	GroupII
KMXK_0A03980	GroupII
KMXK_0A01230	GroupII
KMXK_0A08240	GroupII
KMXK_0E02610	GroupII
KMXK_0C04360	GroupII
KMXK_0C05750	GroupII
KMXK_0E03600	GroupII
KMXK_0B02820	GroupII
KMXK_0E05590	GroupII
KMXK_0A04400	GroupII
KMXK_0A01560	GroupII
KMXK_0F03800	GroupII
KMXK_0E02490	GroupII
KMXK_0H01320	GroupII
KMXK_0F03270	GroupII
KMXK_0H00240	GroupII
KMXK_0C02980	GroupII
KMXK_0G02480	GroupII
KMXK_0A00600	GroupII
KMXK_0A08200	GroupII
KMXK_0B01380	GroupII
KMXK_0B02480	GroupII
KMXK_0B00400	GroupII
KMXK_0A04250	GroupII
KMXK_0C05180	GroupII
KMXK_0C03660	GroupII
KMXK_0A03880	GroupII
KMXK_0F03980	GroupII
KMXK_0G03720	GroupII
KMXK_0B01200	GroupII
KMXK_0A02630	GroupII
KMXK_0A03840	GroupII
KMXK_0G03620	GroupII
KMXK_0H01190	GroupII
KMXK_0A08360	GroupII
KMXK_0D05590	GroupII
KMXK_0C00790	GroupII
KMXK_0C06270	GroupII
KMXK_0A01100	GroupII
KMXK_0H04290	GroupII
KMXK_0G03980	GroupII
KMXK_0F02810	GroupII
KMXK_0E00880	GroupII
KMXK_0A04470	GroupII
KMXK_0D06480	GroupII
KMXK_0B02220	GroupII
KMXK_0H03510	GroupII
KMXK_0D05550	GroupII
KMXK_0A07040	GroupII
KMXK_0D00700	GroupII
KMXK_0A04110	GroupII
KMXK_0D02410	GroupII
KMXK_0D00790	GroupII
KMXK_0E06170	GroupII
KMXK_0E03080	GroupII
KMXK_0A01740	GroupII
KMXK_0B04530	GroupII
KMXK_0C00420	GroupII
KMXK_0B02390	GroupII
KMXK_0F02660	GroupII
KMXK_0G01760	GroupII
KMXK_0H04030	GroupII
KMXK_0D00850	GroupII
KMXK_0H03520	GroupII
KMXK_0D02780	GroupII
KMXK_0F03750	GroupII
KMXK_0H00780	GroupII
KMXK_0E04940	GroupII
KMXK_0G03650	GroupII
KMXK_0B03750	GroupII
KMXK_0E02600	GroupII
KMXK_0E04630	GroupII
KMXK_0D00280	GroupII
KMXK_0B04470	GroupII
KMXK_0F02030	GroupII
KMXK_0G01240	GroupII
KMXK_0H01710	GroupII
KMXK_0G01730	GroupII
KMXK_0C04850	GroupII
KMXK_0B05130	GroupII
KMXK_0G03690	GroupII
KMXK_0D05880	GroupII
KMXK_0E03920	GroupII
KMXK_0A06570	GroupII
KMXK_0D00560	GroupII
KMXK_0D00610	GroupII
KMXK_0B04720	GroupII
KMXK_0A01820	GroupII
KMXK_0H01820	GroupII
KMXK_0A01220	GroupII
KMXK_0D01470	GroupII
KMXK_0E03070	GroupII
KMXK_0H04160	GroupII
KMXK_0B04290	GroupII
KMXK_0C03630	GroupII
KMXK_0A07710	GroupII
KMXK_0G01110	GroupII
KMXK_0A07070	GroupII
KMXK_0F05710	GroupII
KMXK_0E05310	GroupII
KMXK_0C04720	GroupII
KMXK_0E04650	GroupII
KMXK_0E02940	GroupII
KMXK_0E00680	GroupII
KMXK_0B07670	GroupII
KMXK_0G02390	GroupII
KMXK_0A08220	GroupII
KMXK_0F03250	GroupII
KMXK_0D05510	GroupII
KMXK_0E05520	GroupII
KMXK_0H00590	GroupII
KMXK_0C05360	GroupII
KMXK_0E05230	GroupII
KMXK_0C07030	GroupII
KMXK_0C06190	GroupII
KMXK_0B07500	GroupII
KMXK_0B03840	GroupII
KMXK_0G00850	GroupII
KMXK_0C06460	GroupII
KMXK_0H03300	GroupII
KMXK_0C03210	GroupII
KMXK_0E01560	GroupII
KMXK_0C00330	GroupII
KMXK_0C06740	GroupII
KMXK_0G02380	GroupII
KMXK_0D05330	GroupII
KMXK_0B03640	GroupII
KMXK_0G03020	GroupII
KMXK_0B01730	GroupII
KMXK_0D02800	GroupII
KMXK_0A01520	GroupII
KMXK_0B03520	GroupII
KMXK_0C02500	GroupII
KMXK_0D05980	GroupII
KMXK_0H02870	GroupII
KMXK_0A01780	GroupII
KMXK_0F03050	GroupII
KMXK_0G02720	GroupII
KMXK_0E01520	GroupII
KMXK_0E02800	GroupII
KMXK_0A06550	GroupII
KMXK_0D00290	GroupII
KMXK_0B04560	GroupII
KMXK_0C04110	GroupII
KMXK_0F04080	GroupII
KMXK_0F04310	GroupII
KMXK_0H03050	GroupII
KMXK_0B01390	GroupII
KMXK_0E05910	GroupII
KMXK_0G04080	GroupII
KMXK_0C02070	GroupII
KMXK_0E05970	GroupII
KMXK_0B07020	GroupII
KMXK_0E02320	GroupII
KMXK_0G03310	GroupII
KMXK_0C05410	GroupII
KMXK_0F03860	GroupII
KMXK_0B05000	GroupII
KMXK_0E01310	GroupII
KMXK_0B05650	GroupII
KMXK_0F02270	GroupII
KMXK_0F02230	GroupII
KMXK_0A00620	GroupII
KMXK_0C01150	GroupII
KMXK_0F02080	GroupII
KMXK_0B05210	GroupII
KMXK_0B01370	GroupII
KMXK_0D05240	GroupII
KMXK_0C06320	GroupII
KMXK_0A02210	GroupII
KMXK_0D00890	GroupII
KMXK_0C00480	GroupII
KMXK_0C04990	GroupII
KMXK_0H03940	GroupII
KMXK_0C02370	GroupII
KMXK_0C01850	GroupII
KMXK_0A07840	GroupII
KMXK_0A04710	GroupII
KMXK_0B00420	GroupII
KMXK_0B03930	GroupII
KMXK_0F00190	GroupII
KMXK_0E02850	GroupII
KMXK_0C01020	GroupII
KMXK_0C01160	GroupII
KMXK_0B05480	GroupII
KMXK_0G01940	GroupII
KMXK_0B03810	GroupII
KMXK_0B01010	GroupII
KMXK_0B03230	GroupII
KMXK_0A07090	GroupII
KMXK_0G02900	GroupII
KMXK_0E04660	GroupII
KMXK_0E01980	GroupII
KMXK_0E02590	GroupII
KMXK_0A01690	GroupII
KMXK_0E01200	GroupII
KMXK_0D02610	GroupII
KMXK_0A07030	GroupII
KMXK_0C06690	GroupII
KMXK_0A06540	GroupII
KMXK_0F01450	GroupII
KMXK_0A07410	GroupII
KMXK_0B01140	GroupII
KMXK_0F05240	GroupII
KMXK_0A00960	GroupII
KMXK_0F05400	GroupII
KMXK_0A05020	GroupII
KMXK_0A08040	GroupII
KMXK_0B02550	GroupII
KMXK_0C01230	GroupII
KMXK_0B07740	GroupII
KMXK_0E05470	GroupII
KMXK_0D01750	GroupII
KMXK_0B04050	GroupII
KMXK_0C05670	GroupII
KMXK_0H02460	GroupII
KMXK_0F05190	GroupII
KMXK_0E06200	GroupII
KMXK_0D04720	GroupII
KMXK_0E05930	GroupII
KMXK_0G04180	GroupII
KMXK_0B01910	GroupII
KMXK_0A02560	GroupII
KMXK_0B03420	GroupII
KMXK_0G01750	GroupII
KMXK_0G01280	GroupII
KMXK_0D04910	GroupII
KMXK_0C06030	GroupII
KMXK_0H03240	GroupII
KMXK_0F01300	GroupII
KMXK_0B02840	GroupII
KMXK_0C05020	GroupII
KMXK_0B00500	GroupII
KMXK_0B02160	GroupII
KMXK_0D03470	GroupII
KMXK_0E01050	GroupII
KMXK_0D03330	GroupII
KMXK_0C00880	GroupII
KMXK_0A02730	GroupII
KMXK_0A00260	GroupII
KMXK_0H01790	GroupII
KMXK_0B02690	GroupII
KMXK_0G02850	GroupII
KMXK_0A00930	GroupII
KMXK_0H01640	GroupII
KMXK_0A00850	GroupII
KMXK_0E04010	GroupII
KMXK_0F02300	GroupII
KMXK_0H03720	GroupII
KMXK_0G03060	GroupII
KMXK_0G01590	GroupII
KMXK_0G02670	GroupII
KMXK_0A06080	GroupII
KMXK_0B06740	GroupII
KMXK_0H04170	GroupII
KMXK_0E04800	GroupII
KMXK_0C06390	GroupII
KMXK_0B01270	GroupII
KMXK_0G02470	GroupII
KMXK_0F03990	GroupII
KMXK_0A05300	GroupII
KMXK_0F04740	GroupII
KMXK_0B00780	GroupII
KMXK_0C03990	GroupII
KMXK_0C03120	GroupII
KMXK_0A04390	GroupII
KMXK_0C04260	GroupII
KMXK_0C02460	GroupII
KMXK_0G03630	GroupII
KMXK_0D01290	GroupII
KMXK_0H04260	GroupII
KMXK_0A04130	GroupII
KMXK_0E03100	GroupII
KMXK_0D04350	GroupII
KMXK_0C03370	GroupII
KMXK_0A01710	GroupII
KMXK_0E04470	GroupII
KMXK_0D01870	GroupII
KMXK_0E05500	GroupII
KMXK_0G01260	GroupI
KMXK_0E03000	GroupI
KMXK_0F00280	GroupI
KMXK_0F04410	GroupI
KMXK_0C03420	GroupI
KMXK_0C07260	GroupI
KMXK_0F03310	GroupI
KMXK_0D01720	GroupI
KMXK_0H01000	GroupI
KMXK_0E04050	GroupI
KMXK_0A01830	GroupI
KMXK_0E04920	GroupI
KMXK_0G00220	GroupI
KMXK_0C04390	GroupI
KMXK_0B06260	GroupI
KMXK_0D04670	GroupI
KMXK_0H04430	GroupI
KMXK_0B04680	GroupI
KMXK_0E02690	GroupI
KMXK_0A06560	GroupI
KMXK_0F00530	GroupI
KMXK_0A05070	GroupI
KMXK_0H03120	GroupI
KMXK_0B04980	GroupI
KMXK_0C02570	GroupI
KMXK_0B04730	GroupI
KMXK_0D04300	GroupI
KMXK_0B00590	GroupI
KMXK_0C05200	GroupI
KMXK_0D00710	GroupI
KMXK_0C00360	GroupI
KMXK_0C00390	GroupI
KMXK_0B05340	GroupI
KMXK_0C05010	GroupI
KMXK_0G00180	GroupI
KMXK_0C00370	GroupI
KMXK_0E00250	GroupI
KMXK_0G03350	GroupI
KMXK_0C04210	GroupI
KMXK_0D05700	GroupI
KMXK_0G03090	GroupI
KMXK_0D03400	GroupI
KMXK_0E04560	GroupI
KMXK_0D06310	GroupI
KMXK_0C03090	GroupI
KMXK_0B01350	GroupI
KMXK_0A02350	GroupI
KMXK_0B08200	GroupI
KMXK_0D04010	GroupI
KMXK_0C03480	GroupI
KMXK_0A00130	GroupI
KMXK_0G03010	GroupI
KMXK_0E02410	GroupI
KMXK_0G01310	GroupI
KMXK_0B02110	GroupI
KMXK_0F02510	GroupI
KMXK_0G02800	GroupI
KMXK_0F05510	GroupI
KMXK_0E00280	GroupI
KMXK_0D01880	GroupI
KMXK_0G03440	GroupI
KMXK_0A04590	GroupI
KMXK_0D02940	GroupI
KMXK_0E02660	GroupI
KMXK_0H02470	GroupI
KMXK_0A05150	GroupI
KMXK_0G02940	GroupI
KMXK_0B02780	GroupI
KMXK_0G00670	GroupI
KMXK_0A07560	GroupI
KMXK_0B06470	GroupI
KMXK_0B01550	GroupI
KMXK_0D05040	GroupI
KMXK_0A02830	GroupI
KMXK_0D06280	GroupI
KMXK_0A03520	GroupI
KMXK_0C05260	GroupI
KMXK_0H03900	GroupI
KMXK_0G04330	GroupI
KMXK_0A05160	GroupI
KMXK_0C05870	GroupI
KMXK_0B02910	GroupI
KMXK_0A06580	GroupI
KMXK_0F00630	GroupI
KMXK_0C01530	GroupI
KMXK_0F03150	GroupI
KMXK_0B02340	GroupI
KMXK_0D02920	GroupI
KMXK_0E04530	GroupI
KMXK_0C05600	GroupI
KMXK_0E05990	GroupI
KMXK_0F05730	GroupI
KMXK_0A05900	GroupI
KMXK_0B04960	GroupI
KMXK_0A06830	GroupI
KMXK_0E02060	GroupI
KMXK_0C07320	GroupI
KMXK_0B06180	GroupI
KMXK_0C04500	GroupI
KMXK_0A00580	GroupI
KMXK_0D01600	GroupI
KMXK_0F02450	GroupI
KMXK_0D03860	GroupI
KMXK_0G01410	GroupI
KMXK_0G00210	GroupI
KMXK_0C00800	GroupI
KMXK_0A05550	GroupI
KMXK_0F01270	GroupI
KMXK_0E02730	GroupI
KMXK_0C00950	GroupI
KMXK_0F02990	GroupI
KMXK_0A06770	GroupI
KMXK_0C04230	GroupI
KMXK_0D06530	GroupI
KMXK_0E03520	GroupI
KMXK_0F00620	GroupI
KMXK_0E00600	GroupI
KMXK_0B08080	GroupI
KMXK_0F04670	GroupI
KMXK_0F01090	GroupI
KMXK_0C05690	GroupI
KMXK_0E02300	GroupI
KMXK_0E05430	GroupI
KMXK_0D05850	GroupI
KMXK_0B00980	GroupI
KMXK_0A07690	GroupI
KMXK_0C03720	GroupI
KMXK_0D01890	GroupI
KMXK_0E02480	GroupI
KMXK_0E00150	GroupI
KMXK_0E06050	GroupI
KMXK_0E04320	GroupI
KMXK_0A02120	GroupI
KMXK_0B01790	GroupI
KMXK_0D06170	GroupI
KMXK_0G01370	GroupI
KMXK_0D06300	GroupI
KMXK_0G03500	GroupI
KMXK_0A03230	GroupI
KMXK_0B06100	GroupI
KMXK_0B05080	GroupI
KMXK_0E05830	GroupI
KMXK_0A05710	GroupI
KMXK_0C03300	GroupI
KMXK_0F01970	GroupI
KMXK_0B05200	GroupI
KMXK_0A01180	GroupI
KMXK_0C01120	GroupI
KMXK_0G03450	GroupI
KMXK_0F05100	GroupI
KMXK_0G03540	GroupI
KMXK_0C00860	GroupI
KMXK_0A00860	GroupI
KMXK_0C02580	GroupI
KMXK_0D01140	GroupI
KMXK_0D06030	GroupI
KMXK_0C06260	GroupI
KMXK_0C00570	GroupI
KMXK_0C06920	GroupI
KMXK_0E03460	GroupI
KMXK_0C05230	GroupI
KMXK_0A05260	GroupI
KMXK_0B06040	GroupI
KMXK_0C07290	GroupI
KMXK_0C01960	GroupI
KMXK_0F02110	GroupI
KMXK_0A06630	GroupI
KMXK_0A00740	GroupI
KMXK_0C05990	GroupI
KMXK_0E05580	GroupI
KMXK_0C01090	GroupI
KMXK_0G02290	GroupI
KMXK_0B04170	GroupI
KMXK_0C06650	GroupI
KMXK_0D00250	GroupI
KMXK_0E04820	GroupI
KMXK_0B04710	GroupI
KMXK_0E03430	GroupI
KMXK_0C00990	GroupI
KMXK_0F04570	GroupI
KMXK_0B02880	GroupI
KMXK_0D02170	GroupI
KMXK_0B04540	GroupI
KMXK_0G00960	GroupI
KMXK_0D03020	GroupI
KMXK_0B02200	GroupI
KMXK_0E06280	GroupI
KMXK_0E00400	GroupI
KMXK_0E02380	GroupI
KMXK_0C02490	GroupI
KMXK_0D03570	GroupI
KMXK_0B07660	GroupI
KMXK_0E02400	GroupI
KMXK_0F05180	GroupI
KMXK_0G03550	GroupI
KMXK_0E05010	GroupI
KMXK_0H02240	GroupI
KMXK_0F03560	GroupI
KMXK_0A01400	GroupI
KMXK_0H00110	GroupI
KMXK_0F00350	GroupI
KMXK_0C06330	GroupI
KMXK_0B02570	GroupI
KMXK_0A02060	GroupI
KMXK_0H02030	GroupI
KMXK_0B00650	GroupI
KMXK_0B05290	GroupI
KMXK_0B02870	GroupI
KMXK_0A00310	GroupI
KMXK_0C05090	GroupI
KMXK_0B04280	GroupI
KMXK_0G02840	GroupI
KMXK_0E03440	GroupI
KMXK_0B00260	GroupI
KMXK_0C03400	GroupI
KMXK_0D04400	GroupI
KMXK_0H03580	GroupI
KMXK_0C06620	GroupI
KMXK_0B06280	GroupI
KMXK_0C03870	GroupI
KMXK_0A03300	GroupI
KMXK_0F04900	GroupI
KMXK_0F00180	GroupI
KMXK_0D04330	GroupI
KMXK_0C01210	GroupI
KMXK_0A02030	GroupI
KMXK_0E03480	GroupI
KMXK_0E05300	GroupI
KMXK_0D05340	GroupI
KMXK_0D04730	GroupI
KMXK_0G02170	GroupI
KMXK_0H03440	GroupI
KMXK_0D05030	GroupI
KMXK_0A04870	GroupI
KMXK_0D04270	GroupI
KMXK_0C00940	GroupI
KMXK_0F01280	GroupI
KMXK_0B03340	GroupI
KMXK_0A06760	GroupI
KMXK_0F02690	GroupI
KMXK_0A01130	GroupI
KMXK_0B03670	GroupI
KMXK_0A01880	GroupI
KMXK_0H01380	GroupI
KMXK_0C07310	GroupI
KMXK_0D01630	GroupI
KMXK_0F02470	GroupI
KMXK_0H01530	GroupI
KMXK_0B07570	GroupI
KMXK_0B02610	GroupI
KMXK_0H03840	GroupI
KMXK_0A05200	GroupI
KMXK_0C03140	GroupI
KMXK_0F01350	GroupI
KMXK_0G00440	GroupI
KMXK_0G00310	GroupI
KMXK_0F04910	GroupI
KMXK_0B06120	GroupI
KMXK_0C07090	GroupI
KMXK_0D01190	GroupI
KMXK_0E04250	GroupI
KMXK_0F02770	GroupI
KMXK_0H00280	GroupI
KMXK_0H01400	GroupI
KMXK_0G04140	GroupI
KMXK_0A03350	GroupI
KMXK_0B05050	GroupI
KMXK_0D01420	GroupI
KMXK_0A02450	GroupI
KMXK_0A02160	GroupI
KMXK_0E03250	GroupI
KMXK_0A06420	GroupI
KMXK_0E02910	GroupI
KMXK_0B00950	GroupI
KMXK_0G01470	GroupI
KMXK_0A05340	GroupI
KMXK_0D00960	GroupI
KMXK_0H03730	GroupI
KMXK_0G01530	GroupI
KMXK_0B06360	GroupI
KMXK_0C02230	GroupI
KMXK_0H02600	GroupI
KMXK_0B00540	GroupI
KMXK_0H02120	GroupI
KMXK_0C03840	GroupI
KMXK_0A05880	GroupI
KMXK_0G03400	GroupI
KMXK_0A06990	GroupI
KMXK_0G04090	GroupI
KMXK_0B04190	GroupI
KMXK_0B02510	GroupI
KMXK_0E02960	GroupI
KMXK_0D04480	GroupI
KMXK_0B04040	GroupI
KMXK_0H01050	GroupI
KMXK_0E05540	GroupI
KMXK_0B01280	GroupI
KMXK_0E03880	GroupI
KMXK_0C05530	GroupI
KMXK_0E02670	GroupI
KMXK_0A02910	GroupI
KMXK_0F04800	GroupI
KMXK_0D00530	GroupI
KMXK_0E02930	GroupI
KMXK_0B05350	GroupI
KMXK_0C01570	GroupI
KMXK_0A06950	GroupI
KMXK_0G01700	GroupI
KMXK_0C06930	GroupI
KMXK_0F05290	GroupI
KMXK_0H03130	GroupI
KMXK_0C05460	GroupI
KMXK_0E03630	GroupI
KMXK_0G03120	GroupI
KMXK_0F02020	GroupI
KMXK_0B00910	GroupI
KMXK_0G02110	GroupI
KMXK_0C06040	GroupI
KMXK_0E04440	GroupI
KMXK_0D06100	GroupI
KMXK_0E05560	GroupI
KMXK_0E01590	GroupI
KMXK_0G03740	GroupI
KMXK_0F03940	GroupI
KMXK_0C02950	GroupI
KMXK_0C05920	GroupI
KMXK_0D02830	GroupI
KMXK_0C00270	GroupI
KMXK_0A06980	GroupI
KMXK_0A02750	GroupI
KMXK_0B03190	GroupI
KMXK_0E04750	GroupI
KMXK_0D02350	GroupI
KMXK_0B03440	GroupI
KMXK_0B01030	GroupI
KMXK_0C06120	GroupI
KMXK_0A06000	GroupI
KMXK_0F01250	GroupI
KMXK_0B06820	GroupI
KMXK_0A04520	GroupI
KMXK_0A05470	GroupI
KMXK_0G01810	GroupI
KMXK_0C06630	GroupI
KMXK_0D02760	GroupI
KMXK_0D06230	GroupI
KMXK_0A06010	GroupI
KMXK_0A00650	GroupI
KMXK_0B04340	GroupI
KMXK_0C03000	GroupI
KMXK_0H03420	GroupI
KMXK_0G01690	GroupI
KMXK_0H01910	GroupI
KMXK_0B03060	GroupI
KMXK_0A03800	GroupI
KMXK_0G00770	GroupI
KMXK_0A05760	GroupI
KMXK_0H04250	GroupI
KMXK_0F03040	GroupI
KMXK_0B02080	GroupI
KMXK_0D02480	GroupI
KMXK_0C07190	GroupI
KMXK_0D04550	GroupI
KMXK_0C02440	GroupI
KMXK_0H03150	GroupI
KMXK_0D04230	GroupI
KMXK_0H02580	GroupI
KMXK_0H04040	GroupI
KMXK_0E00350	GroupI
KMXK_0D05640	GroupI
KMXK_0F04590	GroupI
