genes	orthology
YDR275W	4
YIL092W	4
YBR013C	4
YOR186W	4
YEL035C	4
YDL069C	4
YMR174C	4
YLR125W	4
YKL065W-A	4
YKL109W	4
YBR126W-A	4
YHR014W	4
YEL073C	4
YCL048W-A	4
YJL037W	4
YBR230W-A	4
YFR055W	4
YHR199C-A	4
YNL046W	4
YLR297W	4
YBR063C	4
YEL071W	4
YOL159C	4
YDL199C	4
YDL241W	4
YOL052C-A	4
YLR010C	4
YKL096W-A	4
YOL162W	4
YBR188C	4
YMR317W	4
YLR082C	4
YOL014W	4
YPL124W	4
YER187W	4
YNL190W	4
YPL068C	4
YCL056C	4
YKL068W-A	4
YOR044W	4
YLR146W-A	4
YLR053C	4
YFR020W	4
YBR069C	4
YDR042C	4
YOR284W	4
YFR026C	4
YIL014C-A	4
YML122C	4
YER085C	4
YHL044W	4
YGL230C	4
YNL143C	4
YPL200W	4
YDR540C	4
YKL023C-A	4
YDR210W	4
YAR023C	4
YBR184W	4
YGR045C	4
YIL002W-A	4
YER188W	4
YFR054C	4
YDR534C	4
YER186C	4
YPL257W	4
YLR265C	4
YGL194C-A	4
YHL042W	4
YIL059C	4
YER038W-A	4
YER121W	4
YHR180W	4
YHL043W	4
YEL028W	4
YEL068C	4
YJL144W	4
YKL044W	4
YDR157W	4
YNR061C	4
YMR173W	4
YIR035C	4
YDR525W-A	4
YKL101W	4
YPR001W	4
YGR192C	3
YJR009C	3
YJL052W	3
YDR224C	3
YDR225W	3
YBL002W	3
YBL003C	3
YEL070W	3
YGL147C	3
YNL067W	3
YIL159W	3
YPL174C	3
YDR155C	3
YOR286W	3
YHL039W	3
YOR008C	3
YBR105C	3
YBR267W	3
YGR059W	3
YLR146C	3
YML078W	3
YLR387C	3
YCR083W	3
YPL208W	3
YLR372W	3
YDR276C	3
YOR106W	3
YOR306C	3
YGR040W	3
YLR426W	3
YER184C	3
YFL009W	3
YHR198C	3
YOR285W	3
YOL119C	3
YJL186W	3
YBR015C	3
YDR207C	3
YIL035C	3
YOR297C	3
YLR152C	3
YNL165W	3
YER040W	3
YHR036W	3
YDR218C	3
YLL043W	3
YHR129C	3
YEL061C	3
YBL052C	3
YOR064C	3
YOR308C	3
YDR382W	3
YNL281W	3
YHR209W	3
YJL056C	3
YDR321W	3
YLR454W	3
YDR288W	3
YMR060C	3
YER179W	3
YNL260C	3
YNL253W	3
YDR378C	3
YOR344C	3
YER048C	3
YOL088C	3
YOL027C	3
YOR107W	3
YGL254W	3
YPL271W	3
YAL047C	3
YPR186C	3
YMR154C	3
YNL012W	3
YNL255C	3
YDR319C	3
YOR334W	3
YHR046C	3
YDR338C	3
YML041C	3
YDR110W	3
YNL101W	3
YDL085C-A	3
YDR356W	3
YHL018W	3
YDR314C	3
YLR213C	3
YOL039W	3
YML120C	3
YOL126C	3
YDL078C	3
YKL124W	3
YOL095C	3
YML072C	3
YOR219C	3
YJR106W	3
YHR049W	3
YHR110W	3
YGL014W	3
YPR198W	3
YPR072W	3
YNL264C	3
YJL193W	3
YHL036W	3
YOR038C	3
YNR027W	3
YNL323W	3
YCR004C	3
YKL005C	3
YPR193C	3
YCR021C	3
YPL004C	3
YBR195C	3
YDR425W	3
YJL042W	3
YDR444W	3
YCL026C-B	3
YDL018C	3
YLR214W	3
YDR171W	3
YDL101C	3
YKL038W	3
YLR098C	3
YOR337W	3
YLR446W	3
YOL158C	3
YGL038C	3
YJL171C	3
YIL024C	3
YNL125C	3
YNR056C	3
YLR024C	3
YDR384C	3
YFL049W	3
YIL088C	3
YML052W	3
YLR335W	3
YBR207W	3
YJL178C	3
YGL170C	3
YLR312C	3
YPL272C	3
YOR350C	3
YFR036W	3
YHR159W	3
YML117W	3
YLR267W	3
YGR236C	3
YMR172W	3
YPL033C	3
YER044C-A	3
YLR392C	3
YIL122W	3
YPR164W	3
YLR263W	3
YNR069C	3
YMR219W	3
YJL162C	3
YOL025W	3
YDR422C	3
YOL104C	3
YKL061W	3
YOR098C	3
YER106W	3
YCL028W	3
YPL144W	3
YGL090W	3
YMR147W	3
YPR134W	3
YBR071W	3
YGL117W	3
YOR189W	3
YJR011C	3
YDR261C	3
YBR036C	3
YGL121C	3
YKR022C	3
YLR049C	3
YDR022C	3
YNR004W	3
YLR190W	3
YPL018W	3
YDL227C	3
YLR315W	3
YJL209W	3
YLR224W	3
YCL058W-A	3
YBR067C	3
YOL007C	3
YMR025W	3
YLL049W	3
YOL047C	3
YER176W	3
YHL038C	3
YJL185C	3
YOR152C	3
YBR107C	3
YLR254C	3
YER104W	3
YPL192C	3
YKR041W	3
YDR374W-A	3
YDR383C	3
YJR094C	3
YIL071C	3
YJL149W	3
YJL019W	3
YIL016W	3
YER167W	3
YJL103C	3
YNL133C	3
YPL055C	3
YNL295W	3
YJL089W	3
YER033C	3
YGL032C	3
YBR108W	3
YGR222W	3
YJL148W	3
YBR131W	3
YGR102C	3
YMR101C	3
YOR372C	3
YKL106W	3
YPL075W	3
YBR194W	3
YNL199C	3
YJL173C	3
YIL161W	3
YLL005C	3
YML006C	3
YIL009C-A	3
YMR160W	3
YDR399W	3
YJL051W	3
YEL005C	3
YMR291W	3
YDR065W	3
YLR364W	3
YPR084W	3
YLR052W	3
YGL081W	3
YGR140W	3
YGR156W	3
YCR076C	3
YLR094C	3
YHR035W	3
YDL059C	3
YDL169C	3
YNL042W	3
YMR107W	3
YER111C	3
YIL055C	3
YPL201C	3
YNL214W	3
YGL128C	3
YDR466W	3
YML017W	3
YOL053W	3
YBR058C-A	3
YGL036W	3
YBR091C	3
YBR128C	3
YBR258C	3
YDR072C	3
YJR021C	3
YBR250W	3
YER137C	3
YGR106C	3
YLR040C	3
YKL042W	3
YBR047W	3
YKL214C	3
YGR079W	3
YBR152W	3
YDR381C-A	3
YNL078W	3
YHL019C	3
YMR122W-A	3
YLR135W	3
YDR532C	3
YGL249W	3
YML119W	3
YGL061C	3
YDR163W	3
YER077C	3
YLR054C	3
YJL184W	3
YOR354C	3
YOR279C	3
YIL136W	3
YGL185C	3
YNL076W	3
YPR133W-A	3
YER024W	3
YDR123C	3
YPL071C	3
YJR135C	3
YDR197W	3
YLR079W	3
YOR195W	3
YIR025W	3
YER032W	3
YDR310C	3
YLR288C	3
YPL194W	3
YGL226C-A	3
YOR276W	3
YLR095C	3
YOR030W	3
YLR219W	3
YNR045W	3
YDR499W	3
YML113W	3
YDL220C	3
YIL139C	3
YIR010W	3
YLR307C-A	3
YOR060C	3
YJL170C	3
YNL100W	3
YGL025C	3
YNR024W	3
YJL073W	3
YGR117C	3
YPL039W	3
YPL186C	3
YBR085C-A	3
YBR255C-A	3
YBR165W	3
YBR149W	3
YAL055W	3
YDR014W	3
YDR056C	3
YJL016W	3
YOR302W	3
YOL042W	3
YLR431C	3
YNL164C	3
YGL113W	3
YNL103W	3
YHR081W	3
YKR005C	3
YNL258C	3
YIL127C	3
YGR146C	3
YGR237C	3
YOL020W	3
YGL108C	3
YDR395W	3
YLR301W	3
YLR376C	3
YER034W	3
YCR020C-A	3
YNL159C	3
YGR179C	3
YMR144W	3
YNR010W	3
YBR283C	3
YDR249C	3
YHR192W	3
YKL204W	3
YDR503C	3
YBR077C	3
YPL269W	3
YMR148W	3
YIL002C	3
YOR267C	3
YPR122W	3
YNR058W	3
YJL161W	3
YMR094W	3
YOR147W	3
YNL002C	3
YPR057W	3
YOR045W	3
YDR506C	3
YML013W	3
YLL003W	3
YBL006C	3
YBR212W	3
YHR184W	3
YKL112W	3
YIR003W	3
YOR208W	3
YIR017C	3
YBL025W	3
YDL225W	3
YGR065C	3
YDR307W	3
YJR004C	3
YDR082W	3
YHR060W	3
YPL158C	3
YLR436C	3
YDR070C	3
YKL049C	3
YLR139C	3
YOR304C-A	3
YLL042C	3
YNR049C	3
YOL117W	3
YGR052W	3
YJL146W	3
YMR258C	3
YER075C	3
YOL044W	3
YDL005C	3
YNL314W	3
YDR078C	3
YEL048C	3
YML029W	3
YNL086W	3
YDR439W	3
YMR157C	3
YER018C	3
YKR049C	3
YDR391C	3
YJL133C-A	3
YLR390W	3
YDR478W	3
YGR275W	3
YPL161C	3
YDR370C	3
YHL014C	3
YPL005W	3
YBL039W-B	3
YNR057C	3
YIR024C	3
YCR020W-B	3
YER092W	3
YGR122W	3
YDR235W	3
YGL075C	3
YDL110C	3
YNL050C	3
YPL148C	3
YDR369C	3
YDL160C-A	3
YPL255W	3
YNL188W	3
YJL131C	3
YNL216W	3
YBL081W	3
YDR186C	3
YMR066W	3
YMR299C	3
YDR153C	3
YKL063C	3
YBR044C	3
YMR070W	3
YML115C	3
YMR184W	3
YGL146C	3
YGR120C	3
YDR156W	3
YBR120C	3
YDL180W	3
YIR014W	3
YMR204C	3
YLR226W	3
YDR285W	3
YOR114W	3
YBL045C	3
YML066C	3
YCR082W	3
YLR408C	3
YGR126W	3
YML062C	3
YIL146C	3
YDL232W	3
YNL166C	3
YDR494W	3
YJR136C	3
YGR030C	3
YGR075C	3
YGR161C	3
YHR143W	3
YPR171W	3
YFR042W	3
YNR022C	3
YER115C	3
YML108W	3
YLR199C	3
YPL156C	3
YKR037C	3
YPR034W	3
YJL192C	3
YLR443W	3
YGL145W	3
YPR114W	3
YGR249W	3
YDR239C	3
YHR167W	3
YDR201W	3
YHL006C	3
YLR091W	3
YMR134W	3
YMR267W	3
YMR163C	3
YBR125C	3
YCR043C	3
YDR073W	3
YML023C	3
YNL077W	3
YOR266W	3
YLR257W	3
YBR275C	3
YJL023C	3
YBL010C	3
YKR007W	3
YPR075C	3
YBL031W	3
YDL027C	3
YOR137C	3
YER147C	3
YLR141W	3
YKR011C	3
YER083C	3
YBR098W	3
YJR032W	3
YNL327W	3
YML019W	3
YLR021W	3
YHL025W	3
YLR329W	3
YGR196C	3
YCR086W	3
YLR064W	3
YDR195W	3
YKL176C	3
YDR131C	3
YDL099W	3
YML037C	3
YPL100W	3
YGR206W	3
YGR250C	3
YDR279W	3
YLR394W	3
YBR180W	3
YEL018W	3
YEL017W	3
YDR350C	3
YPR151C	3
YBR272C	3
YHR136C	3
YKL075C	3
YLR385C	3
YLR227C	3
YOR315W	3
YBR130C	3
YDR138W	3
YOR264W	3
YBR211C	3
YDR240C	3
YDL129W	3
YKL048C	3
YPL245W	3
YIL119C	3
YDR380W	3
YPR068C	3
YDL176W	3
YPR148C	3
YCL005W	3
YMR187C	3
YDR216W	3
YLR287C	3
YDR295C	3
YPL168W	3
YOR026W	3
YDL121C	3
YMR209C	3
YPR046W	3
YDR119W-A	3
YDL053C	3
YKR020W	3
YGR134W	3
YDR219C	3
YCR020C	3
YML107C	3
YER153C	3
YMR257C	3
YMR298W	3
YGL223C	3
YDR192C	3
YPR109W	3
YPL241C	3
YDR317W	3
YML011C	3
YNL304W	3
YJL147C	3
YFR008W	3
YHR022C	3
YCL063W	3
YPR116W	3
YIL132C	3
YER149C	3
YNL249C	3
YOR078W	3
YDL073W	3
YGR068C	3
YDR130C	3
YLR404W	3
YKR046C	3
YAL031C	3
YNL158W	3
YAL059W	3
YDR227W	3
YLL038C	3
YAL027W	3
YMR052W	3
YBR157C	3
YPL189C-A	3
YPR036W-A	3
YDR179C	3
YNL311C	3
YLR360W	3
YDR387C	3
YLR363C	3
YHR118C	3
YMR252C	3
YER038C	3
YBR262C	3
YMR282C	3
YPR083W	3
YDR184C	3
YHR196W	3
YMR064W	3
YGR130C	3
YER180C	3
YML091C	3
YGR251W	3
YHR127W	3
YPL159C	3
YJR003C	3
YJL117W	3
YNL254C	3
YKL130C	3
YLL033W	3
YPL267W	3
YDR113C	3
YMR270C	3
YLR320W	3
YER053C-A	3
YJR043C	3
YOR220W	3
YOL136C	3
YGR015C	3
YIL137C	3
YGR168C	3
YGR077C	3
YPR101W	3
YLR361C-A	3
YKR045C	3
YHR105W	3
YPL096C-A	3
YFR046C	3
YKL079W	3
YIL152W	3
YPL052W	3
YLR102C	3
YKL018C-A	3
YHR195W	3
YKL208W	3
YGL057C	3
YDR260C	3
YNR009W	3
YJR083C	3
YIL040W	3
YKL138C-A	3
YLR018C	3
YDR357C	3
YBR225W	3
YHR083W	3
YOR355W	3
YIL027C	3
YGL029W	3
YGL005C	3
YNL215W	3
YIL077C	3
YOR228C	3
YHR001W-A	3
YEL059C-A	3
YLR068W	3
YDL173W	3
YLL007C	3
YDR315C	3
YJR046W	3
YNR040W	3
YDL123W	3
YBR129C	3
YKL057C	3
YHR109W	3
YDL115C	3
YKL096W	3
YGR016W	3
YOL063C	3
YDR202C	3
YHR017W	3
YGR057C	3
YHR197W	3
YLR119W	3
YKR004C	3
YKR006C	3
YKL186C	3
YKR044W	3
YGR166W	3
YOR020W-A	3
YDR014W-A	3
YHR182W	3
YBR045C	3
YDR119W	3
YPR199C	3
YEL072W	3
YLL058W	3
YIL037C	3
YPR192W	3
YHR052W	3
YDL130W	3
YLR455W	3
YKL088W	3
YER020W	3
YCR097W	3
YKL135C	3
YPL147W	3
YJR126C	3
YLR178C	3
YJL176C	3
YGL092W	3
YEL029C	3
YBL074C	3
YPR117W	3
YER019C-A	3
YGL178W	3
YNL328C	3
YHL011C	3
YHR032W	3
YPR152C	3
YBR072W	3
YDL095W	3
YML050W	3
YBL032W	3
YMR021C	3
YDR034C	3
YBR249C	3
YKL188C	3
YLR047C	3
YLR182W	3
YHR005C	3
YDR035W	3
YER182W	3
YDL056W	3
YBL095W	3
YGL160W	3
YJR005W	3
YNR063W	3
YDL025C	3
YGR026W	3
YHR137W	3
YIL115C	3
YOL132W	3
YHR150W	3
YAR019C	3
YGR169C	3
YNL015W	3
YCR095C	3
YNL099C	3
YDR347W	3
YMR176W	3
YCL044C	3
YKL171W	3
YPL066W	3
YIL005W	3
YBR138C	3
YGL226W	3
YNL180C	3
YOR298W	3
YGR084C	3
YLR381W	3
YDL089W	3
YBR230C	3
YER079W	3
YMR179W	3
YPL070W	3
YAL040C	3
YPL108W	3
YKL159C	3
YLR093C	3
YKR055W	3
YFR043C	3
YAL008W	3
YDL203C	3
YLR065C	3
YDL013W	3
YDR181C	3
YDL177C	3
YDL157C	3
YJR067C	3
YNL282W	3
YGR198W	3
YFR003C	3
YGL041W-A	3
YDR349C	3
YDR476C	3
YPL034W	3
YLR058C	2
YBL016W	2
YMR297W	2
YOR036W	2
YPL203W	2
YDR143C	2
YMR266W	2
YBR263W	2
YKR039W	2
YPR093C	2
YER175C	2
YLR412W	2
YDR287W	2
YGL004C	2
YBR175W	2
YDR031W	2
YGR089W	2
YDR411C	2
YPL047W	2
YDR256C	2
YGR017W	2
YDR103W	2
YNL208W	2
YDL218W	2
YOL070C	2
YLR368W	2
YIL073C	2
YMR111C	2
YJL127C-B	2
YPR070W	2
YMR044W	2
YGL181W	2
YDR352W	2
YML112W	2
YBL103C	2
YOR205C	2
YER030W	2
YDL044C	2
YLR211C	2
YBR119W	2
YLR067C	2
YLR165C	2
YDR160W	2
YER113C	2
YEL001C	2
YJL122W	2
YOL116W	2
YGL262W	2
YOL029C	2
YPL193W	2
YJR056C	2
YDR485C	2
YER063W	2
YMR164C	2
YCL002C	2
YPL064C	2
YER161C	2
YPR017C	2
YER128W	2
YNL162W-A	2
YNL236W	2
YDL002C	2
YGR212W	2
YOR221C	2
YMR019W	2
YOR138C	2
YER180C-A	2
YER124C	2
YOR249C	2
YOR352W	2
YDR118W	2
YPL113C	2
YAR002W	2
YMR191W	2
YLL013C	2
YER116C	2
YLR222C	2
YBR158W	2
YKL152C	2
YBL008W	2
YLR050C	2
YPR104C	2
YML071C	2
YIL112W	2
YNL097C	2
YEL027W	2
YFL023W	2
YGL098W	2
YCL055W	2
YPR163C	2
YNL167C	2
YHR116W	2
YCL057W	2
YNL135C	2
YBR231C	2
YPR079W	2
YOL144W	2
YGR003W	2
YGR152C	2
YLR251W	2
YPR182W	2
YJL155C	2
YFL038C	2
YDL112W	2
YGL122C	2
YEL056W	2
YNL186W	2
YLR130C	2
YHR034C	2
YCR003W	2
YFR005C	2
YMR067C	2
YPR165W	2
YMR032W	2
YJL132W	2
YDR021W	2
YOR349W	2
YER095W	2
YDR159W	2
YBL059C-A	2
YFL005W	2
YDR374C	2
YOR269W	2
YCR054C	2
YJL044C	2
YGR055W	2
YDL132W	2
YDR244W	2
YPL234C	2
YDR126W	2
YNL192W	2
YBL011W	2
YBR038W	2
YER065C	2
YOR025W	2
YDR191W	2
YOR283W	2
YKL206C	2
YNL142W	2
YDR007W	2
YNL231C	2
YBR030W	2
YGL126W	2
YGR225W	2
YLR345W	2
YGR088W	2
YHL028W	2
YJL157C	2
YPL153C	2
YNL090W	2
YGL213C	2
YDR174W	2
YGR086C	2
YHR090C	2
YDL113C	2
YIL019W	2
YGL106W	2
YPR006C	2
YMR063W	2
YGL116W	2
YKL143W	2
YOR073W	2
YOR329C	2
YNL322C	2
YPR188C	2
YJL061W	2
YMR003W	2
YFR029W	2
YHR041C	2
YJR082C	2
YOR242C	2
YOL065C	2
YDR443C	2
YLR395C	2
YBL046W	2
YDR464W	2
YGR104C	2
YBL066C	2
YLR407W	2
YDR363W	2
YBR203W	2
YGR013W	2
YMR005W	2
YHR140W	2
YLR421C	2
YGR062C	2
YMR232W	2
YOL077W-A	2
YDL202W	2
YGL175C	2
YCL027W	2
YJL066C	2
YLL014W	2
YKL185W	2
YOL111C	2
YPR179C	2
YNL234W	2
YKR083C	2
YBR057C	2
YHL009C	2
YKL077W	2
YPL233W	2
YHL029C	2
YPL180W	2
YBL029W	2
YPL007C	2
YBR255W	2
YBR288C	2
YOL067C	2
YML129C	2
YGL154C	2
YOR104W	2
YLR363W-A	2
YLR033W	2
YHR101C	2
YOR313C	2
YKL074C	2
YMR098C	2
YDR231C	2
YPL014W	2
YMR256C	2
YFR011C	2
YEL043W	2
YJL156C	2
YLR221C	2
YDR318W	2
YJR118C	2
YLR003C	2
YDL233W	2
YNL038W	2
YJL205C	2
YBL029C-A	2
YLR192C	2
YLR292C	2
YBR185C	2
YHR078W	2
YGL151W	2
YFR034C	2
YDR179W-A	2
YDL107W	2
YMR263W	2
YOR051C	2
YGL016W	2
YBR122C	2
YFR045W	2
YDL057W	2
YKL173W	2
YLL004W	2
YCL014W	2
YER071C	2
YMR138W	2
YDL231C	2
YDL092W	2
YCR035C	2
YJR012C	2
YKL137W	2
YKL122C	2
YJR042W	2
YBR162W-A	2
YDR067C	2
YOL149W	2
YOR368W	2
YPR124W	2
YKL183W	2
YLR145W	2
YML055W	2
YER041W	2
YBL018C	2
YJL006C	2
YLR039C	2
YBR040W	2
YDR296W	2
YPL173W	2
YOL072W	2
YNL122C	2
YMR126C	2
YKL064W	2
YPR010C-A	2
YMR112C	2
YBR204C	2
YIL087C	2
YOR129C	2
YLR090W	2
YGR247W	2
YER155C	2
YPL099C	2
YKL090W	2
YOR158W	2
YNL211C	2
YGR081C	2
YJR080C	2
YDR020C	2
YGL028C	2
YOL110W	2
YHR059W	2
YDR498C	2
YGL219C	2
YKL142W	2
YMR313C	2
YLR283W	2
YLR390W-A	2
YML048W	2
YNL151C	2
YNL056W	2
YAL011W	2
YBR095C	2
YAL014C	2
YML031W	2
YGR128C	2
YJL201W	2
YBR253W	2
YCR015C	2
YHR211W	2
YAR050W	2
YPL171C	1
YHR179W	1
YBR019C	1
YLR153C	1
YBR062C	1
YFL039C	1
YNL110C	1
YOR304W	1
YGL073W	1
YFL053W	1
YPR069C	1
YER133W	1
YOR244W	1
YJR131W	1
YOR270C	1
YOL002C	1
YHR107C	1
YJL034W	1
YBL063W	1
YLR188W	1
YNL148C	1
YOR061W	1
YDR135C	1
YNR013C	1
YFL054C	1
YIL126W	1
YNL271C	1
YML061C	1
YGR067C	1
YML070W	1
YLR057W	1
YOR378W	1
YOR140W	1
YGL247W	1
YMR307W	1
YML002W	1
YER130C	1
YBR240C	1
YJR076C	1
YDR106W	1
YLL055W	1
YDR139C	1
YJR078W	1
YDL081C	1
YFR032C-A	1
YHR029C	1
YML131W	1
YJL001W	1
YJL210W	1
YDR030C	1
YMR114C	1
YJL189W	1
YFL003C	1
YGR020C	1
YNL239W	1
YFR038W	1
YBL098W	1
YBR222C	1
YHR039C-A	1
YBL078C	1
YNR064C	1
YDR068W	1
YKL100C	1
YHR193C	1
YPR147C	1
YGL251C	1
YOL058W	1
YKL047W	1
YPL015C	1
YKL216W	1
YGR042W	1
YGL050W	1
YLL039C	1
YNL141W	1
YDL154W	1
YGL127C	1
YNL286W	1
YLR271W	1
YOR148C	1
YDL105W	1
YDR381W	1
YKL139W	1
YCR023C	1
YGL156W	1
YDR081C	1
YHR189W	1
YNL213C	1
YER053C	1
YOL141W	1
YNL155W	1
YKL140W	1
YGL161C	1
YER004W	1
YDR402C	1
YEL019C	1
YDL189W	1
YOR386W	1
YBR201W	1
YLR231C	1
YEL020C	1
YOR339C	1
YJR134C	1
YBR046C	1
YMR152W	1
YKL218C	1
YOL152W	1
YGL183C	1
YBR186W	1
YIL072W	1
YMR194C-B	1
YBR274W	1
YER015W	1
YPL207W	1
YBL050W	1
YCR016W	1
YLR007W	1
YLR348C	1
YLL060C	1
YDL047W	1
YPL236C	1
YNL245C	1
YFR047C	1
YIL150C	1
YJR025C	1
YGL033W	1
YML005W	1
YDL200C	1
YMR090W	1
YLR126C	1
YIL164C	1
YLL056C	1
YLR011W	1
YIL124W	1
YJL094C	1
YER072W	1
YIL162W	1
YJR010C-A	1
YLR262C-A	1
YGR263C	1
YJL055W	1
YIR042C	1
YOR238W	1
YOR388C	1
YGR203W	1
YJL212C	1
YDR539W	1
YOL164W	1
YER076C	1
YJR154W	1
YHL026C	1
YOL154W	1
YLR411W	1
YDR538W	1
YDR524C	1
YBR199W	1
YDR403W	1
YIR038C	1
YPL248C	1
YJR077C	1
YHR087W	1
YLR035C	1
YJR111C	1
YBL090W	1
YPL024W	1
YGR129W	1
YGL020C	1
YMR319C	1
YML079W	1
YKL108W	1
YMR159C	1
YKL054C	1
YDR194C	1
YKL052C	1
YMR294W	1
YIL102C-A	1
YDR286C	1
YML081C-A	1
YBR163W	1
YGR072W	1
YBR233W-A	1
YML043C	1
YBL014C	1
YNL070W	1
YOR215C	1
YML051W	1
YMR168C	1
YOR080W	1
YBR168W	1
YOR273C	1
YDL067C	1
YMR087W	1
YHR138C	1
YDR076W	1
YDR488C	1
YKR064W	1
YNL246W	1
YLR250W	1
YPL166W	1
YMR129W	1
YKL174C	1
YKL071W	1
YBR295W	1
YJL213W	1
YBR008C	1
YHR048W	1
YJR089W	1
YMR149W	1
YDR520C	1
YGL176C	1
YCL061C	1
YMR069W	1
YHR156C	1
YCL012C	1
YOR373W	1
YLR132C	1
YNL187W	1
YML088W	1
YDR367W	1
YDR428C	1
YGL164C	1
YJR112W-A	1
YCL047C	1
YCR030C	1
YGL093W	1
YNL193W	1
YKR082W	1
YEL015W	1
YCL029C	1
YGL129C	1
YPR200C	1
YDR124W	1
YNL149C	1
YIL017C	1
YIR030C	1
YOR144C	1
YKL107W	1
YMR117C	1
YLR440C	1
YFL055W	1
YJR053W	1
YBR137W	1
YOR198C	1
YBL028C	1
YER046W	1
YBR022W	1
YDR248C	1
YOR100C	1
YAR035W	1
YMR189W	1
YGL001C	1
YGR060W	1
YHR190W	1
YMR202W	1
YER156C	1
YLR056W	1
YPR025C	1
YNL111C	1
YER043C	1
YJL088W	1
YNL112W	1
YLR176C	1
YMR284W	1
YML126C	1
YHR007C	1
YPL266W	1
YGR175C	1
YMR015C	1
YDR047W	1
YCR014C	1
YLR027C	1
YER069W	1
YAR015W	1
YLR389C	1
YJL167W	1
YBR034C	1
YKL221W	1
YNL280C	1
YNL242W	1
YMR178W	1
YNR030W	1
YPL065W	1
YIR034C	1
YER044C	1
YNR043W	1
YMR221C	1
YEL024W	1
YPL246C	1
YKL197C	1
YKR090W	1
YLR001C	1
YBR159W	1
YFR027W	1
YNR050C	1
YPL268W	1
YOL012C	1
YLR167W	1
YGR234W	1
YBL082C	1
YDL014W	1
YAL002W	1
YHR026W	1
YHL015W	1
YBL041W	1
YDR371W	1
YLR175W	1
YGR159C	1
YDR188W	1
YPR002W	1
YKR081C	1
YKR086W	1
YHR119W	1
YML092C	1
YDR375C	1
YIR002C	1
YDR037W	1
YLR377C	1
YDR212W	1
YOL052C	1
YDR361C	1
YMR165C	1
YLR109W	1
YMR156C	1
YML105C	1
YPL190C	1
YOR243C	1
YJR060W	1
YMR216C	1
YDR232W	1
YMR190C	1
YEL058W	1
YGL103W	1
YKL010C	1
YGL202W	1
YJL029C	1
YDR531W	1
YLR229C	1
YIL144W	1
YPR103W	1
YGR135W	1
YMR300C	1
YMR260C	1
YCR033W	1
YHR020W	1
YDR527W	1
YPR033C	1
YGL120C	1
YNL025C	1
YJR069C	1
YPL239W	1
YOR166C	1
YOL127W	1
YGR082W	1
YMR304W	1
YDR006C	1
YLR325C	1
YNL147W	1
YGL123W	1
YLR340W	1
YOR143C	1
YIR027C	1
YCR053W	1
YMR137C	1
YLR191W	1
YMR076C	1
YLR066W	1
YGR258C	1
YJL002C	1
YOL004W	1
YDR226W	1
YMR213W	1
YJR073C	1
YGL055W	1
YDR052C	1
YLR337C	1
YBR083W	1
YOR157C	1
YER006W	1
YGL066W	1
YOR353C	1
YJL102W	1
YNL248C	1
YPL243W	1
YHL010C	1
YOL006C	1
YJL145W	1
YDR045C	1
YGL125W	1
YPL093W	1
