genes	logFC	logCPM	PValue	FDR	Portein_names
KLMA_20261	-0.713304065	3.0391498	2.36271E-05	0.000298886	hypothetical protein KLMA_20261
KLMA_10334	-0.712473449	6.29710928	7.26223E-08	2.18544E-06	protein SDA1
KLMA_60409	-0.709532632	3.923785116	2.46771E-08	8.36088E-07	protein ZIP2
KLMA_20735	-0.700344739	6.329073255	1.75642E-10	9.24982E-09	ubiquitin carboxyl-terminal hydrolase 10
KLMA_20192	-0.696426362	5.603613739	4.69909E-05	0.000529467	ribosome biogenesis protein NOP53
KLMA_30432	-0.691962107	4.993247693	0.00140334	0.008922813	protein BFR2
KLMA_40564	-0.686160821	1.875582962	0.000175704	0.001627697	hypothetical protein KLMA_40564
KLMA_20630	-0.685939539	5.347611842	0.001015582	0.006833771	60S ribosome subunit biogenesis protein NOP8
KLMA_50212	-0.684042491	4.026842248	5.09894E-07	1.15497E-05	tRNA(His) guanylyltransferase
KLMA_60369	-0.683876816	4.972166427	2.77048E-05	0.000338964	ribosome assembly 1 protein
KLMA_10008	-0.675306104	0.960534797	0.056556896	0.15114074	siderophore iron transporter ARN2
KLMA_50346	-0.667802561	7.251116753	6.25977E-12	4.46009E-10	uncharacterized protein KLMA_50346
KLMA_70357	-0.665478822	4.630681031	0.001739235	0.010493889	uncharacterized protein KLMA_70357
KLMA_70362	-0.660196942	6.651017268	4.47204E-05	0.000508616	ribosome biogenesis protein MAK21
KLMA_20739	-0.658461261	5.632887143	4.77285E-06	7.89231E-05	pre-rRNA-processing protein IPI3
KLMA_40500	-0.658167232	5.840281145	6.50185E-08	1.99376E-06	pre-rRNA-processing protein RIX1
KLMA_50445	-0.65811279	6.988634569	3.40033E-08	1.10568E-06	uncharacterized protein KLMA_50445
KLMA_40154	-0.655842807	6.494828405	6.2424E-06	9.78784E-05	hypothetical protein KLMA_40154
KLMA_40503	-0.655738277	5.614236786	1.93114E-05	0.000253456	U3 small nucleolar RNA-associated protein 9
KLMA_10010	-0.649114792	4.748471856	1.26373E-09	5.14519E-08	siderophore iron transporter ARN2
KLMA_20411	-0.648171735	5.665103046	1.99349E-07	5.26245E-06	essential nuclear protein 1
KLMA_60171	-0.648041318	5.940748744	5.35307E-10	2.33654E-08	protein SOV1
KLMA_30493	-0.645640651	5.860441127	2.25828E-07	5.91426E-06	periodic tryptophan protein 2
KLMA_20204	-0.643577767	6.293894974	3.50056E-07	8.52271E-06	multisubstrate pseudouridine synthase 7
KLMA_30060	-0.641555763	5.736541013	0.000640425	0.004659776	mRNA turnover protein 4
KLMA_80062	-0.641233048	6.538669905	2.20193E-16	3.0481E-14	"alpha-1,3-mannosyltransferase"
KLMA_30548	-0.634436269	5.53001518	7.14488E-05	0.000760812	ATP-dependent rRNA helicase RRP3
KLMA_40446	-0.630905776	1.06033401	0.007356239	0.032400887	conserved hypothetical membrane protein
KLMA_70041	-0.625578716	3.756607698	0.000469467	0.003645143	regulator of free ubiquitin chains 1
KLMA_70415	-0.625522619	4.291037241	0.000722333	0.005177055	U3 small nucleolar ribonucleoprotein protein LCP5
KLMA_60197	-0.624627816	4.938299012	0.00048997	0.003750248	ribosomal RNA-processing protein 1
KLMA_50244	-0.62123003	5.597510699	3.35219E-05	0.00039905	HNRNP arginine N-methyltransferase
KLMA_60446	-0.619536897	8.368625901	4.04674E-10	1.83238E-08	ribonuclease P protein component
KLMA_40579	-0.617188839	4.935329406	0.000679929	0.004895101	U3 small nucleolar RNA-associated protein 6
KLMA_50385	-0.61563152	6.089255013	2.36225E-06	4.36836E-05	nucleolar protein 16
KLMA_10791	-0.614973578	6.963974548	3.7045E-06	6.41011E-05	nucleolar GTP-binding protein 1
KLMA_80131	-0.610013737	5.486673342	3.19245E-06	5.64504E-05	uncharacterized protein KLMA_80131
KLMA_40397	-0.609844442	6.61697682	3.15729E-05	0.000379579	protein KRI1
KLMA_40302	-0.606741691	6.683058938	7.0683E-08	2.15383E-06	ribosome biogenesis protein ERB1
KLMA_30392	-0.60479227	4.513297002	1.37354E-05	0.000189595	uncharacterized protein KLMA_30392
KLMA_70065	-0.604250898	5.247425852	7.19342E-06	0.000110642	uncharacterized protein KLMA_70065
KLMA_80146	-0.602816792	4.824241819	6.73021E-05	0.000726233	protein SHQ1
KLMA_80397	-0.602052085	5.004963567	0.000487798	0.003740309	serine/threonine-protein kinase RIO1
KLMA_30307	-0.601338956	5.923268696	1.13448E-06	2.2713E-05	ATP-dependent RNA helicase ROK1
KLMA_20398	-0.60064978	5.829893242	3.68663E-06	6.40205E-05	ATP-dependent RNA helicase DBP6
KLMA_20462	-0.598475221	6.320533903	3.56887E-10	1.64678E-08	purine permease
KLMA_60232	-0.596166425	6.537956055	0.001196147	0.007810423	ribosome biogenesis protein 15
KLMA_60246	-0.595509791	4.760018354	0.000201149	0.001818221	cytoplasmic tRNA 2-thiolation protein 2
KLMA_20215	-0.592014432	5.752616078	0.009864361	0.040709393	myb-like DNA-binding protein BAS1
KLMA_60235	-0.590161773	6.193460533	0.000142716	0.001377407	ATP-dependent RNA helicase DBP2
KLMA_80008	-0.587873297	5.055945211	3.10664E-07	7.67943E-06	uncharacterized protein KLMA_80008
KLMA_30453	-0.58203197	4.776956612	0.000170062	0.001581482	translation machinery-associated protein 16
KLMA_30255	-0.579767041	6.480977908	0.000223795	0.001989513	20S-pre-rRNA D-site endonuclease NOB1
KLMA_80019	-0.57959551	7.567909931	1.31074E-16	1.98454E-14	probable chaperone protein HSP31
KLMA_50057	-0.574972501	5.974368351	3.22214E-07	7.9245E-06	ATP-dependent RNA helicase DOB1
KLMA_10388	-0.569674208	6.805178431	6.98646E-05	0.000748881	rRNA-processing protein EBP2
KLMA_30083	-0.566545662	5.613766534	9.1907E-05	0.000937451	regulator of ribosome biosynthesis
KLMA_20249	-0.565591904	5.293302753	3.23438E-08	1.05882E-06	uncharacterized protein KLMA_20249
KLMA_80134	-0.565306809	5.122827399	0.000341691	0.002777673	uncharacterized protein KLMA_80134
KLMA_40555	-0.564574614	6.765227141	1.97403E-09	7.83949E-08	ribosome biogenesis protein BMS1
KLMA_50600	-0.563251345	6.010383398	1.39358E-05	0.000191272	uncharacterized protein KLMA_50600
KLMA_10262	-0.562433564	5.418696287	0.001732385	0.010493889	RNA 3\'-terminal phosphate cyclase-like protein
KLMA_20481	-0.562335516	4.46071118	0.002276047	0.013089354	RFX-like DNA-binding protein RFX1
KLMA_60122	-0.560384412	5.950576637	1.05261E-06	2.13385E-05	U3 small nucleolar RNA-associated protein 20
KLMA_70225	-0.555005178	7.203192342	2.24225E-09	8.622E-08	[NU+] prion formation protein 1 [Kluyveromyces marxianus DMKU3-1042]
KLMA_20409	-0.55379959	6.146283071	4.84378E-07	1.11223E-05	large subunit GTPase 1
KLMA_70290	-0.552519772	6.316756825	2.74103E-05	0.000337064	ribosomal RNA-processing protein 9
KLMA_20173	-0.551334506	5.809011342	0.000149186	0.001431298	probable metalloprotease ARX1
KLMA_10031	-0.549344357	6.706507151	2.3401E-05	0.000297579	adoMet-dependent rRNA methyltransferase SPB1
KLMA_30507	-0.548832892	3.709091131	0.008004871	0.034782207	ribosome biogenesis protein SLX9
KLMA_40251	-0.54729612	6.914133704	5.86048E-06	9.37096E-05	proteasome-interacting protein CIC1
KLMA_20126	-0.546390106	6.23409356	1.24951E-05	0.000175117	U3 small nucleolar RNA-associated protein 13
KLMA_40074	-0.542962965	5.572660161	9.39442E-11	5.21804E-09	DNA repair protein RAD5
KLMA_70220	-0.542895382	0.232230617	0.07909218	0.190455901	uncharacterized protein KLMA_70220
KLMA_40072	-0.540465288	5.664956511	2.19813E-05	0.000283243	probable ATP-dependent RNA helicase DHR1
KLMA_70284	-0.53999318	5.933845012	0.000639591	0.004659776	ribosomal RNA-processing protein 15
KLMA_20669	-0.538610477	4.128497538	0.000625204	0.004584187	arginine metabolism regulation protein II
KLMA_10293	-0.53512763	6.722968748	8.02406E-08	2.35615E-06	U3 small nucleolar RNA-associated protein 5
KLMA_80129	-0.534593843	4.832490943	1.08436E-05	0.000155897	FKBP12-associated protein 1
KLMA_50085	-0.532145058	5.255802502	5.27937E-05	0.000590728	U3 small nucleolar RNA-associated protein 18
KLMA_70445	-0.531987327	6.206317796	2.2125E-05	0.000283328	60S ribosomal subunit assembly/export protein LOC1
KLMA_10345	-0.531412181	5.829914035	1.70481E-06	3.21393E-05	tRNA (uracil-5-)-methyltransferase
KLMA_80142	-0.528293064	6.933920622	1.6087E-07	4.35429E-06	carbonic anhydrase
KLMA_10634	-0.52811165	5.871447376	3.262E-05	0.000390232	diphthamide biosynthesis protein 2
KLMA_70069	-0.527836235	7.141352316	8.81239E-08	2.57205E-06	ribosome biogenesis protein TSR1
KLMA_10817	-0.526694109	5.828249249	1.06901E-07	3.04666E-06	hypothetical protein KLMA_10817
KLMA_80171	-0.525801335	5.122618605	0.003556006	0.018525647	tRNA (adenine-N(1)-)-methyltransferase non-catalytic subunit TRM6
KLMA_20233	-0.523365638	5.496947665	2.93769E-05	0.000355828	hypothetical protein KLMA_20233
KLMA_30218	-0.51973802	6.687801283	8.52331E-07	1.76476E-05	ADIPOR-like receptor IZH3
KLMA_70282	-0.518386984	5.436818419	0.000856715	0.00592123	nucleolar complex protein 4
KLMA_20621	-0.517796316	8.998847987	1.91957E-10	9.78679E-09	nitrosoguanidine resistance protein SNG1
KLMA_40576	-0.516838034	7.449090218	2.54482E-08	8.56227E-07	homeobox protein YOX1
KLMA_50291	-0.514915951	6.775766225	3.97684E-10	1.81771E-08	rRNA biogenesis protein RRP5
KLMA_80247	-0.514244915	5.840479809	0.001542337	0.009592584	tRNA guanosine-2\'-O-methyltransferase TRM11
KLMA_50214	-0.512245919	7.439452406	2.70743E-10	1.325E-08	DNA-directed RNA polymerase I subunit RPA2
KLMA_50430	-0.508455214	6.515545922	0.000236595	0.002086842	multiple RNA-binding domain-containing protein 1
KLMA_50562	-0.506759342	6.133191129	8.42989E-06	0.000126058	protein MSF1
KLMA_20359	-0.506299097	6.007429899	6.3582E-05	0.000694335	nucleolar protein 12
KLMA_70093	-0.504896373	7.99272161	1.3648E-08	4.68968E-07	carboxypeptidase S
KLMA_30192	-0.504131639	6.714205431	3.0659E-09	1.14264E-07	protein PET130
KLMA_10496	-0.501588693	4.330000261	0.000231434	0.002049901	rRNA-processing protein EFG1
KLMA_70302	-0.501577644	6.323374373	1.99854E-07	5.26245E-06	LETM1 domain-containing protein YLH47
KLMA_60031	-0.500770841	5.2148466	0.003291472	0.017524377	tRNA (adenine-N(1)-)-methyltransferase catalytic subunit TRM61
KLMA_10608	-0.500601972	6.373122487	0.000111871	0.001124517	hypothetical protein KLMA_10608
KLMA_50561	-0.500287788	4.320288622	0.016813577	0.061995268	protein ATC1/LIC4
KLMA_80172	-0.498480807	2.474611342	0.005682265	0.026420895	mitochondrial N(5)-glutamine methyltransferase MTQ1
KLMA_70419	-0.497559138	5.488332862	0.001134793	0.007470205	protein LTV1
KLMA_10349	-0.495208731	4.845453345	7.74553E-06	0.00011764	ribosome biogenesis protein UTP30
KLMA_40369	-0.494057682	6.399832841	2.78144E-06	5.02839E-05	protein MAK11
KLMA_80081	-0.493789664	6.782653131	0.000186626	0.001708722	ribosome biogenesis protein RLP24
KLMA_60254	-0.493496599	5.437815005	0.006192381	0.028277178	H/ACA ribonucleoprotein complex non-core subunit NAF1
KLMA_60538	-0.493005125	6.260637259	0.000882513	0.006073545	uncharacterized protein KLMA_60538
KLMA_30511	-0.48823949	6.645184241	0.000547116	0.004102087	ATP-dependent RNA helicase DBP3
KLMA_50520	-0.488224962	5.970530045	3.85618E-05	0.000444697	tRNA (guanine-N(7)-)-methyltransferase subunit TRM82
KLMA_40068	-0.487703435	2.503859399	0.002240996	0.012965542	DNA mismatch repair protein MLH2
KLMA_60209	-0.487217452	8.045199873	6.81657E-10	2.92268E-08	DNA-directed RNA polymerase I subunit RPA1
KLMA_40432	-0.485742649	6.586102422	5.14272E-05	0.000578108	60S ribosomal export protein NMD3
KLMA_40206	-0.484331225	3.993616284	0.004104798	0.020523988	DNA topoisomerase 3
KLMA_10591	-0.484028186	4.57806902	0.002542568	0.014307481	protein TMA23
KLMA_30419	-0.481684799	4.354851168	0.01237904	0.048524636	box C/D snoRNA protein 1
KLMA_40458	-0.480777152	5.477036133	0.002555129	0.014361483	tRNA-dihydrouridine synthase 3
KLMA_10179	-0.480134288	8.646603936	3.43158E-06	6.00216E-05	glycerol-3-phosphate dehydrogenase
KLMA_50282	-0.479623791	5.136847942	0.002521648	0.0142228	uncharacterized protein KLMA_50282
KLMA_40600	-0.479189813	6.282170551	5.78131E-06	9.36804E-05	tRNA (uracil-5-)-methyltransferase TRM9
KLMA_20600	-0.475558764	7.255424285	1.65203E-11	1.02617E-09	glycosyltransferase family protein
KLMA_60153	-0.472500124	5.488803221	9.03405E-06	0.000133039	nucleolar pre-ribosomal-associated protein 1
KLMA_50072	-0.46912443	6.199864501	0.001623842	0.010009563	pre-60S factor REI1
KLMA_70047	-0.469028694	6.877908553	1.39335E-06	2.72208E-05	rRNA-processing protein FYV7
KLMA_20470	-0.466312741	4.986569397	3.46316E-05	0.000406969	DNA-directed RNA polymerase III subunit RPC6
KLMA_60456	-0.465022846	6.464705182	1.19196E-05	0.000168861	transcription factor NRM1
KLMA_80380	-0.461192607	7.461167813	1.19135E-07	3.29835E-06	importin subunit beta-4
KLMA_20051	-0.460663307	5.282023735	0.010246553	0.042036029	rRNA-processing protein CGR1
KLMA_30190	-0.45900382	4.042926199	0.066653017	0.169341303	pre-rRNA-processing protein IPI1
KLMA_10566	-0.458138007	5.671560659	0.000234105	0.002069775	DNA-directed RNA polymerase III subunit RPC7
KLMA_10056	-0.457916357	5.149779959	0.000605349	0.004477732	DnaQ-like exonuclease domain-containing protein
KLMA_60136	-0.455158121	6.69174442	1.11192E-05	0.000159387	ribosome biogenesis protein BRX1
KLMA_50309	-0.455110047	5.975609816	0.005449776	0.025535942	periodic tryptophan protein 1
KLMA_10302	-0.450589073	6.565819396	0.00168705	0.010307384	uncharacterized protein KLMA_10302
KLMA_60388	-0.446649512	7.407891405	1.01386E-09	4.19842E-08	uncharacterized protein KLMA_60388
KLMA_60520	-0.4448328	6.367603041	2.50185E-06	4.53987E-05	ferric/cupric reductase transmembrane component 1
KLMA_70303	-0.444593339	4.321011573	0.000288551	0.002431356	"probable 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase"
KLMA_40168	-0.443592013	6.375191489	0.000468278	0.003641744	midasin
KLMA_40241	-0.442231731	4.591249517	0.000153653	0.001465449	uncharacterized protein KLMA_40241
KLMA_60025	-0.441780768	5.764642648	6.59911E-07	1.42735E-05	ribosome biogenesis protein ALB1
KLMA_60251	-0.436646858	3.830955528	0.000590002	0.004384296	origin recognition complex subunit 6
KLMA_40619	-0.436150933	6.058858008	0.000391703	0.003126522	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43
KLMA_50476	-0.435664426	5.038915185	0.042353699	0.122509655	protein FAF1
KLMA_60533	-0.434887524	3.852120934	0.000580591	0.004322234	chromosome segregation in meiosis protein 2
KLMA_20437	-0.434643839	5.436239766	8.33088E-06	0.000124963	ribosome biogenesis ATPase RIX7
KLMA_30516	-0.433487848	7.28902954	2.98448E-07	7.41529E-06	H/ACA ribonucleoprotein complex subunit 2
KLMA_20597	-0.432155657	5.551666312	2.90706E-05	0.000353887	transaminated amino acid decarboxylase
KLMA_10443	-0.431747794	1.43965289	0.02708541	0.088250715	hypothetical protein KLMA_10443
KLMA_10418	-0.430711717	5.760306871	0.000281525	0.002392958	ribosome biogenesis protein RPF2
KLMA_80399	-0.429159059	7.121419319	4.45285E-06	7.43933E-05	pre-rRNA-processing protein ESF1
KLMA_70449	-0.429117726	5.193761666	3.49391E-05	0.000408888	ATP-dependent rRNA helicase SPB4
KLMA_50229	-0.428444286	3.641922552	0.003696556	0.019073285	uncharacterized protein KLMA_50229
KLMA_10088	-0.427568207	7.337330769	6.27491E-09	2.25199E-07	PH-like super family protein
KLMA_10411	-0.426634506	3.588462148	0.00061727	0.004552014	hypothetical protein KLMA_10411
KLMA_50292	-0.426554613	3.047958763	0.000959389	0.006519268	conserved hypothetical membrane protein
KLMA_20128	-0.4263998	5.518530314	0.004638579	0.022496411	ribosome assembly protein 3
KLMA_80030	-0.425722853	4.515789767	0.031677916	0.099160965	rRNA-processing protein UTP23
KLMA_20147	-0.423605326	5.671621553	0.007102975	0.03145696	U3 small nucleolar RNA-associated protein 15
KLMA_40525	-0.423577087	3.162657617	0.014445889	0.055023846	SRR1-like protein BER1
KLMA_80304	-0.423015501	2.576431291	0.023637719	0.079808187	hypothetical protein KLMA_80304
KLMA_60474	-0.421917319	6.56575613	5.77578E-06	9.36804E-05	putative methyltransferase BUD23
KLMA_40228	-0.421336041	6.541900258	1.87111E-06	3.51378E-05	U3 small nucleolar RNA-associated protein 10
KLMA_30214	-0.420698906	5.628532615	0.000133657	0.001298053	protein HGH1
KLMA_20738	-0.42004352	6.342688584	0.000113673	0.001137901	nucleolar protein 6
KLMA_80145	-0.419475566	5.284145969	0.002003248	0.011850713	diphthamide biosynthesis protein 1
KLMA_50246	-0.418748593	6.270891281	1.92533E-05	0.000253456	ribosomal N-lysine methyltransferase 3
KLMA_50043	-0.418187102	6.819599887	1.65431E-07	4.45286E-06	DNA-directed RNA polymerase III subunit RPC2
KLMA_20688	-0.41455232	5.525494836	0.002069353	0.012182279	exosome complex component SKI6
KLMA_40474	-0.414383451	3.194683053	0.051605605	0.141982583	transcription factor IIIA
KLMA_70417	-0.414239633	5.581251965	0.000329806	0.002703743	uncharacterized protein KLMA_70417
KLMA_10012	-0.41133146	7.105266652	0.003875962	0.019684522	uncharacterized protein C11D3.14c
KLMA_30344	-0.409782298	6.190660707	2.21633E-05	0.000283328	protein HIM1
KLMA_10278	-0.409372591	7.167284175	8.42524E-07	1.75194E-05	exoribonuclease II
KLMA_70395	-0.408415918	6.024287563	0.000394066	0.003140215	tRNA pseudouridine synthase 4
KLMA_10282	-0.408013359	5.825507272	0.001732871	0.010493889	pre-rRNA-processing protein PNO1
KLMA_60303	-0.40604666	5.621682564	0.007237665	0.03193669	rRNA-processing protein FCF2
KLMA_50558	-0.405972665	4.75145094	8.56736E-05	0.000883167	phosducin-like protein 1
KLMA_10134	-0.405957649	6.691942878	2.66312E-05	0.000329995	DNA-directed RNA polymerase I subunit RPA49
KLMA_40004	-0.40595565	1.136454973	0.091527727	0.211570532	pyrimidine precursor biosynthesis enzyme THI13
KLMA_20439	-0.405680562	5.634482847	3.66158E-05	0.000426451	protein GRC3
KLMA_10295	-0.404288228	5.279277539	5.78911E-05	0.000640371	probable transporter MCH2
KLMA_20795	-0.404240126	6.93656427	4.33453E-06	7.34294E-05	mitochondrial 2-oxodicarboxylate carrier 2
KLMA_70356	-0.402259265	3.917453908	0.002309144	0.013224355	hypothetical protein KLMA_70356
KLMA_40123	-0.401944409	8.098730581	1.94771E-05	0.000253674	valine amino-acid permease
KLMA_40582	-0.4004178	1.267145461	0.065289034	0.167012182	hypothetical protein KLMA_40582
KLMA_30036	-0.399872977	6.067862595	2.4577E-06	4.49351E-05	UDP-N-acetylenolpyruvoylglucosamine reductase
KLMA_40063	-0.399738172	3.195200628	0.009415695	0.039411747	protein JLP2
KLMA_30101	-0.3979755	0.576530474	0.133777424	0.278894846	uncharacterized protein KLMA_30101
KLMA_30405	-0.397620624	4.565728455	0.000438849	0.003451665	tRNA-specific adenosine deaminase subunit TAD2
KLMA_30591	-0.396630527	6.109211638	3.86414E-05	0.000444697	bolA-like protein 3
KLMA_40422	-0.396493627	5.531413884	0.005807236	0.026892985	ribosome biogenesis protein YTM1
KLMA_40431	-0.395495835	3.849190235	0.155533084	0.309616292	uncharacterized protein KLMA_40431
KLMA_40064	-0.393336688	7.452819341	2.06693E-05	0.000267762	ribosome assembly protein RRB1
KLMA_60335	-0.393069265	8.556759723	9.17389E-06	0.000134689	NAD-dependent malic enzyme
KLMA_30345	-0.391895241	6.455996443	1.01144E-06	2.06768E-05	hypothetical protein KLMA_30345
KLMA_60168	-0.387687682	2.402838141	0.010475723	0.042831122	helper of Tim protein 13
KLMA_20338	-0.387616369	4.915147702	0.000580758	0.004322234	hypothetical protein KLMA_20338
KLMA_20209	-0.386155358	6.168110359	2.86725E-06	5.16425E-05	serine/threonine-protein kinase RAD53
KLMA_10687	-0.38543802	5.636008495	3.8766E-05	0.000445074	mitochondrial translation factor ATP22
KLMA_50317	-0.384576353	6.204307676	0.000148639	0.001431298	putative adenylate kinase FAP7
KLMA_10567	-0.384445753	4.199823891	0.00045666	0.003574342	hypothetical protein KLMA_10567
KLMA_20101	-0.384226561	7.29050642	4.04126E-07	9.69301E-06	sterol-sensing super family
KLMA_R710	-0.38334707	2.796905175	0.114325864	0.248724207	
KLMA_30348	-0.383308825	6.546570571	1.0749E-06	2.16995E-05	aquaporin-2
KLMA_70085	-0.383236549	3.968883566	0.004094961	0.020517152	central kinetochore subunit MCM16
KLMA_40561	-0.382827444	1.595979827	0.067873199	0.171689302	hypothetical protein KLMA_40561
KLMA_60184	-0.38188212	4.628057419	0.000608107	0.004491275	tRNA-splicing endonuclease subunit SEN15
KLMA_80123	-0.381507373	6.179176078	8.62655E-06	0.000128602	sphingosine N-acyltransferase lac1
KLMA_30015	-0.38113774	4.755248785	0.000168615	0.001571035	uncharacterized protein KLMA_30015
KLMA_60486	-0.380277223	8.18017927	2.90184E-07	7.28467E-06	PHO85 cyclin-2
KLMA_70414	-0.380175066	6.394595145	0.000208235	0.001871795	ribosome biogenesis protein NSA2
KLMA_10073	-0.379869763	8.047129493	4.36902E-06	7.34996E-05	serine/threonine-protein kinase GIN4
KLMA_20229	-0.379303247	5.332933488	0.000853476	0.00590727	DNA replication regulator SLD3
KLMA_10407	-0.378993874	4.68138339	0.001395827	0.008886702	zinc finger protein RTS2
KLMA_30343	-0.377897598	5.85792477	1.45436E-05	0.000198489	central kinetochore subunit MCM21
