genes,direction
YNL043C,down
YGL052W,up
YHR214W,mixed
YDR031W,down
YPR096C,up
YKL065W-A,down
YHR219W,up
YAR066W,down
snR66,down
YDR040C,mixed
YMR001C-A,down
YOR121C,up
YER180C-A,down
YGR107W,up
YIR044C,mixed
tL(UAG)L1,down
snR37,down
YBR180W,down
YOL106W,down
YHL048W,down
YJL107C,up
YJL108C,up
YKL187C,down
YJL045W,down
YDL022W,up
YER062C,up
YNL040W,down
YDL218W,down
YNL134C,down
YKL096W-A,down
YBL075C,down
YKL163W,down
YDR343C,down
YMR058W,up
YDL037C,up
YLR042C,up
YMR118C,down
YIR016W,down
YPL186C,down
YLR413W,up
YIL162W,up
YHR033W,up
YNR069C,down
YGL251C,down
YDL039C,up
YKL107W,down
YMR251W-A,down
YAL049C,down
YGR287C,up
YOL143C,up
YNR068C,down
YJL016W,down
YDL085W,down
YBR026C,down
YBR014C,up
YCL027W,down
YOR230W,down
YGR087C,down
YER054C,down
YKL051W,down
YHL035C,up
YDR518W,down
YLR256W,down
YDR508C,up
YLR438W,down
YBR295W,down
YOR173W,down
YOL058W,down
YML070W,up
YOL052C-A,down
YIR038C,down
YNL036W,down
YPL036W,down
YEL039C,down
YKL050C,down
YNL115C,down
YHR018C,down
YGL184C,down
YNR019W,down
YIL169C,up
YOR186W,down
YNL014W,down
YOR386W,down
YIL045W,down
YDL168W,up
YGL096W,down
YOL083W,down
YEL011W,down
YGR044C,down
YDR535C,up
YDR524C-B,down
YMR319C,down
YFR022W,up
YCR005C,up
YNL009W,down
YOL151W,up
YBR214W,down
YMR196W,down
YPR160W,down
YHR216W,up
YIL166C,up
YMR006C,down
YDR368W,up
YGL157W,up
YOR034C,down
YCR061W,down
YHL024W,down
YLR178C,down
YLR056W,down
YAR033W,down
YIL164C,down
YMR096W,down
YJL163C,down
YEL065W,up
YLR346C,down
YBR285W,down
YPL004C,down
YHL040C,up
YIL089W,down
YGR161C,down
YDR342C,down
YBR147W,down
YGL047W,down
YIR036C,down
YPR005C,up
YAL061W,down
YNL200C,down
YGR180C,down
YKR091W,down
YGL209W,up
YDR055W,down
YMR107W,down
YKL103C,down
YHR104W,up
YDR275W,down
YER075C,up
YER037W,down
YCL026C-B,up
YJR096W,down
YPL092W,down
YJL026W,down
YPR151C,down
YCL047C,up
YDR534C,up
YDL154W,down
YOR134W,down
YJR148W,down
YEL060C,down
YFL014W,down
YGR201C,down
YDR018C,down
YHR029C,down
YHR049W,up
YLL062C,up
YFL053W,down
YIL099W,down
YMR238W,down
YGR154C,down
YDL124W,down
YIL013C,down
YDR380W,down
YGR008C,down
YJL048C,down
YGR248W,down
YJR008W,down
YNR034W,up
YKL217W,down
YNL335W,down
YCL048W-A,down
YKL096W,up
YER121W,down
YIL072W,down
YHR160C,down
YBR066C,down
YDR034W-B,down
YFR055W,up
YNL108C,up
YBR157C,down
YGR243W,up
YLR164W,down
YPR009W,up
YLR194C,down
YBR005W,down
YHR044C,up
YGL253W,up
YNR056C,down
YBR056W-A,down
YCL009C,down
YNL093W,down
YLR296W,up
YLR237W,down
YGR127W,down
YDR070C,down
YOR161C,up
YPR184W,down
YPL170W,down
YLL026W,down
YGR236C,down
YJR109C,down
YHR209W,down
YHR138C,down
YDR357C,down
YLR297W,down
YGL156W,down
YBR145W,down
YER073W,down
YML075C,down
YDR261W-B,up
YLL028W,down
YMR250W,down
YGR049W,down
YBR056W,down
YOR237W,down
YLR307C-A,down
YDR134C,down
YOR382W,up
YNR060W,up
YMR053C,down
YER096W,down
YHR097C,down
YOR247W,up
YOL136C,up
YNL160W,down
YDR453C,down
YPR149W,down
YPL250C,down
YGR256W,down
YOR383C,down
YFL003C,up
YML066C,up
YOL016C,down
YPL264C,down
YBR161W,up
YML027W,up
YFL052W,up
YKR076W,down
YJL052W,down
YIR037W,down
YMR232W,down
YKL178C,down
YKL044W,down
YOR009W,down
YJR009C,up
YDR533C,down
YNR002C,down
YMR175W,down
YEL073C,down
YCL012C,down
YDL129W,down
YGR138C,down
YOL164W,up
YKR093W,down
YPL061W,up
YPL062W,up
YDL222C,down
YMR317W,up
YGR153W,down
YPR138C,down
YML128C,down
YMR244W,down
YDR033W,up
YKL071W,down
YJL105W,down
YDR119W-A,down
YDR525W-A,down
YOL020W,up
YIL066C,down
YKR039W,down
YBR018C,down
tQ(UUG)L,down
YKL201C,up
YHR137W,down
snR31,up
YOL109W,down
YER084W,down
YGR109C,up
YFL060C,up
YOL091W,down
YER175C,down
YOR031W,down
YIR028W,down
YKL026C,down
YGR144W,up
YHL030W-A,down
YGL180W,down
YNR014W,down
YOR192C-B,up
YDR402C,up
YBR299W,up
YDR213W,down
YGR066C,up
YEL067C,up
tS(GCU)L,down
tN(GUU)P,down
YPR201W,up
snR11,up
YGL117W,down
YER189W,up
YPR202W,up
tG(GCC)D2,down
YLR037C,down
LSR1,down
YNR044W,down
YBR296C,up
YLR142W,down
YFL065C,up
YCL064C,down
YLR123C,up
YHR184W,down
YNL142W,down
YKL177W,down
YAR068W,up
YJR160C,up
YCL048W,down
snR46,up
snR57,down
YJR087W,up
YPL279C,up
YGR292W,up
YGR064W,up
YDR046C,down
