"prot"	"HighTemp_A"	"HighTemp_B"	"HighTemp_C"	"LowpH_A"	"LowpH_B"	"LowpH_C"	"LowpH_D"	"standard_A"	"standard_B"	"standard_C"	"standard_D"	"Top.Protein.Description"	"Chassy_ID"	"W29_NCBI"	"CLIB122_NCBI"	"CLIB122_UNIPROT"	"Protein_name"	"ec_number"
"a6.a1.a1"	42066.3616299455	47779.9390897717	39269.506350388	109045.069260303	85441.0883089207	82376.9012264407	84090.1742403398	64815.0968528744	42150.7377646993	52800.5492832896	61717.6563830695	"Chassy_YL_E_604;YALI1_E15659g;YALI0E12683g1_1;Q6C638;uniprot|Q6C638 Yarrowia lipolytica YALI0E12683g MET6 Homocysteine methyltransferase"	"Chassy_YL_E_604"	"YALI1_E15659g"	"YALI0E12683g1_1"	"Q6C638"	"uniprot|Q6C638 Yarrowia lipolytica YALI0E12683g MET6 Homocysteine methyltransferase"	""
"a7.a1.a1"	46982.3588866989	52065.7013617515	41491.1820339691	59345.0984800904	45987.1659191571	52877.4685931993	50128.7852503768	53993.7026348289	23928.8200689558	45485.9505760261	45599.3914255647	"Chassy_YL_D_470;YALI1_D11984g;YALI0D09361g1_1;Q6C9P6;uniprot|Q6C9P6 Yarrowia lipolytica YALI0D09361g ACO1 Aconitase"	"Chassy_YL_D_470"	"YALI1_D11984g"	"YALI0D09361g1_1"	"Q6C9P6"	"uniprot|Q6C9P6 Yarrowia lipolytica YALI0D09361g ACO1 Aconitase"	"4.2.1.-"
"a7.a2.a1"	1263.00092771993	1499.56160893863	960.500647091843	1940.77311268627	1828.46707082749	2008.6607858659	1869.4316936965	2589.40286581759	478.185351974428	1770.40130220268	1961.67334149712	"Chassy_YL_E_700;YALI1_E17935g;YALI0E14949g1_1;Q6C5V2;uniprot|Q6C5V2 Yarrowia lipolytica YALI0E14949g ACO2 Aconitase"	"Chassy_YL_E_700"	"YALI1_E17935g"	"YALI0E14949g1_1"	"Q6C5V2"	"uniprot|Q6C5V2 Yarrowia lipolytica YALI0E14949g ACO2 Aconitase"	"4.2.1.-"
"a8.a1.a1"	160469.067778862	159482.344529411	120472.371296988	150154.683826013	121067.476698989	126758.96318043	120839.785542798	146942.070117385	93192.8509930666	123112.087546359	111614.039231761	"Chassy_YL_C_439;YALI1_C12642g;YALI0C09141g1_1;O59949;uniprot|O59949 Yarrowia lipolytica YALI0C09141g TEF Elongation factor 1-alpha (EF-1-alpha)"	"Chassy_YL_C_439"	"YALI1_C12642g"	"YALI0C09141g1_1"	"O59949"	"uniprot|O59949 Yarrowia lipolytica YALI0C09141g TEF Elongation factor 1-alpha (EF-1-alpha)"	""
"a9.a1.a1"	32034.1857428182	35064.9510790283	26075.2209049303	31360.9976922005	24478.5579839081	24638.6574933823	26223.223691513	26189.5093280333	15034.9520185932	22231.7119951931	23861.4670266552	"Chassy_YL_B_208;YALI1_B05364g;YALI0B03982g1_1;Q6CFT7;highly similar to uniprot|P00830 Saccharomyces cerevisiae YJR121W ATP2 Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis"	"Chassy_YL_B_208"	"YALI1_B05364g"	"YALI0B03982g1_1"	"Q6CFT7"	"highly similar to uniprot|P00830 Saccharomyces cerevisiae YJR121W ATP2 Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis"	"3.6.3.14"
"b11.a1.a1"	108963.431693095	116956.520165351	82458.1115823727	109427.72218084	77205.2203596544	92220.4600150867	88344.5791862573	97295.5440898696	44804.1139259525	79982.7874346743	78858.795670306	"Chassy_YL_F_154;YALI1_F04433g;YALI0F03179g1_1;Q6C326;highly similar to uniprot|P07251 Saccharomyces cerevisiae YBL099w ATP1 F1F0-ATPase complex, F1 alpha subunit"	"Chassy_YL_F_154"	"YALI1_F04433g"	"YALI0F03179g1_1"	"Q6C326"	"highly similar to uniprot|P07251 Saccharomyces cerevisiae YBL099w ATP1 F1F0-ATPase complex, F1 alpha subunit"	""
"b12.a1.a1"	68838.76702137	64446.5594893599	48917.8635103086	43579.9390146947	36797.8664636571	41850.0755891577	33258.8532664288	59617.7084104193	31585.6206825827	45259.6481552413	48383.6873151096	"Chassy_YL_E_720;YALI1_E18441g;YALI0E15378g1_1;F2Z6I5;uniprot|Q9P4D9 Yarrowia lipolytica YALI0E15378g MFE2 Multifunctional beta-oxidation enzyme, hydratase- dehydrogenase-epimerase"	"Chassy_YL_E_720"	"YALI1_E18441g"	"YALI0E15378g1_1"	"F2Z6I5"	"uniprot|Q9P4D9 Yarrowia lipolytica YALI0E15378g MFE2 Multifunctional beta-oxidation enzyme, hydratase- dehydrogenase-epimerase"	""
"b13.a1.a1"	31001.5225823715	20109.2445539686	18297.2013019867	29660.3822989103	37254.8192679458	45586.2222973551	31705.4257284005	29666.3874355465	12191.8166895517	17816.4932950799	23025.9411282957	"Chassy_YL_B_1074;YALI1_B28659g;YALI0B22066g1_1;Q6CDQ7;highly similar to uniprot|P05030 Saccharomyces cerevisiae YGL008c PMA1 H+-transporting P-type ATPase, major isoform, plasma membrane"	"Chassy_YL_B_1074"	"YALI1_B28659g"	"YALI0B22066g1_1"	"Q6CDQ7"	"highly similar to uniprot|P05030 Saccharomyces cerevisiae YGL008c PMA1 H+-transporting P-type ATPase, major isoform, plasma membrane"	"3.6.3.6"
"b14.a1.a1"	85074.9186238838	69137.199948893	62241.9455941255	31420.8290753991	32054.7661612041	35141.6506228012	27049.9469241869	67406.6743942594	35387.081196736	48313.7106411725	56663.8025804556	"Chassy_YL_D_1302;YALI1_D34353g;YALI0D25960g1_1;No Uniprot ID;similar to uniprot|P46367 Saccharomyces cerevisiae YOR374w ALD4 aldehyde dehydrogenase, frameshift"	"Chassy_YL_D_1302"	"YALI1_D34353g"	"YALI0D25960g1_1"	""	"similar to uniprot|P46367 Saccharomyces cerevisiae YOR374w ALD4 aldehyde dehydrogenase, frameshift"	""
"b15.a1.a1"	59567.1193647944	65068.8154483562	56916.7046947783	77871.5410506738	69584.193683315	59665.6449797843	52854.3760300023	61437.0397745068	40134.7138366685	51408.7991593607	64015.6238933893	"Chassy_YL_D_800;YALI1_D20676g;YALI0D16753g1_1;Q6C8V3;uniprot|Q6C8V3 Yarrowia lipolytica YALI0D16753g MDH1 Mitochondrial malate dehydrogenase"	"Chassy_YL_D_800"	"YALI1_D20676g"	"YALI0D16753g1_1"	"Q6C8V3"	"uniprot|Q6C8V3 Yarrowia lipolytica YALI0D16753g MDH1 Mitochondrial malate dehydrogenase"	"1.1.1.37"
"b16.a1.a1"	34183.4415555271	31501.6527883297	31487.0039426849	28987.9216959272	20568.8842454411	17296.9519274233	18466.0694515988	20769.141015413	13695.4277606668	17035.9642125898	22794.8647548901	"Chassy_YL_E_129;YALI1_E03300g;YALI0E02684g1_1;Q6C793;uniprot|Q6C793 Yarrowia lipolytica YALI0E02684g CIT2 Mitochondrial citrate synthase, putative"	"Chassy_YL_E_129"	"YALI1_E03300g"	"YALI0E02684g1_1"	"Q6C793"	"uniprot|Q6C793 Yarrowia lipolytica YALI0E02684g CIT2 Mitochondrial citrate synthase, putative"	"2.3.3.5; 2.3.3.16"
"b16.a2.a1"	8230.38733975291	8366.65762071572	6268.7839223247	4902.25333894958	4422.21321506906	4255.91356193307	3608.06762081275	7494.50746511857	3700.33301651599	7168.98561285806	5606.18109374463	"Chassy_YL_E_35;YALI1_E01019g;YALI0E00638g1_1;Q6C7I2;uniprot|Q6C7I2 Yarrowia lipolytica YALI0E00638g CIT1 Mitochondrial 2-methyl citrate synthase"	"Chassy_YL_E_35"	"YALI1_E01019g"	"YALI0E00638g1_1"	"Q6C7I2"	"uniprot|Q6C7I2 Yarrowia lipolytica YALI0E00638g CIT1 Mitochondrial 2-methyl citrate synthase"	""
"b17.a1.a1"	12118.3548742704	14726.688060706	15199.4152562622	53226.8895076263	64215.9061987638	70287.1344916429	65504.2549251959	20706.7697948273	3418.81562381414	16795.2558671669	15279.4925567097	"Chassy_YL_F_915;YALI1_F23664g;YALI0F17820g1_1;Q6C1A9;highly similar to uniprot|P39708 Saccharomyces cerevisiae YAL062W (ohnolog of YOR375C) GDH3 NADP- glutamate dehydrogenase"	"Chassy_YL_F_915"	"YALI1_F23664g"	"YALI0F17820g1_1"	"Q6C1A9"	"highly similar to uniprot|P39708 Saccharomyces cerevisiae YAL062W (ohnolog of YOR375C) GDH3 NADP- glutamate dehydrogenase"	""
"b18.a1.a1"	23643.6206763263	22726.2149179827	18681.504596734	26188.2147993202	26075.713859763	28611.7051232178	25402.0820081824	23129.0013858207	8274.48021580161	17473.0695818573	20788.4221984748	"Chassy_YL_F_475;YALI1_F12842g;YALI0F09185g1_1;P30614;uniprot|P30614 Yarrowia lipolytica YALI0F09185g PYK1 Pyruvate kinase"	"Chassy_YL_F_475"	"YALI1_F12842g"	"YALI0F09185g1_1"	"P30614"	"uniprot|P30614 Yarrowia lipolytica YALI0F09185g PYK1 Pyruvate kinase"	"2.7.1.40"
"b19.a1.a1"	46562.7945298586	48082.0504291809	38326.344536704	24894.033933556	23482.3687254396	22730.1926901838	20564.6982274497	29263.7003131226	8480.38094270643	24805.6833803153	24805.9972031904	"Chassy_YL_C_376;YALI1_C10555g;YALI0C07953g1_1;Q6CCN4;highly similar to uniprot|P46598 Candida albicans CaHSC82, Heat shock protein 90 homolog"	"Chassy_YL_C_376"	"YALI1_C10555g"	"YALI0C07953g1_1"	"Q6CCN4"	"highly similar to uniprot|P46598 Candida albicans CaHSC82, Heat shock protein 90 homolog"	""
"b20.a2.a1"	3011.86886799779	2368.90414177585	2000.17014464285	2121.53324599486	1708.01940507731	2067.00507264711	1783.09655091244	3291.42694299567	1148.7057826645	1398.03453939035	2299.60460184869	"Chassy_YL_F_505;YALI1_F13373g;YALI0F09790g1_1;Q6C290;highly similar to uniprot|P05759 Saccharomyces cerevisiae YLR167w UBI3 ubiquitin/40S small subunit ribosomal protein"	"Chassy_YL_F_505"	"YALI1_F13373g"	"YALI0F09790g1_1"	"Q6C290"	"highly similar to uniprot|P05759 Saccharomyces cerevisiae YLR167w UBI3 ubiquitin/40S small subunit ribosomal protein"	""
"b21.a1.a1"	46209.86371925	51019.7145341229	36344.2587989919	49404.9147669462	35121.7406740391	45079.1715165978	43804.7267415314	58169.7236167719	32776.7081553655	43633.0719372486	48682.8725973808	"Chassy_YL_E_1239;YALI1_E30886g;YALI0E26004g1_1;Q6C4K5;similar to uniprot|P14540 Saccharomyces cerevisiae YKL060c FBA1 fructose-bisphosphate aldolase"	"Chassy_YL_E_1239"	"YALI1_E30886g"	"YALI0E26004g1_1"	"Q6C4K5"	"similar to uniprot|P14540 Saccharomyces cerevisiae YKL060c FBA1 fructose-bisphosphate aldolase"	""
"b22.a1.a1"	17189.6148151943	16253.5023717237	13050.1526381366	17945.1563729019	15224.2828119769	17468.623930345	16733.0051592831	18374.6806983606	4815.3714327175	13062.1298867867	15550.1957596104	"Chassy_YL_A_14;YALI1_A00406g;YALI0A00352g1_1;Q6CI99;uniprot|Q6CI99 Yarrowia lipolytica YALI0A00352g EFT1 Translation elongation factor eEF2"	"Chassy_YL_A_14"	"YALI1_A00406g"	"YALI0A00352g1_1"	"Q6CI99"	"uniprot|Q6CI99 Yarrowia lipolytica YALI0A00352g EFT1 Translation elongation factor eEF2"	""
"b24.a1.a1"	41937.9761453073	39294.8584749059	40483.6341716353	17597.8648949948	20946.1291491687	23795.1276489988	18008.0412378419	38785.1275208642	21378.2277728856	32176.7782807736	33279.2502344855	"Chassy_YL_B_775;YALI1_B20462g;YALI0B15598g1_1;Q6CEH4;highly similar to uniprot|P38720 Saccharomyces cerevisiae YHR183W (ohnolog of YGR256W) GND1 6- phosphogluconate dehydrogenase"	"Chassy_YL_B_775"	"YALI1_B20462g"	"YALI0B15598g1_1"	"Q6CEH4"	"highly similar to uniprot|P38720 Saccharomyces cerevisiae YHR183W (ohnolog of YGR256W) GND1 6- phosphogluconate dehydrogenase"	"1.1.1.44"
"b26.a1.a1"	31018.9764763935	27423.0540480246	25015.3745302224	26333.2419719313	24449.5422484805	29613.4053102241	21492.8081406138	30069.0735822418	14310.6038719769	24630.8540533826	27743.6910051291	"Chassy_YL_B_419;YALI1_B10813g;YALI0B08184g1_1;Q6CFD2;highly similar to uniprot|P08536 Saccharomyces cerevisiae YJR010w MET3, ATP sulfurylase"	"Chassy_YL_B_419"	"YALI1_B10813g"	"YALI0B08184g1_1"	"Q6CFD2"	"highly similar to uniprot|P08536 Saccharomyces cerevisiae YJR010w MET3, ATP sulfurylase"	"2.7.7.4"
"b27.a1.a1"	10086.0079081533	10304.8227133983	8588.56558505333	7515.31170954446	7677.64348398546	8327.45803207515	6705.31333428182	10341.2217343739	3152.76817604626	9492.83638619981	9896.03616841448	"Chassy_YL_C_1216;YALI1_C33152g;YALI0C24101g1_1;Q6CAV2;uniprot|Q6CAV2 Yarrowia lipolytica YALI0C24101g PYC1 Pyruvate carboxylase"	"Chassy_YL_C_1216"	"YALI1_C33152g"	"YALI0C24101g1_1"	"Q6CAV2"	"uniprot|Q6CAV2 Yarrowia lipolytica YALI0C24101g PYC1 Pyruvate carboxylase"	"6.4.1.1"
"b28.a1.a1"	25290.3258254565	24007.6629115856	18101.4021487959	29183.0638146181	21549.0696883768	24463.0367884748	20955.5007419616	24646.2904916404	13399.5363583366	19429.411781511	22562.7179536061	"Chassy_YL_D_608;YALI1_D15424g;YALI0D12400g1_1;P29407;uniprot|P29407 Yarrowia lipolytica YALI0D12400g PGK1 Phosphoglycerate kinase"	"Chassy_YL_D_608"	"YALI1_D15424g"	"YALI0D12400g1_1"	"P29407"	"uniprot|P29407 Yarrowia lipolytica YALI0D12400g PGK1 Phosphoglycerate kinase"	"2.7.2.3"
"b30.a1.a1"	38894.0702307189	38621.6875163777	30360.7779381637	44494.5317956672	36952.1724740878	41908.6422386823	35926.8915072625	40924.6261822165	35537.8855038913	32799.8063068228	38529.0515343981	"Chassy_YL_E_671;YALI1_E17214g;W29 specific;No Uniprot ID;No description in CLIB122"	"Chassy_YL_E_671"	"YALI1_E17214g"	""	""	"No description in CLIB122"	""
"b31.a1.a1"	25405.3401800332	22834.8997665035	18138.5218468216	17138.3987584737	17435.4903234834	18127.6583140854	15489.3519134506	13145.1650202493	5528.99499248887	9643.19688886712	11850.6746593877	"Chassy_YL_F_138;YALI1_F04045g;YALI0F02805g1_1;Q6C342;highly similar to uniprot|P19882 Saccharomyces cerevisiae YLR259c HSP60 heat shock protein - chaperone, mitochondrial"	"Chassy_YL_F_138"	"YALI1_F04045g"	"YALI0F02805g1_1"	"Q6C342"	"highly similar to uniprot|P19882 Saccharomyces cerevisiae YLR259c HSP60 heat shock protein - chaperone, mitochondrial"	""
"b32.a1.a1"	11916.2461884755	12637.1104361123	10191.9670148166	7558.76502458331	4965.63357370413	6007.18540956755	6313.61980871691	10291.9110382604	2980.37314038171	9007.44942538352	7935.77322346713	"Chassy_YL_E_1609;YALI1_E39693g;YALI0E33517g1_1;Q6C3M8;uniprot|Q6C3M8 Yarrowia lipolytica YALI0E33517g KGD1 2-oxoglutarate dehydrogenase complex E1 component"	"Chassy_YL_E_1609"	"YALI1_E39693g"	"YALI0E33517g1_1"	"Q6C3M8"	"uniprot|Q6C3M8 Yarrowia lipolytica YALI0E33517g KGD1 2-oxoglutarate dehydrogenase complex E1 component"	""
"b33.a1.a1"	3587.70495394099	2647.1035333454	2292.52231313124	1247.1720966628	1853.32661697014	2313.50759705944	1057.72148634575	4161.98091600611	1007.9547145529	2455.21009786359	2740.3991906318	"Chassy_YL_F_548;YALI1_F14495g;YALI0F10857g1_1;O74935;uniprot|O74935 Yarrowia lipolytica YALI0F10857g POX2 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_F_548"	"YALI1_F14495g"	"YALI0F10857g1_1"	"O74935"	"uniprot|O74935 Yarrowia lipolytica YALI0F10857g POX2 Fatty-acyl coenzyme A oxidase"	"1.3.3.6"
"b33.a2.a1"	684.122485253632	637.087580555435	460.132257056176	12.1725045604774	71.7216385617364	23.5384955666924	16.3201182407994	443.285851562003	39.0082360229453	421.933246898782	308.641365360907	"Chassy_YL_C_1205;YALI1_C32886g;YALI0C23859g1_1;F2Z630;uniprot|O74938 Yarrowia lipolytica YALI0C23859g POX5 (=ACO5) Fatty-acyl coenzyme A oxidase"	"Chassy_YL_C_1205"	"YALI1_C32886g"	"YALI0C23859g1_1"	"F2Z630"	"uniprot|O74938 Yarrowia lipolytica YALI0C23859g POX5 (=ACO5) Fatty-acyl coenzyme A oxidase"	""
"b33.a3.a1"	1.14098851082279	NA	NA	221.907653909649	347.019073085981	416.599492407548	199.424196360009	238.260280007283	1.13319274660657	115.978985688279	108.167192424778	"Chassy_YL_E_311;YALI1_E07899g;YALI0E06567g1_1;Q6C6T0;uniprot|Q6C6T0 Yarrowia lipolytica YALI0E06567g POX6 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_E_311"	"YALI1_E07899g"	"YALI0E06567g1_1"	"Q6C6T0"	"uniprot|Q6C6T0 Yarrowia lipolytica YALI0E06567g POX6 Fatty-acyl coenzyme A oxidase"	""
"b33.a4.a1"	12.9401075805215	8.00129682188698	7.00549862646674	139.988051821938	190.330170067971	205.170067126559	164.741509025034	98.7349862976382	15.0533777574039	84.5939253405538	73.384547099984	"Chassy_YL_E_1312;YALI1_E32603g;YALI0E27654g1_1;F2Z627;uniprot|O74937 Yarrowia lipolytica YALI0E27654g POX4 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_E_1312"	"YALI1_E32603g"	"YALI0E27654g1_1"	"F2Z627"	"uniprot|O74937 Yarrowia lipolytica YALI0E27654g POX4 Fatty-acyl coenzyme A oxidase"	""
"b34.a1.a1"	49566.4463315079	51238.3988865228	41248.207715542	44767.0180855178	45522.8167338985	41622.8105330516	41276.0434170028	53770.8221022753	16050.0822281637	46648.5563062476	41245.6632240687	"Chassy_YL_D_410;YALI1_D10600g;YALI0D08272g1_1;Q9UVF3;uniprot|Q9UVF3 Yarrowia lipolytica YALI0D08272g ACT1 Actin"	"Chassy_YL_D_410"	"YALI1_D10600g"	"YALI0D08272g1_1"	"Q9UVF3"	"uniprot|Q9UVF3 Yarrowia lipolytica YALI0D08272g ACT1 Actin"	""
"b35.a1.a1"	25203.8401363626	20780.0832615224	40939.3924487964	23991.4238478566	21735.1446460508	17562.5971304449	17837.074242541	23924.9081652523	13930.8973129211	20375.9132533729	49916.8950362366	"Chassy_YL_C_566;YALI1_C15832g;YALI0C11341g1_1;Q6CC94;highly similar to uniprot|Q12230 Saccharomyces cerevisiae YPL004C LSP1 Primary component of eisosomes, which are large immobile patch structures at the cell cortex associated with endocytosis"	"Chassy_YL_C_566"	"YALI1_C15832g"	"YALI0C11341g1_1"	"Q6CC94"	"highly similar to uniprot|Q12230 Saccharomyces cerevisiae YPL004C LSP1 Primary component of eisosomes, which are large immobile patch structures at the cell cortex associated with endocytosis"	""
"b36.a1.a1"	38820.3273635965	37594.034200659	27603.8223618955	21263.2166147288	19170.0263281211	25983.1900605823	17794.6482320166	30134.2014820718	11540.5138732044	20310.923101532	26605.0310599	"Chassy_YL_D_1263;YALI1_D33380g;YALI0D25168g1_1;Q6C7U9;similar to uniprot|P06106 Saccharomyces cerevisiae YLR303w MET25 O-acetylhomoserine sulfhydrylase"	"Chassy_YL_D_1263"	"YALI1_D33380g"	"YALI0D25168g1_1"	"Q6C7U9"	"similar to uniprot|P06106 Saccharomyces cerevisiae YLR303w MET25 O-acetylhomoserine sulfhydrylase"	""
"b37.a1.a1"	27383.4164773459	29824.3454858518	22615.9293278792	33723.3837952248	25100.6004584369	27308.1944428623	27125.2806175543	25677.6777997316	12934.8739501136	27554.2431609241	24122.957140376	"Chassy_YL_D_633;YALI1_D16029g;YALI0D12903g1_1;O59950;uniprot|O59950 Yarrowia lipolytica YALI0D12903g RPS4/RPS7 Ribosomal 40S subunit protein S4 (S7)"	"Chassy_YL_D_633"	"YALI1_D16029g"	"YALI0D12903g1_1"	"O59950"	"uniprot|O59950 Yarrowia lipolytica YALI0D12903g RPS4/RPS7 Ribosomal 40S subunit protein S4 (S7)"	""
"b38.a1.a1"	18288.3401196186	19329.62444352	23078.1342814453	15844.6915223503	11701.5505918347	8544.86917691009	9543.27681856166	14451.9640455579	5813.56006394294	12115.8824548384	20459.0099223395	"Chassy_YL_F_1053;YALI1_F27211g;YALI0F20504g1_1;Q6C0Z6;uniprot|Q6C0Z6 Yarrowia lipolytica YALI0F20504g CCP1 Mitochondrial cytochrome-c peroxidase"	"Chassy_YL_F_1053"	"YALI1_F27211g"	"YALI0F20504g1_1"	"Q6C0Z6"	"uniprot|Q6C0Z6 Yarrowia lipolytica YALI0F20504g CCP1 Mitochondrial cytochrome-c peroxidase"	"1.11.1.5"
