"prot"	"HighTemp_A"	"HighTemp_B"	"HighTemp_C"	"LowpH_A"	"LowpH_B"	"LowpH_C"	"LowpH_D"	"standard_A"	"standard_B"	"standard_C"	"standard_D"	"Top.Protein.Description"	"Chassy_ID"	"W29_NCBI"	"CLIB122_NCBI"	"CLIB122_UNIPROT"	"Protein_name"	"ec_number"
"b17.a1.a1"	448.36786242942	428.12179618058	485.169342944736	1290.58546469016	1496.2815706748	1593.54912488629	1508.68785541768	709.609284428492	306.138961749739	617.828026481573	531.228942316373	"Chassy_YL_F_915;YALI1_F23664g;YALI0F17820g1_1;Q6C1A9;highly similar to uniprot|P39708 Saccharomyces cerevisiae YAL062W (ohnolog of YOR375C) GDH3 NADP- glutamate dehydrogenase"	"Chassy_YL_F_915"	"YALI1_F23664g"	"YALI0F17820g1_1"	"Q6C1A9"	"highly similar to uniprot|P39708 Saccharomyces cerevisiae YAL062W (ohnolog of YOR375C) GDH3 NADP- glutamate dehydrogenase"	""
"b18.a1.a1"	712.316441327494	633.532822792462	678.18901547861	658.761846790183	833.707273571417	867.826708288304	878.100045015433	645.322213469753	829.53458314542	629.387014298566	620.548624949344	"Chassy_YL_F_475;YALI1_F12842g;YALI0F09185g1_1;P30614;uniprot|P30614 Yarrowia lipolytica YALI0F09185g PYK1 Pyruvate kinase"	"Chassy_YL_F_475"	"YALI1_F12842g"	"YALI0F09185g1_1"	"P30614"	"uniprot|P30614 Yarrowia lipolytica YALI0F09185g PYK1 Pyruvate kinase"	"2.7.1.40"
"b19.a1.a1"	687.000129524824	630.46104064833	557.877555489731	434.773144184998	475.019397791322	481.032591440125	410.376764120068	419.267889961844	376.100016215091	477.81947199075	451.714901029276	"Chassy_YL_C_376;YALI1_C10555g;YALI0C07953g1_1;Q6CCN4;highly similar to uniprot|P46598 Candida albicans CaHSC82, Heat shock protein 90 homolog"	"Chassy_YL_C_376"	"YALI1_C10555g"	"YALI0C07953g1_1"	"Q6CCN4"	"highly similar to uniprot|P46598 Candida albicans CaHSC82, Heat shock protein 90 homolog"	""
"b20.a2.a1"	1286.62737487092	1019.20073313552	1007.97070902497	941.10510395712	847.247616650043	787.510373528285	945.112403161845	1103.95472739094	894.561659404453	1136.50348665594	873.67881654858	"Chassy_YL_F_505;YALI1_F13373g;YALI0F09790g1_1;Q6C290;highly similar to uniprot|P05759 Saccharomyces cerevisiae YLR167w UBI3 ubiquitin/40S small subunit ribosomal protein"	"Chassy_YL_F_505"	"YALI1_F13373g"	"YALI0F09790g1_1"	"Q6C290"	"highly similar to uniprot|P05759 Saccharomyces cerevisiae YLR167w UBI3 ubiquitin/40S small subunit ribosomal protein"	""
"b21.a1.a1"	936.744400054967	1061.16683043866	896.465955488942	1035.72425509507	879.380131503989	927.857790229994	1006.06015887823	1159.87056622186	968.877269200632	1113.53434998858	989.093618568479	"Chassy_YL_E_1239;YALI1_E30886g;YALI0E26004g1_1;Q6C4K5;similar to uniprot|P14540 Saccharomyces cerevisiae YKL060c FBA1 fructose-bisphosphate aldolase"	"Chassy_YL_E_1239"	"YALI1_E30886g"	"YALI0E26004g1_1"	"Q6C4K5"	"similar to uniprot|P14540 Saccharomyces cerevisiae YKL060c FBA1 fructose-bisphosphate aldolase"	""
"b22.a1.a1"	413.62758691484	352.724264851449	363.025980599986	451.204004436089	485.008870742617	500.472162993505	472.828144097935	452.565140803553	403.339098661655	436.686113254136	416.916355057385	"Chassy_YL_A_14;YALI1_A00406g;YALI0A00352g1_1;Q6CI99;uniprot|Q6CI99 Yarrowia lipolytica YALI0A00352g EFT1 Translation elongation factor eEF2"	"Chassy_YL_A_14"	"YALI1_A00406g"	"YALI0A00352g1_1"	"Q6CI99"	"uniprot|Q6CI99 Yarrowia lipolytica YALI0A00352g EFT1 Translation elongation factor eEF2"	""
"b22.a2.a1"	30.898214462753	30.0794250819462	22.8777526493013	44.4098286957797	34.6648810467692	34.6465836136018	67.7697862333286	26.5113509865414	0	31.0433828925872	38.2576464209612	"Chassy_YL_A_848;YALI1_A21203g;YALI0A20152g1_1;Q6CGD8;highly similar to uniprot|P32324 Saccharomyces cerevisiae YOR133W (ohnolog of YDR385W) EFT1 translation elongation factor eEF2"	"Chassy_YL_A_848"	"YALI1_A21203g"	"YALI0A20152g1_1"	"Q6CGD8"	"highly similar to uniprot|P32324 Saccharomyces cerevisiae YOR133W (ohnolog of YDR385W) EFT1 translation elongation factor eEF2"	""
"b24.a1.a1"	734.580336929163	651.992223304971	773.974072656151	403.614777225412	579.0770704211	578.771411677299	528.260196502421	720.852752020561	874.356384973997	691.877542099211	680.313466771138	"Chassy_YL_B_775;YALI1_B20462g;YALI0B15598g1_1;Q6CEH4;highly similar to uniprot|P38720 Saccharomyces cerevisiae YHR183W (ohnolog of YGR256W) GND1 6- phosphogluconate dehydrogenase"	"Chassy_YL_B_775"	"YALI1_B20462g"	"YALI0B15598g1_1"	"Q6CEH4"	"highly similar to uniprot|P38720 Saccharomyces cerevisiae YHR183W (ohnolog of YGR256W) GND1 6- phosphogluconate dehydrogenase"	"1.1.1.44"
"b26.a1.a1"	522.825807728428	475.416278364694	501.747850459861	516.161315387808	547.891081438965	609.46067432305	522.829355911539	545.408763378546	686.265378182828	501.037169623961	580.157193244541	"Chassy_YL_B_419;YALI1_B10813g;YALI0B08184g1_1;Q6CFD2;highly similar to uniprot|P08536 Saccharomyces cerevisiae YJR010w MET3, ATP sulfurylase"	"Chassy_YL_B_419"	"YALI1_B10813g"	"YALI0B08184g1_1"	"Q6CFD2"	"highly similar to uniprot|P08536 Saccharomyces cerevisiae YJR010w MET3, ATP sulfurylase"	"2.7.7.4"
"b27.a1.a1"	225.299237825487	238.438268305234	241.604679342505	202.522962601011	234.435104787755	234.311361087145	252.025058219397	275.370161910159	220.472800042205	287.793148564582	275.419917343702	"Chassy_YL_C_1216;YALI1_C33152g;YALI0C24101g1_1;Q6CAV2;uniprot|Q6CAV2 Yarrowia lipolytica YALI0C24101g PYC1 Pyruvate carboxylase"	"Chassy_YL_C_1216"	"YALI1_C33152g"	"YALI0C24101g1_1"	"Q6CAV2"	"uniprot|Q6CAV2 Yarrowia lipolytica YALI0C24101g PYC1 Pyruvate carboxylase"	"6.4.1.1"
"b28.a1.a1"	658.790520963809	569.013312332709	512.568066098915	705.605183143301	603.748740636407	728.289781766973	694.438869140981	595.839855978845	527.184076914925	610.557618328021	712.235494889469	"Chassy_YL_D_608;YALI1_D15424g;YALI0D12400g1_1;P29407;uniprot|P29407 Yarrowia lipolytica YALI0D12400g PGK1 Phosphoglycerate kinase"	"Chassy_YL_D_608"	"YALI1_D15424g"	"YALI0D12400g1_1"	"P29407"	"uniprot|P29407 Yarrowia lipolytica YALI0D12400g PGK1 Phosphoglycerate kinase"	"2.7.2.3"
"b30.a1.a1"	972.412430771647	1041.299479117	996.497534136671	924.267694618613	1145.47743605258	1399.68360550006	1042.62837999179	959.537399381481	1722.03652805989	1123.56729401977	1068.80936633521	"Chassy_YL_E_671;YALI1_E17214g;W29 specific;No Uniprot ID;No description in CLIB122"	"Chassy_YL_E_671"	"YALI1_E17214g"	""	""	"No description in CLIB122"	""
"b31.a1.a1"	603.546435375516	513.86116353404	550.08199110152	479.980088202094	499.76811272661	422.722586017468	408.924318565833	337.159880638067	374.768886277287	354.72542623263	363.252578506137	"Chassy_YL_F_138;YALI1_F04045g;YALI0F02805g1_1;Q6C342;highly similar to uniprot|P19882 Saccharomyces cerevisiae YLR259c HSP60 heat shock protein - chaperone, mitochondrial"	"Chassy_YL_F_138"	"YALI1_F04045g"	"YALI0F02805g1_1"	"Q6C342"	"highly similar to uniprot|P19882 Saccharomyces cerevisiae YLR259c HSP60 heat shock protein - chaperone, mitochondrial"	""
"b32.a1.a1"	283.547231299088	317.760647163478	295.490273468833	213.72914579372	204.936727159046	213.500794072727	182.02537921381	288.436725365802	320.610833418964	278.362963609594	235.154366941508	"Chassy_YL_E_1609;YALI1_E39693g;YALI0E33517g1_1;Q6C3M8;uniprot|Q6C3M8 Yarrowia lipolytica YALI0E33517g KGD1 2-oxoglutarate dehydrogenase complex E1 component"	"Chassy_YL_E_1609"	"YALI1_E39693g"	"YALI0E33517g1_1"	"Q6C3M8"	"uniprot|Q6C3M8 Yarrowia lipolytica YALI0E33517g KGD1 2-oxoglutarate dehydrogenase complex E1 component"	""
"b33.a1.a1"	224.509924446293	223.976547932511	262.976662375449	141.414406581016	233.168563666584	226.817082012716	178.237749294246	258.815657632079	246.60104735299	283.419526600383	260.774667603711	"Chassy_YL_F_548;YALI1_F14495g;YALI0F10857g1_1;O74935;uniprot|O74935 Yarrowia lipolytica YALI0F10857g POX2 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_F_548"	"YALI1_F14495g"	"YALI0F10857g1_1"	"O74935"	"uniprot|O74935 Yarrowia lipolytica YALI0F10857g POX2 Fatty-acyl coenzyme A oxidase"	"1.3.3.6"
"b33.a2.a1"	180.345882562945	132.422749714027	147.518609032555	31.932751040067	47.9635078124156	60.1344657692409	49.9991400952296	153.153136790725	128.044259117553	153.340931521711	105.336808055387	"Chassy_YL_C_1205;YALI1_C32886g;YALI0C23859g1_1;F2Z630;uniprot|O74938 Yarrowia lipolytica YALI0C23859g POX5 (=ACO5) Fatty-acyl coenzyme A oxidase"	"Chassy_YL_C_1205"	"YALI1_C32886g"	"YALI0C23859g1_1"	"F2Z630"	"uniprot|O74938 Yarrowia lipolytica YALI0C23859g POX5 (=ACO5) Fatty-acyl coenzyme A oxidase"	""
"b33.a3.a1"	32.3890269858266	26.1999961994394	22.3584165216005	82.1908051841419	129.724517634002	135.930056362411	102.590611459451	104.813315365766	22.9959725445415	103.07191126458	70.8047487714767	"Chassy_YL_E_311;YALI1_E07899g;YALI0E06567g1_1;Q6C6T0;uniprot|Q6C6T0 Yarrowia lipolytica YALI0E06567g POX6 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_E_311"	"YALI1_E07899g"	"YALI0E06567g1_1"	"Q6C6T0"	"uniprot|Q6C6T0 Yarrowia lipolytica YALI0E06567g POX6 Fatty-acyl coenzyme A oxidase"	""
"b33.a4.a1"	15.7395518557183	5.01956011367329	5.37337673622472	48.0673873749016	72.1979921800581	78.2721736412273	68.8954995406527	37.3498631023345	11.1749668335474	37.3956611032156	34.4077954366285	"Chassy_YL_E_1312;YALI1_E32603g;YALI0E27654g1_1;F2Z627;uniprot|O74937 Yarrowia lipolytica YALI0E27654g POX4 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_E_1312"	"YALI1_E32603g"	"YALI0E27654g1_1"	"F2Z627"	"uniprot|O74937 Yarrowia lipolytica YALI0E27654g POX4 Fatty-acyl coenzyme A oxidase"	""
"b33.a5.a1"	32.3890269858266	26.1999961994394	16.6927337799801	21.4643908118538	30.194052885156	42.4746604702118	31.4755268974906	38.0107413291484	34.7157393776144	44.5085577762848	35.0166159502253	"Chassy_YL_E_1579;YALI1_E38912g;YALI0E32835g1_1;O74934;uniprot|O74934 Yarrowia lipolytica YALI0E32835g POX1 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_E_1579"	"YALI1_E38912g"	"YALI0E32835g1_1"	"O74934"	"uniprot|O74934 Yarrowia lipolytica YALI0E32835g POX1 Fatty-acyl coenzyme A oxidase"	"1.3.3.6"
"b34.a1.a1"	718.167000183826	822.80745646226	693.358309456587	760.81902143198	616.307650165026	829.006399713698	679.421490911062	720.657486597567	645.268888049505	707.380115129605	628.069383208802	"Chassy_YL_D_410;YALI1_D10600g;YALI0D08272g1_1;Q9UVF3;uniprot|Q9UVF3 Yarrowia lipolytica YALI0D08272g ACT1 Actin"	"Chassy_YL_D_410"	"YALI1_D10600g"	"YALI0D08272g1_1"	"Q9UVF3"	"uniprot|Q9UVF3 Yarrowia lipolytica YALI0D08272g ACT1 Actin"	""
"b35.a1.a1"	781.64580995096	686.189054589883	1001.72225594146	858.92776605082	805.141661681337	647.223276772099	704.872530026114	797.208936308207	865.256260997323	738.163034028839	1220.01783641919	"Chassy_YL_C_566;YALI1_C15832g;YALI0C11341g1_1;Q6CC94;highly similar to uniprot|Q12230 Saccharomyces cerevisiae YPL004C LSP1 Primary component of eisosomes, which are large immobile patch structures at the cell cortex associated with endocytosis"	"Chassy_YL_C_566"	"YALI1_C15832g"	"YALI0C11341g1_1"	"Q6CC94"	"highly similar to uniprot|Q12230 Saccharomyces cerevisiae YPL004C LSP1 Primary component of eisosomes, which are large immobile patch structures at the cell cortex associated with endocytosis"	""
"b36.a1.a1"	706.97370474503	797.32045338696	620.269853362599	474.696884766911	480.372274208075	563.23870623559	446.692684798656	587.931241874882	588.13881324461	546.632251215866	593.236132026264	"Chassy_YL_D_1263;YALI1_D33380g;YALI0D25168g1_1;Q6C7U9;similar to uniprot|P06106 Saccharomyces cerevisiae YLR303w MET25 O-acetylhomoserine sulfhydrylase"	"Chassy_YL_D_1263"	"YALI1_D33380g"	"YALI0D25168g1_1"	"Q6C7U9"	"similar to uniprot|P06106 Saccharomyces cerevisiae YLR303w MET25 O-acetylhomoserine sulfhydrylase"	""
