ChassyID	W29_NCBI	CLIB122_NCBI	CLIB122_UNIPROT	Standard_A	Standard_B	Standard_C	Standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number
Chassy_YL_E_720	YALI1_E18441g	YALI0E15378g1_1	F2Z6I5	1510.775071	1265.380173	553.102033	1059.818355	2423.462017	1265.380173	836.6776401	660.4740641	999	887.6238163	521.3345074	"uniprot|Q9P4D9 Yarrowia lipolytica YALI0E15378g MFE2 Multifunctional beta-oxidation enzyme, hydratase- dehydrogenase-epimerase I2"	
Chassy_YL_F_154	YALI1_F04433g	YALI0F03179g1_1	Q6C326	8184.467307	6699.187504	5483.416576	9046.357242	20152.37686	164963.8074	14923.95545	135030.4038	13502.14038	22274.42952	49618.47603	"highly similar to uniprot|P07251 Saccharomyces cerevisiae YBL099w ATP1 F1F0-ATPase complex, F1 alpha subunit I2"	
Chassy_YL_E_129	YALI1_E03300g	YALI0E02684g1_1	Q6C793	1894.735652	3592.813664	1667.100537	5273.997064	6811.920691	5993.842503	8798.225436	4640.588834	2781.559402	4640.588834	1290.549665	"uniprot|Q6C793 Yarrowia lipolytica YALI0E02684g CIT2 Mitochondrial citrate synthase, putative I2"	2.3.3.5; 2.3.3.16
Chassy_YL_E_35	YALI1_E01019g	YALI0E00638g1_1	Q6C7I2	70.9685673	70.9685673	99	63.49466771	123.5197085	239.4099184	50.79474679	70.9685673	70.9685673	40.59562163	63.49466771	uniprot|Q6C7I2 Yarrowia lipolytica YALI0E00638g CIT1 Mitochondrial 2-methyl citrate synthase I2	
Chassy_YL_C_439	YALI1_C12642g	YALI0C09141g1_1	O59949	9999	16377.93707	8482.428982	7195.85673	117875.8635	84833.28982	9999	227583.5926	16377.93707	61053.02297	31621.7766	uniprot|O59949 Yarrowia lipolytica YALI0C09141g TEF Elongation factor 1-alpha (EF-1-alpha) I2	
Chassy_YL_C_376	YALI1_C10555g	YALI0C07953g1_1	Q6CCN4	580.7091329	933.5192146	580.7091329	1224.279857	10699.68956	5435.18362	4746.561379	1144.04757	1967.419447	1144.04757	872.3261624	"highly similar to uniprot|P46598 Candida albicans CaHSC82, Heat shock protein 90 homolog I2"	
Chassy_YL_A_14	YALI1_A00406g	YALI0A00352g1_1	Q6CI99	1583.893192	767.62461	718.685673	718.685673	1300.025217	999	767.62461	875.7123873	1806.768677	1929.697729	819.891416	uniprot|Q6CI99 Yarrowia lipolytica YALI0A00352g EFT1 Translation elongation factor eEF2 I2	
Chassy_YL_A_848	YALI1_A21203g	YALI0A20152g1_1	Q6CGD8	1.212216291	1.39502662	0.887391822	0.887391822	0.743328822	0.610262028	0.610262028	1.592943797	1.212216291	1.212216291	1.043359718	highly similar to uniprot|P32324 Saccharomyces cerevisiae YOR133W (ohnolog of YDR385W) EFT1 translation elongation factor eEF2 I2	
Chassy_YL_F_548	YALI1_F14495g	YALI0F10857g1_1	O74935	41.51786303	33.90254879	44.40909611	38.81071706	44.40909611	33.90254879	41.51786303	22.51952635	27.6512027	31.68027589	25.82695795	uniprot|O74935 Yarrowia lipolytica YALI0F10857g POX2 Fatty-acyl coenzyme A oxidase I2	1.3.3.6
Chassy_YL_C_1205	YALI1_C32886g	YALI0C23859g1_1	F2Z630	10.54781985	7.659643234	7.659643234	7.058421878	16.7827941	13.3301257	10.54781985	1.942727176	0.910952975	0.910952975	1.371373706	uniprot|O74938 Yarrowia lipolytica YALI0C23859g POX5 (=ACO5) Fatty-acyl coenzyme A oxidase I2	
Chassy_YL_E_311	YALI1_E07899g	YALI0E06567g1_1	Q6C6T0	4.366976946	3.184288508	3.73887961	3.45295851	0.545927736	0.452653926	0.452653926	6.325965428	9.642092441	10.32541315	9.642092441	uniprot|Q6C6T0 Yarrowia lipolytica YALI0E06567g POX6 Fatty-acyl coenzyme A oxidase I2	
Chassy_YL_E_1312	YALI1_E32603g	YALI0E27654g1_1	F2Z627	2.72759372	2.490254879	1.86512027	1.86512027	0.218187912	0.218187912	0.218187912	4.531681198	7.20891416	8.363292088	5.738627168	uniprot|O74937 Yarrowia lipolytica YALI0E27654g POX4 Fatty-acyl coenzyme A oxidase I2	
Chassy_YL_E_1579	YALI1_E38912g	YALI0E32835g1_1	O74934	0.467799268	0.376857165	0.77827941	0.376857165	0.467799268	0.467799268	0.77827941	0.376857165	0.668100537	0.467799268	0.467799268	uniprot|O74934 Yarrowia lipolytica YALI0E32835g POX1 Fatty-acyl coenzyme A oxidase I2	1.3.3.6
Chassy_YL_C_1216	YALI1_C33152g	YALI0C24101g1_1	Q6CAV2	74.36903981	71.38509068	68.51927962	80.71103315	65.76692939	116.5372265	74.36903981	74.36903981	63.12354796	68.51927962	45.41588834	uniprot|Q6CAV2 Yarrowia lipolytica YALI0C24101g PYC1 Pyruvate carboxylase I2	6.4.1.1
Chassy_YL_B_208	YALI1_B05364g	YALI0B03982g1_1	Q6CFT7	1388.495494	1729.195739	1549.51578	2403.099184	2681.695795	5778.692884	2403.099184	9999	1388.495494	2681.695795	4640.588834	"highly similar to uniprot|P00830 Saccharomyces cerevisiae YJR121W ATP2 Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis I2"	3.6.3.14
Chassy_YL_B_746	YALI1_B19844g	YALI0B15059g1_1	P34229	9	8.516880666	10.60155302	10.89238108	8.284145445	9.250680283	9.507644627	8.7554501	17.57022665	16.6730631	11.49609141	"uniprot|P34229 Yarrowia lipolytica YALI0B15059g FAS1 Fatty acid synthase subunit beta, putative I2"	2.3.1.86; 4.2.1.59; 1.3.1.9; 2.3.1.38; 2.3.1.39; 3.1.2.14
Chassy_YL_B_419	YALI1_B10813g	YALI0B08184g1_1	Q6CFD2	1303.321387	3161.27766	3161.27766	2893.266125	9999	4505.570338	4505.570338	2893.266125	3454.107295	5877.016072	2029.917621	"highly similar to uniprot|P08536 Saccharomyces cerevisiae YJR010w MET3, ATP sulfurylase I2"	2.7.7.4
Chassy_YL_E_628	YALI1_E16255g	YALI0E13277g1_1	Q6C617	145.7799268	172.0195739	99	181.7699369	154.051578	104.6354104	123.5197085	110.5883993	202.9500469	315.227766	192.0697729	uniprot|Q6C617 Yarrowia lipolytica YALI0E13277g YEF3 Elongation factor 3 (EF-3) I2	
Chassy_YL_E_1609	YALI1_E39693g	YALI0E33517g1_1	Q6C3M8	174.348655	83.49466108	147.1602518	206.5263132	343.0213263	480.866605	184.478119	164.7723886	88.37571151	124.1875026	155.719108	uniprot|Q6C3M8 Yarrowia lipolytica YALI0E33517g KGD1 2-oxoglutarate dehydrogenase complex E1 component I2	
Chassy_YL_D_1302	YALI1_D34353g	YALI0D25960g1_1		6950.927962	23356.21469	3791.690191	26365.50899	37925.90191	7846.599704	5454.594781	884.8667904	4280.332399	5454.594781	2068.138081	"similar to uniprot|P46367 Saccharomyces cerevisiae YOR374w ALD4 aldehyde dehydrogenase, frameshift I2"	
Chassy_YL_C_142	YALI1_C04093g	YALI0C03025g1_1	Q6CD79	0.719072202	0.501310729	0.311133937	0.719072202	0.501310729	0.311133937	0.501310729	0	0.719072202	0.501310729	0.311133937	"similar to uniprot|P46367 Saccharomyces cerevisiae YOR374W ALD4 Mitochondrial aldehyde dehydrogenase, required for growth on ethanol and conversion of acetaldehyde to acetate I2"	
Chassy_YL_D_800	YALI1_D20676g	YALI0D16753g1_1	Q6C8V3	37274.9372	163788.3707	51793.74679	268268.5795	372758.372	719684.673	163788.3707	3162276.66	138948.5494	227583.5926	163788.3707	uniprot|Q6C8V3 Yarrowia lipolytica YALI0D16753g MDH1 Mitochondrial malate dehydrogenase I2	1.1.1.37
Chassy_YL_F_475	YALI1_F12842g	YALI0F09185g1_1	P30614	315.227766	371.759372	267.2695795	561.3413252	609.5402297	999	438.3970561	1177.768635	661.8703162	1278.802214	1084.711119	uniprot|P30614 Yarrowia lipolytica YALI0F09185g PYK1 Pyruvate kinase I2	2.7.1.40
Chassy_YL_E_1239	YALI1_E30886g	YALI0E26004g1_1	Q6C4K5	25117.86432	25117.86432	13592.56391	116590.4401	21543.3469	29285.44565	8575.958986	63094.73445	39809.71706	54115.95265	34144.48874	similar to uniprot|P14540 Saccharomyces cerevisiae YKL060c FBA1 fructose-bisphosphate aldolase I2	
Chassy_YL_B_775	YALI1_B20462g	YALI0B15598g1_1	Q6CEH4	449.6570338	836.6776401	586.8016072	999	999	1303.321387	914.2473109	449.6570338	344.5107295	700.7038287	376.5053205	highly similar to uniprot|P38720 Saccharomyces cerevisiae YHR183W (ohnolog of YGR256W) GND1 6- phosphogluconate dehydrogenase I2	1.1.1.44
Chassy_YL_E_443	YALI1_E11768g	YALI0E09493g1_1	Q6C6H5	1.615666785	1.615666785	2.284607774	1.615666785	1.894266125	2.543647786	3.230323953	2.823116941	2.543647786	1.968434514	2.455107295	"uniprot|Q6C6H5 Yarrowia lipolytica YALI0E09493g URA2 Multifunctional pyrimidine biosynthesis protein, putative I2"	
Chassy_YL_C_1210	YALI1_C33005g	YALI0C23969g1_1	Q6CAV8	5.812920691	5.812920691	5.812920691	5.105402297	5.449466771	6.19685673	6.19685673	11.45197085	7.030857221	7.961505019	7.961505019	"highly similar to uniprot|P03965 Saccharomyces cerevisiae YJR109c CPA2 arginine-specific carbamoylphosphate synthase, large chain I2"	
Chassy_YL_E_56	YALI1_E01589g	YALI0E01056g1_1	F2Z650	53.71359333	45.41588834	40.59562163	45.41588834	30.6227766	32.40484984	32.40484984	38.37658924	40.59562163	56.79692884	38.37658924	"uniprot|Q9HFV0 Yarrowia lipolytica YALI0E01056g C1- THFS C1-tetrahydrofolate synthase precursor, mitochondrial I2"	
Chassy_YL_F_1505	YALI1_F38386g	YALI0F30745g1_1	Q6BZU8	0.916940777	0.823348001	0.649648074	0.823348001	1.118785326	0.916940777	1.118785326	0.823348001	0.734324802	0.916940777	1.227542952	similar to uniprot|Q9HFV0 Yarrowia lipolytica C1- THFS protein I2	
Chassy_YL_F_915	YALI1_F23664g	YALI0F17820g1_1	Q6C1A9	214.443469	420.6965034	236.1373706	382.118685	347.0700588	145.7799268	132.3521432	4215.965034	5622.413252	4215.965034	4215.965034	highly similar to uniprot|P39708 Saccharomyces cerevisiae YAL062W (ohnolog of YOR375C) GDH3 NADP- glutamate dehydrogenase I2	
Chassy_YL_B_1074	YALI1_B28659g	YALI0B22066g1_1	Q6CDQ7	397.1071706	523.8074602	172.7800829	330.1311215	574.4399373	362.0780548	250.1886432	629.9573445	1317.256739	1201.264435	690.8309709	"highly similar to uniprot|P05030 Saccharomyces cerevisiae YGL008c PMA1 H+-transporting P-type ATPase, major isoform, plasma membrane I2"	3.6.3.6
Chassy_YL_C_570	YALI1_C15991g	YALI0C11407g1_1	Q6CC91	3.678461854	4.394593974	5.522783887	5.074424726	4.023783646	4.656884604	5.839928255	7.076375355	6.172492505	8.536333779	8.536333779	uniprot|Q6CC91 Yarrowia lipolytica YALI0C11407g ACC1 Acetyl-CoA-carboxylase I2	
Chassy_YL_B_694	YALI1_B18499g	YALI0B13970g1_1	Q6CEQ0	263.8969288	376.5053205	315.227766	836.6776401	376.5053205	288.4266125	220.8982341	376.5053205	586.8016072	765.6822075	344.5107295	uniprot|Q6CEQ0 Yarrowia lipolytica YALI0B13970g GUT2 Glycerol-3-phosphate dehydrogenase mitochondrial I2	1.1.5.3
Chassy_YL_F_138	YALI1_F04045g	YALI0F02805g1_1	Q6C342	246.0911228	290.2632655	50.79474679	246.0911228	718.685673	516.9474679	403.7089951	661.8703162	438.3970561	609.5402297	561.3413252	"highly similar to uniprot|P19882 Saccharomyces cerevisiae YLR259c HSP60 heat shock protein - chaperone, mitochondrial I2"	
Chassy_YL_D_410	YALI1_D10600g	YALI0D08272g1_1	Q9UVF3	8575.958986	29285.44565	15847.93192	21543.3469	21543.3469	25117.86432	18477.49797	54115.95265	39809.71706	46414.88834	29285.44565	uniprot|Q9UVF3 Yarrowia lipolytica YALI0D08272g ACT1 Actin I2	
Chassy_YL_F_619	YALI1_F16035g	YALI0F12155g1_1	Q6C1Z3	33.90254879	41.51786303	25.82695795	50.79474679	50.79474679	33.90254879	47.49693429	47.49693429	86.67123873	50.79474679	70.9685673	highly similar to uniprot|P25694 Saccharomyces cerevisiae YDL126c I2	
Chassy_YL_D_1211	YALI1_D32002g	YALI0D24299g1_1	Q6C7Y7	11.11527659	11.11527659	9	16.7827941	20.5443469	25.10157216	11.11527659	13.67799268	25.10157216	11.11527659	13.67799268	"similar to uniprot|P78954 Schizosaccharomyces pombe Eukaryotic translation initiation factor 4E-1, CDC33 homologue I2"	
Chassy_YL_F_760	YALI1_F19345g	YALI0F14509g1_1	Q6C1P6	57.53853648	64.15586104	75.51048064	54.48633588	51.59327709	43.78811562	84.15939318	14.34781344	19.05975301	28.18208238	21.32735149	some similarities with uniprot|Q05050 Saccharomyces cerevisiae YMR031C (ohnolog of YKL050C) EIS1 Component of the eisosome required for proper eisosome assembly I2	
Chassy_YL_B_960	YALI1_B25427g	YALI0B19382g1_1	Q6CE16	8.316027658	10.93776642	13.2510267	13.76490882	7.678837133	10.12125621	9.734188827	12.75502989	16.0125428	19.30917621	13.76490882	"uniprot|Q6CE16 Yarrowia lipolytica YALI0B19382g FAS2 Fatty acid synthase subunit alpha, putative I2"	
Chassy_YL_E_760	YALI1_E19557g	YALI0E16346g1_1	Q6C5P5	74.8577575	90.20108394	62.09573445	172.7800829	119.2264435	68.18309709	35.30780548	38.81071706	90.20108394	74.8577575	35.30780548	"highly similar to uniprot|O13426 Candida albicans Serine hydroxymethyltransferase, cytosolic I2"	2.1.2.1
Chassy_YL_D_1106	YALI1_D28569g	YALI0D22484g1_1	Q6C859	11.91549665	15.68100537	9	26.82559402	30.6227766	17.95735652	30.6227766	23.48436747	86.99225436	51.74997064	45.41588834	"similar to uniprot|P37292 Saccharomyces cerevisiae YBR263w SHM1 serine hydroxymethyltransferase precursor, mitochondrial I2"	2.1.2.1
Chassy_YL_B_708	YALI1_B18845g	YALI0B14289g1_1	Q6CEN5	0	0	0.232846739	0.149756995	0	0.232846739	0.072267222	0	0	0	0	similar to uniprot|P22506 Saccharomycopsis fibuligera Beta-glucosidase 1 precursor I2	
Chassy_YL_B_981	YALI1_B26112g	YALI0B19998g1_1	Q6CDZ4	3.11702338	2.924189758	3.75426443	3.531583638	2.087331993	3.531583638	3.75426443	7.86985799	6.867438077	7.659643234	9.746078283	similar to uniprot|Q12680 Saccharomyces cerevisiae YDL171c GLT1 glutamate synthase (NAPDPH) (GOGAT I2	
Chassy_YL_A_688	YALI1_A17177g	YALI0A17127g1_1	Q6CGR2	6.356422545	5.118805758	10.65914401	6.58577575	6.134003751	7.576958986	10.30663398	7.844365191	7.576958986	7.576958986	9.633265716	similar to uniprot|P22137 Saccharomyces cerevisiae YGL206c CHC1 Clathrin heavy chain I2	
Chassy_YL_D_863	YALI1_D22124g	YALI0D17864g1_1	Q6C8Q3	476.0582696	609.5402297	176.827941	342.3320018	342.3320018	116.8768635	137.9495494	149.8590709	371.759372	718.685673	208.6179992	"uniprot|Q6C8Q3 Yarrowia lipolytica YALI0D17864g FAA1 Long chain fatty acyl-CoA synthetase, putative I2"	
Chassy_YL_F_400	YALI1_F11049g	YALI0F07711g1_1	Q6C2I1	420.6965034	382.118685	260.0157216	748.8942093	680.2920691	561.3413252	509.8969775	347.0700588	260.0157216	561.3413252	382.118685	highly similar to uniprot|P12709 Saccharomyces cerevisiae YBR196c PGI1 glucose-6-phosphate isomerase I2	5.3.1.9
Chassy_YL_D_1263	YALI1_D33380g	YALI0D25168g1_1	Q6C7U9	7497.942093	11546.81985	2052.525026	9999	31621.7766	15398.26526	11546.81985	2737.419634	4868.675252	8658.643234	2370.373706	similar to uniprot|P06106 Saccharomyces cerevisiae YLR303w MET25 O-acetylhomoserine sulfhydrylase I2	
Chassy_YL_E_964	YALI1_E24201g	YALI0E20405g1_1	Q6C577	1257.925412	1257.925412	1257.925412	999	999	2510.886432	1257.925412	3161.27766	2510.886432	1994.262315	5622.413252	"uniprot|Q6C577 Yarrowia lipolytica YALI0E20405g AAL7 Acyl/aryl-CoA ligase, putative I2"	
Chassy_YL_E_1330	YALI1_E33056g	YALI0E27962g1_1	Q6C4C2	16.2521055	25.36650899	27.01356761	16.2521055	47.32930239	44.48777947	36.92690191	5.54318913	13.38449888	4.455594781	8.412049673	highly similar to uniprot|P31539 Saccharomyces cerevisiae YLL026w HSP104 heat shock protein I2	
Chassy_YL_F_653	YALI1_F16656g	YALI0F12463g1_1	Q6C1Y2	1.039500469	1.275845926	1.539580038	2.340484984	2.16227766	4.471359333	5.105402297	2.528735021	1.833876712	0.827699369	1.275845926	similar to uniprot|P33416 Saccharomyces cerevisiae YDR258C HSP78 Oligomeric mitochondrial matrix chaperone I2	
Chassy_YL_F_1053	YALI1_F27211g	YALI0F20504g1_1	Q6C0Z6	7016.038287	34550.07295	14250.0267	587800.6072	99999	99999	70169.38287	119376.6642	49237.82632	5877.016072	14250.0267	uniprot|Q6C0Z6 Yarrowia lipolytica YALI0F20504g CCP1 Mitochondrial cytochrome-c peroxidase I2	1.11.1.5
Chassy_YL_E_307	YALI1_E07744g	YALI0E06479g1_1	Q6C6T4	574.4399373	330.1311215	108.6478196	477.6300923	757.577575	574.4399373	435.5158322	250.1886432	574.4399373	397.1071706	108.6478196	uniprot|Q6C6T4 Yarrowia lipolytica YALI0E06479g TKL1 Transketolase 1 I2	2.2.1.1
Chassy_YL_E_288	YALI1_E07302g	YALI0E06017g1_1	Q6C6V1	8.531618832	8.531618832	9	19.53525026	12.33521432	15.94988151	22.71373706	10.00694171	11.11527659	11.11527659	12.99050314	similar to uniprot|P22515 Saccharomyces cerevisiae YKL210w UBA1 E1-like (ubiquitin-activating) enzyme I2	
Chassy_YL_F_617	YALI1_F15990g	YALI0F12111g1_1	Q6C1Z5	3.084238653	2.16227766	3.084238653	6.742636827	3.641588834	2.16227766	10.36463666	6.742636827	5.812920691	2.593813664	3.641588834	similar to uniprot|P40564 Saccharomyces cerevisiae YIR004w I2	
Chassy_YL_E_1667	YALI1_E41315g	YALI0E34793g1_1	Q6C3H5	47.69675252	73.98942093	73.98942093	92.05720409	51.32991147	30.6227766	47.69675252	164.48171	190.0952975	364.1741273	92.05720409	uniprot|Q6C3H5 Yarrowia lipolytica YALI0E34793g ACL1 ATP citrate lyase I2	
Chassy_YL_A_650	YALI1_A16292g	YALI0A16379g1_1	Q6CGT5	41.16965034	114.4781985	63.93816316	114.4781985	561.3413252	204.3525026	99	19.53525026	19.53525026	16.7827941	19.53525026	uniprot|Q6CGT5 Yarrowia lipolytica YALI0A16379g ADH3 Alcohol dehydrogenase II I2	
Chassy_YL_E_832	YALI1_E21128g	YALI0E17787g1_1	F2Z678	28.28644565	28.28644565	24.11886432	17.47849797	72.56422545	45.41588834	53.11695265	33.14548874	45.41588834	53.11695265	24.11886432	uniprot|Q9UW07 Yarrowia lipolytica YALI0E17787g ADH2 Alcohol dehydrogenase II I2	1.1.1.1
Chassy_YL_E_358	YALI1_E09329g	YALI0E07766g1_1	Q6C6P0	27.94266125	27.94266125	27.94266125	23.24462017	1.894266125	4.878016072	6.017038287	99	57.78016072	57.78016072	40.24626383	uniprot|Q6C6P0 Yarrowia lipolytica YALI0E07766g ADH5 Alcohol dehydrogenase I I2	
Chassy_YL_A_605	YALI1_A15227g	YALI0A15147g1_1	Q6CGX5	0.70125428	1.030917621	1.030917621	0.70125428	1.030917621	0.70125428	1.030917621	1.424462017	1.424462017	1.894266125	1.030917621	uniprot|Q6CGX5 Yarrowia lipolytica YALI0A15147g ADH4 Alcohol dehydrogenase III I2	
Chassy_YL_B_1062	YALI1_B28292g	YALI0B21662g1_1	Q6CDS1	8.223851039	9	12.2680475	8.223851039	8.604088213	15.23776739	14.59489504	21.43247503	13.97747476	15.90714103	18.87218465	weakly similar to uniprot|P06105 Saccharomyces cerevisiae YJL080c SCP160 required for maintenance of exact ploidy I2	
Chassy_YL_D_782	YALI1_D20222g	YALI0D16357g1_1	P59680	31.48088897	31.48088897	18.01383704	31.48088897	60.75863299	41.45286227	28.18208238	19.05975301	21.32735149	23.85128427	23.85128427	uniprot|P59680 Yarrowia lipolytica YALI0D16357g PFK1 6-phosphofructokinase I2	2.7.1.11
Chassy_YL_D_608	YALI1_D15424g	YALI0D12400g1_1	P29407	189.5460718	330.1311215	189.5460718	274.4228703	250.1886432	207.9296131	189.5460718	397.1071706	330.1311215	274.4228703	362.0780548	uniprot|P29407 Yarrowia lipolytica YALI0D12400g PGK1 Phosphoglycerate kinase I2	2.7.2.3
Chassy_YL_D_633	YALI1_D16029g	YALI0D12903g1_1	O59950	21543.3469	31621.7766	8253.041853	121151.7659	121151.7659	68128.20691	6811.920691	316226.766	99999	215442.469	146778.9268	uniprot|O59950 Yarrowia lipolytica YALI0D12903g RPS4/RPS7 Ribosomal 40S subunit protein S4 (S7) I2	
Chassy_YL_D_552	YALI1_D14058g	YALI0D11176g1_1	Q6C9H5	8.196791985	9.873356727	10.82298865	12.40518239	14.19911083	16.96989149	20.24578231	11.85555732	11.32846739	13.57593301	9	similar to uniprot|P47169 Saccharomyces cerevisiae YJR137c ECM17 involved in cell wall biogenesis and architecture I2	
Chassy_YL_D_1176	YALI1_D30618g	YALI0D23683g1_1	Q6C812	257.086154	1718.072202	386.467512	1967.419447	2579.86154	1967.419447	761.6985859	3382.855153	2954.209235	1967.419447	2954.209235	uniprot|Q6C812 Yarrowia lipolytica YALI0D23683g LAT1 Dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase complex I2	2.3.1.12
Chassy_YL_B_493	YALI1_B12993g	YALI0B09647g1_1	Q6CF74	447.9251258	331.4597932	89.47357242	331.4597932	739.5684692	547.4416576	245.2092401	366.4661941	271.1338768	366.4661941	163.9648074	"similar to uniprot|P07275 Saccharomyces cerevisiae YHR037W PUT2 Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial precursor I2"	
Chassy_YL_C_566	YALI1_C15832g	YALI0C11341g1_1	Q6CC94	856.6958986	1358.356391	629.9573445	6308.573445	1583.893192	2153.43469	5410.695265	2510.886432	2927.644565	540.1695265	734.6422545	"highly similar to uniprot|Q12230 Saccharomyces cerevisiae YPL004C LSP1 Primary component of eisosomes, which are large immobile patch structures at the cell cortex associated with endocytosis I2"	
Chassy_YL_A_100	YALI1_A02775g	YALI0A02310g1_1	Q6CI26	172.7800829	143.5439771	130.8256739	330.1311215	574.4399373	207.9296131	108.6478196	172.7800829	172.7800829	250.1886432	143.5439771	highly similar to uniprot|P32861 Saccharomyces cerevisiae YKL035W (ohnolog of YHL012W) UGP1 UTP--glucose- 1-phosphate uridylyltransferase I2	2.7.7.9
Chassy_YL_E_306	YALI1_E07676g	YALI0E06457g1_1	Q6C6T5	8.284145445	7.002502278	6.710752693	9.77105056	7.619535665	7.945670617	6.158774949	5.404004271	7.945670617	7.945670617	6.710752693	similar to uniprot|P07702 Saccharomyces cerevisiae LYS2 YBR115C Alpha aminoadipate reductase I2	
