"genes","direction"
"YALI1_D21256g","mixed"
"YALI1_D11256g","mixed"
"YALI1_B25427g","down"
"YALI1_A22454g","up"
"YALI1_C02332g","mixed"
"YALI1_C07638g","down"
"YALI1_C05323g","down"
"YALI1_D11151g","down"
"YALI1_C02117g","mixed"
"YALI1_C14332g","mixed"
"YALI1_F19106g","down"
"YALI1_E24245g","up"
"YALI1_F23922g","down"
"YALI1_C07137g","down"
"YALI1_E32776g","up"
"YALI1_D14893g","down"
"YALI1_C16621g","up"
"YALI1_F35753g","down"
"YALI1_D11722g","down"
"YALI1_F36094g","mixed"
"YALI1_F07699g","down"
"YALI1_B30382g","up"
"YALI1_E20463g","up"
"YALI1_E24735g","mixed"
"YALI1_D16206g","down"
"YALI1_C14931g","up"
"YALI1_D24249g","mixed"
"YALI1_E09568g","down"
"YALI1_A02190g","mixed"
"YALI1_F39108g","down"
"YALI1_C08040g","up"
"YALI1_E06441g","up"
"YALI1_D28963g","mixed"
"YALI1_F10713g","up"
"YALI1_C10318g","up"
"YALI1_C08922g","up"
"YALI1_B13586g","down"
"YALI1_C12333g","up"
"YALI1_C05636g","down"
"YALI1_F11605g","mixed"
"YALI1_D11402g","up"
"YALI1_F36584g","up"
"YALI1_A05168g","up"
"YALI1_B13355g","up"
"YALI1_B13137g","down"
"YALI1_E41569g","up"
"YALI1_B25868g","up"
"YALI1_E33799g","mixed"
"YALI1_B02430g","up"
"YALI1_E12703g","down"
"YALI1_B16239g","down"
"YALI1_E33024g","down"
"YALI1_F23109g","down"
"YALI1_D16864g","up"
"YALI1_B12409g","down"
"YALI1_B28150g","mixed"
"YALI1_D12056g","down"
"YALI1_B07696g","up"
"YALI1_B01698g","down"
"YALI1_B21935g","up"
"YALI1_D05270g","up"
"YALI1_B30214g","down"
"YALI1_D06094g","mixed"
"YALI1_F11493g","down"
"YALI1_F39128g","down"
"YALI1_F09720g","mixed"
"YALI1_B25136g","down"
"YALI1_D26438g","down"
"YALI1_F18276g","down"
"YALI1_B28053g","down"
"YALI1_F25701g","down"
"YALI1_F01755g","up"
"YALI1_D32424g","down"
"YALI1_A12037g","up"
"YALI1_F12330g","down"
"YALI1_C06222g","mixed"
"YALI1_F15568g","mixed"
"YALI1_F03992g","up"
"YALI1_C29538g","mixed"
"YALI1_F27141g","down"
"YALI1_E21786g","up"
"YALI1_D00376g","mixed"
"YALI1_B19323g","down"
"YALI1_B18572g","mixed"
"YALI1_B14236g","down"
"YALI1_F19192g","down"
"YALI1_E36437g","mixed"
"YALI1_E06882g","down"
"YALI1_F22241g","down"
"YALI1_D02804g","up"
"YALI1_A12411g","down"
"YALI1_D21076g","down"
"YALI1_C00503g","down"
"YALI1_A04261g","up"
"YALI1_E35249g","up"
"YALI1_F15291g","down"
"YALI1_D30922g","down"
"YALI1_E41315g","mixed"
"YALI1_B16645g","down"
"YALI1_B25676g","down"
"YALI1_D00515g","mixed"
"YALI1_B06928g","down"
"YALI1_B20802g","up"
"YALI1_E30707g","down"
"YALI1_F39494g","mixed"
"YALI1_E32664g","down"
"YALI1_A21236g","up"
"YALI1_F12578g","up"
"YALI1_E02744g","up"
"YALI1_F21467g","up"
"YALI1_D34288g","down"
"YALI1_E18961g","down"
"YALI1_A12225g","down"
"YALI1_F26012g","mixed"
"YALI1_F31215g","up"
"YALI1_E29939g","down"
"YALI1_B04779g","down"
"YALI1_F26793g","mixed"
"YALI1_B13259g","up"
"YALI1_E40603g","up"
"YALI1_E13280g","down"
"YALI1_F18664g","mixed"
"YALI1_A12617g","down"
"YALI1_E33459g","mixed"
"YALI1_E24532g","mixed"
"YALI1_A22369g","up"
"YALI1_C05972g","up"
"YALI1_D23237g","up"
"YALI1_E04719g","down"
"YALI1_C14106g","mixed"
"YALI1_D32695g","up"
"YALI1_F18696g","up"
"YALI1_A09593g","down"
"YALI1_D05901g","down"
"YALI1_A06823g","up"
"YALI1_B23237g","up"
"YALI1_D17814g","up"
"YALI1_F11093g","down"
"YALI1_F13953g","up"
"YALI1_F26399g","up"
"YALI1_B04433g","down"
"YALI1_D32111g","down"
"YALI1_E23988g","mixed"
"YALI1_E21779g","up"
"YALI1_F08784g","up"
"YALI1_D16166g","down"
"YALI1_C07028g","down"
"YALI1_C02402g","down"
"YALI1_A06229g","mixed"
"YALI1_A14287g","up"
"YALI1_D35575g","down"
"YALI1_E23961g","up"
"YALI1_D22413g","up"
"YALI1_E31805g","down"
"YALI1_D07232g","down"
"YALI1_E02162g","mixed"
"YALI1_D19187g","mixed"
"YALI1_C30392g","down"
"YALI1_D07888g","up"
"YALI1_C20550g","up"
"YALI1_D19721g","mixed"
"YALI1_F23551g","mixed"
"YALI1_A21477g","up"
"YALI1_F18152g","mixed"
"YALI1_D32342g","down"
"YALI1_F38220g","mixed"
"YALI1_D11937g","down"
"YALI1_D17370g","down"
"YALI1_D04969g","down"
"YALI1_F28015g","up"
"YALI1_B02283g","up"
"YALI1_F29483g","mixed"
"YALI1_B02604g","up"
"YALI1_E23136g","up"
"YALI1_F13001g","down"
"YALI1_C09750g","up"
"YALI1_D12909g","down"
"YALI1_C05022g","mixed"
"YALI1_F12810g","up"
"YALI1_B19388g","down"
"YALI1_A22157g","down"
"YALI1_D13124g","down"
"YALI1_F13446g","down"
"YALI1_D33820g","down"
"YALI1_C29595g","down"
"YALI1_E24180g","up"
"YALI1_A06311g","up"
"YALI1_E13287g","down"
"YALI1_A03116g","up"
"YALI1_F13268g","mixed"
"YALI1_D22804g","down"
"YALI1_E31351g","down"
"YALI1_A05571g","down"
"YALI1_B08374g","up"
"YALI1_B21250g","down"
"YALI1_C29618g","down"
"YALI1_E13453g","down"
"YALI1_C33098g","down"
"YALI1_F08075g","mixed"
"YALI1_B22015g","down"
"YALI1_C30287g","down"
"YALI1_C10730g","down"
"YALI1_D01967g","down"
"YALI1_A02499g","up"
"YALI1_F22935g","up"
"YALI1_A03757g","down"
"YALI1_E04023g","down"
"YALI1_C06770g","mixed"
"YALI1_E28779g","down"
"YALI1_F25444g","down"
"YALI1_D00062g","up"
"YALI1_B01839g","down"
"YALI1_E38706g","up"
"YALI1_D12403g","mixed"
"YALI1_D02781g","down"
"YALI1_F12562g","up"
"YALI1_E28490g","down"
"YALI1_D26666g","up"
"YALI1_C14725g","down"
"YALI1_E20845g","up"
"YALI1_E02850g","down"
"YALI1_C16347g","down"
"YALI1_D22083g","up"
"YALI1_D11514g","mixed"
"YALI1_F27041g","down"
"YALI1_F02266g","up"
"YALI1_E15144g","down"
"YALI1_D17462g","up"
"YALI1_C00368g","mixed"
"YALI1_D26671g","up"
"YALI1_A03450g","down"
"YALI1_E14644g","down"
"YALI1_F39106g","down"
"YALI1_E06068g","down"
"YALI1_C24891g","down"
"YALI1_C20364g","mixed"
"YALI1_F02265g","up"
"YALI1_C28551g","down"
"YALI1_F03830g","up"
"YALI1_B24351g","up"
"YALI1_E12421g","mixed"
"YALI1_E28863g","mixed"
"YALI1_D00094g","up"
"YALI1_B10525g","mixed"
"YALI1_B09871g","mixed"
"YALI1_B08247g","mixed"
"YALI1_F26367g","mixed"
"YALI1_C22282g","up"
"YALI1_F22568g","mixed"
"YALI1_C23021g","mixed"
"YALI1_A01537g","down"
"YALI1_B27179g","up"
"YALI1_D18251g","up"
"YALI1_C19072g","up"
"YALI1_D08174g","down"
"YALI1_E08530g","down"
"YALI1_B02833g","up"
"YALI1_D08564g","down"
"YALI1_B21381g","up"
"YALI1_D17268g","down"
"YALI1_C19151g","down"
"YALI1_D24333g","up"
"YALI1_E27997g","mixed"
"YALI1_E17508g","up"
"YALI1_E01530g","down"
"YALI1_F16551g","down"
"YALI1_E14274g","mixed"
"YALI1_D10264g","down"
"YALI1_E27625g","up"
"YALI1_D01378g","mixed"
"YALI1_D06442g","up"
"YALI1_D00221g","mixed"
"YALI1_C09260g","mixed"
"YALI1_E13863g","down"
"YALI1_F33331g","down"
"YALI1_E14201g","up"
"YALI1_E40754g","down"
"YALI1_E38218g","down"
"YALI1_A18514g","down"
"YALI1_B25593g","down"
"YALI1_D27057g","up"
"YALI1_A01786r","mixed"
"YALI1_C10385g","down"
"YALI1_C10990g","down"
"YALI1_D34232g","down"
"YALI1_E20125g","up"
"YALI1_D13019g","up"
"YALI1_F04379g","up"
"YALI1_D24466g","mixed"
"YALI1_B04690g","down"
"YALI1_C10121g","down"
"YALI1_B12993g","up"
"YALI1_B04831g","down"
"YALI1_E00239g","mixed"
"YALI1_F14933g","up"
"YALI1_C24434g","up"
"YALI1_A15132g","up"
"YALI1_D32268g","mixed"
"YALI1_E29557g","down"
"YALI1_B15692g","down"
"YALI1_A08126g","mixed"
"YALI1_D18890g","up"
"YALI1_A09064g","mixed"
"YALI1_C01161g","up"
"YALI1_C00141g","up"
"YALI1_D14805g","down"
"YALI1_D26454g","down"
"YALI1_B03290g","up"
"YALI1_D08195r","mixed"
"YALI1_F15286g","down"
"YALI1_F00867g","down"
"YALI1_D06434g","up"
"YALI1_E33888g","up"
"YALI1_B16110g","down"
"YALI1_A06989g","up"
"YALI1_E10148g","up"
"YALI1_B06537g","down"
"YALI1_F15769g","up"
"YALI1_F31587g","down"
"YALI1_F06410g","mixed"
"YALI1_E29481g","down"
"YALI1_A05052g","down"
"YALI1_B25258g","down"
"YALI1_F15047g","down"
"YALI1_E09051g","down"
"YALI1_A14292g","up"
"YALI1_E32247g","up"
"YALI1_B03288g","up"
"YALI1_A06815g","up"
"YALI1_C24526g","up"
"YALI1_A03029g","down"
"YALI1_C12317g","up"
"YALI1_D08323g","down"
"YALI1_E14619g","up"
"YALI1_E41251g","down"
"YALI1_A07376g","mixed"
"YALI1_D02444g","mixed"
"YALI1_D01404g","up"
"YALI1_A03300g","mixed"
"YALI1_A17239g","down"
"YALI1_E38020g","down"
"YALI1_C19058g","up"
"YALI1_E39570g","mixed"
"YALI1_E10140g","up"
"YALI1_F28333g","mixed"
"YALI1_D16891g","mixed"
"YALI1_B08868g","up"
"YALI1_F30086g","down"
"YALI1_E00019g","up"
"YALI1_D00929g","up"
"YALI1_E30109g","up"
"YALI1_A12756g","mixed"
"YALI1_B13800g","down"
"YALI1_C33444g","down"
"YALI1_D17829g","up"
"YALI1_E23854g","up"
"YALI1_C31549g","mixed"
"YALI1_A07014g","up"
"YALI1_A18590g","mixed"
"YALI1_F26957g","down"
"YALI1_E10339g","up"
"YALI1_E30942g","down"
"YALI1_D17832g","up"
"YALI1_B03429g","up"
"YALI1_E13627g","down"
"YALI1_A06416g","up"
"YALI1_A11612g","up"
"YALI1_F31353r","down"
"YALI1_A00538g","up"
"YALI1_D18383g","up"
"YALI1_F22376g","down"
"YALI1_D31258g","up"
"YALI1_D33552g","down"
"YALI1_F27017g","down"
"YALI1_A02365g","up"
"YALI1_C29302g","up"
"YALI1_E22697g","down"
"YALI1_D33168g","mixed"
"YALI1_F31070g","mixed"
"YALI1_E02906g","mixed"
"YALI1_E34686g","up"
"YALI1_A06402g","up"
"YALI1_D17844g","up"
"YALI1_F00534g","up"
"YALI1_F09161g","mixed"
"YALI1_D22568g","up"
"YALI1_B22321g","up"
"YALI1_F23819g","up"
"YALI1_F38386g","down"
"YALI1_B18292g","mixed"
"YALI1_F25924g","down"
"YALI1_D08317g","mixed"
"YALI1_C16091g","up"
"YALI1_E21799g","mixed"
"YALI1_D23785g","down"
"YALI1_E36494g","down"
"YALI1_F17358g","up"
"YALI1_E31389g","down"
"YALI1_C19316g","mixed"
"YALI1_A16292g","mixed"
"YALI1_F38056g","mixed"
"YALI1_E28491g","down"
"YALI1_D22053g","up"
"YALI1_F00399g","up"
"YALI1_E21443g","up"
"YALI1_E01352g","mixed"
"YALI1_F06426g","mixed"
"YALI1_C05931g","mixed"
"YALI1_F29139g","down"
"YALI1_B21104g","up"
"YALI1_C10203g","mixed"
"YALI1_A16808g","up"
"YALI1_F09056g","down"
"YALI1_A19010g","mixed"
"YALI1_D12050g","mixed"
"YALI1_F08514g","up"
"YALI1_D02014g","down"
"YALI1_D26218g","up"
"YALI1_C14738g","mixed"
"YALI1_C10133g","down"
"YALI1_E08228g","mixed"
"YALI1_C30022g","mixed"
"YALI1_F15641g","down"
"YALI1_F34281g","up"
"YALI1_B24564g","down"
"YALI1_C08923g","up"
"YALI1_E08620g","mixed"
"YALI1_D23612g","up"
"YALI1_D17842g","up"
"YALI1_C30235g","mixed"
"YALI1_E02481g","mixed"
"YALI1_E21256g","down"
"YALI1_D02316g","up"
"YALI1_F35746g","down"
"YALI1_D30285g","up"
"YALI1_B16087g","up"
"YALI1_A11010g","mixed"
"YALI1_F16817g","down"
"YALI1_C31086g","up"
"YALI1_B22259g","up"
"YALI1_E22840g","down"
"YALI1_D35148g","down"
"YALI1_F39818g","up"
"YALI1_E14068g","mixed"
"YALI1_B09002g","up"
"YALI1_C31649g","down"
"YALI1_E15629g","down"
"YALI1_C00107g","up"
"YALI1_E27313g","up"
"YALI1_D17836g","up"
"YALI1_D15030g","mixed"
"YALI1_F25649g","up"
"YALI1_A10143g","down"
"YALI1_A06174g","up"
"YALI1_C02044g","down"
"YALI1_F24173g","down"
"YALI1_F17581g","up"
"YALI1_B00049g","up"
"YALI1_D23753g","mixed"
"YALI1_E22718g","down"
"YALI1_D26006g","mixed"
"YALI1_C04778g","mixed"
"YALI1_E33599g","mixed"
"YALI1_D00422g","down"
"YALI1_E30849g","down"
"YALI1_E38050g","up"
"YALI1_C13919g","up"
"YALI1_B22158g","mixed"
"YALI1_D00673g","down"
"YALI1_F21504g","down"
"YALI1_F27304g","up"
"YALI1_D30241g","up"
"YALI1_D16843g","up"
"YALI1_A03907g","down"
"YALI1_E17484g","up"
"YALI1_C00852g","up"
"YALI1_E28465g","down"
"YALI1_D20398g","up"
"YALI1_C24262g","down"
"YALI1_F22115g","mixed"
"YALI1_D13251g","down"
"YALI1_B08493g","mixed"
"YALI1_C07613g","down"
"YALI1_C23028g","up"
"YALI1_D21145g","mixed"
"YALI1_F14827g","up"
"YALI1_D07252g","mixed"
"YALI1_A00058g","up"
"YALI1_B13641g","up"
"YALI1_E30561g","up"
"YALI1_C13500g","mixed"
"YALI1_D13716g","up"
"YALI1_D18845g","mixed"
"YALI1_A01905g","up"
"YALI1_B29844g","up"
"YALI1_C28686g","up"
"YALI1_F13452g","down"
"YALI1_F25885g","down"
"YALI1_E17389g","up"
"YALI1_D20844g","up"
"YALI1_F32910g","down"
"YALI1_A19898g","mixed"
"YALI1_D28437g","up"
"YALI1_A13591g","down"
"YALI1_B03910g","down"
"YALI1_D11272g","mixed"
"YALI1_B12295g","up"
"YALI1_D27946g","down"
"YALI1_B11593g","up"
"YALI1_D07930g","up"
"YALI1_E28052g","down"
"YALI1_C15526g","up"
"YALI1_C25747g","up"
"YALI1_A04341g","down"
"YALI1_D17725g","up"
"YALI1_B26659g","up"
"YALI1_D20968g","down"
"YALI1_C20078g","mixed"
"YALI1_E03973g","mixed"
"YALI1_A12688g","up"
"YALI1_F02132g","mixed"
"YALI1_C30310g","mixed"
"YALI1_C24124g","down"
"YALI1_B27929g","down"
"YALI1_B27968g","up"
"YALI1_C05734g","up"
"YALI1_E08689g","up"
"YALI1_E23824g","mixed"
"YALI1_F13155g","mixed"
"YALI1_A02301g","up"
"YALI1_C13928g","up"
"YALI1_A16809g","up"
"YALI1_B08588g","up"
"YALI1_E32411g","mixed"
"YALI1_B08461g","mixed"
"YALI1_A21175g","up"
"YALI1_A03512g","up"
"YALI1_F05814g","up"
"YALI1_C07360g","up"
"YALI1_D19980g","mixed"
"YALI1_C15540g","up"
"YALI1_C01843g","up"
"YALI1_C03696g","up"
"YALI1_D30249g","up"
"YALI1_D29626g","up"
"YALI1_C32886g","mixed"
"YALI1_E20791g","up"
"YALI1_F18979g","up"
"YALI1_B15703g","down"
"YALI1_C29529g","mixed"
"YALI1_E09779g","up"
"YALI1_B11034g","mixed"
"YALI1_A21871g","down"
"YALI1_F24578g","down"
"YALI1_F24564g","down"
"YALI1_F16527g","mixed"
"YALI1_C00331g","up"
"YALI1_B10635g","up"
"YALI1_F04849g","up"
"YALI1_C18082g","up"
"YALI1_F17094g","up"
"YALI1_F28393g","mixed"
"YALI1_D12567g","mixed"
"YALI1_E24719g","up"
"YALI1_D03805g","up"
"YALI1_A18605g","down"
"YALI1_A08931g","up"
"YALI1_C06368g","down"
"YALI1_E34015g","up"
"YALI1_D18392g","mixed"
"YALI1_C13506g","mixed"
"YALI1_D12513g","mixed"
"YALI1_D19623g","mixed"
"YALI1_B26377g","down"
"YALI1_C22876g","up"
"YALI1_D11934g","down"
"YALI1_A02096g","up"
"YALI1_A20242g","up"
"YALI1_A08107g","mixed"
"YALI1_A04006g","down"
"YALI1_F39789g","mixed"
"YALI1_E41276g","down"
"YALI1_A16826g","up"
"YALI1_E06737g","up"
"YALI1_D00798g","mixed"
"YALI1_E11181g","up"
"YALI1_A11622g","up"
"YALI1_D21464g","up"
"YALI1_A21012g","up"
"YALI1_A21021g","up"
"YALI1_B27339r","down"
"YALI1_E39820g","down"
"YALI1_D35025g","up"
"YALI1_E09835g","down"
"YALI1_E24052g","up"
"YALI1_F20931g","down"
"YALI1_E34586g","mixed"
"YALI1_C23950g","down"
"YALI1_D16531g","up"
"YALI1_A11439g","mixed"
"YALI1_D30526g","down"
"YALI1_F13185g","mixed"
"YALI1_A06396g","up"
"YALI1_D09285g","down"
"YALI1_C28456g","up"
"YALI1_E31446g","mixed"
"YALI1_F16715g","up"
"YALI1_A01074g","mixed"
"YALI1_E32241g","up"
"YALI1_E33421g","up"
"YALI1_E19772g","down"
"YALI1_D33289g","mixed"
"YALI1_B09476g","up"
"YALI1_A02335g","mixed"
"YALI1_F04920g","mixed"
"YALI1_F33273g","mixed"
"YALI1_D07257g","mixed"
"YALI1_E01057g","mixed"
"YALI1_A13131g","up"
"YALI1_C24589g","down"
"YALI1_C16712g","mixed"
"YALI1_F30296g","up"
"YALI1_C24533g","up"
"YALI1_E22503g","mixed"
"YALI1_D32455g","up"
"YALI1_B17155g","up"
"YALI1_E02143g","mixed"
"YALI1_E41699g","up"
"YALI1_E17988g","up"
"YALI1_C10086g","down"
"YALI1_C16099g","up"
"YALI1_F16735g","up"
"YALI1_A15528g","mixed"
"YALI1_F09137g","mixed"
"YALI1_C14249g","mixed"
"YALI1_F16451g","up"
"YALI1_E11483g","mixed"
"YALI1_C31067g","mixed"
"YALI1_A16832g","up"
"YALI1_D22143g","mixed"
"YALI1_A12676r","down"
"YALI1_F26474g","down"
"YALI1_B06776g","down"
"YALI1_B27615g","down"
"YALI1_D18442g","up"
"YALI1_F25546g","mixed"
"YALI1_A05737g","up"
"YALI1_B29364g","down"
"YALI1_D08648g","down"
"YALI1_C11843g","down"
"YALI1_D32462g","up"
"YALI1_C13879g","up"
"YALI1_E31540g","down"
"YALI1_B03324g","up"
"YALI1_D00412g","mixed"
"YALI1_C28263g","mixed"
"YALI1_E04107g","up"
"YALI1_D09297g","down"
"YALI1_F11866g","up"
"YALI1_B22351g","up"
"YALI1_C32667g","mixed"
"YALI1_E20142g","mixed"
"YALI1_C05296g","up"
"YALI1_D21553g","mixed"
"YALI1_C08245g","down"
"YALI1_F29380g","mixed"
"YALI1_E11976g","up"
"YALI1_C18837g","up"
"YALI1_C02291g","up"
"YALI1_E37950g","up"
"YALI1_F15843g","mixed"
"YALI1_B17569g","down"
"YALI1_E07440g","up"
"YALI1_D22274g","mixed"
"YALI1_F17337g","up"
"YALI1_D34090g","up"
"YALI1_A02022g","down"
"YALI1_A13236g","down"
"YALI1_C11234g","up"
"YALI1_D20505g","mixed"
"YALI1_E28259g","up"
"YALI1_B02035g","up"
"YALI1_A13200g","down"
"YALI1_D21648g","down"
"YALI1_D12587g","up"
"YALI1_F02545g","mixed"
"YALI1_C12441g","up"
"YALI1_C21516g","up"
"YALI1_F02518g","mixed"
"YALI1_C15377g","mixed"
"YALI1_F34000g","mixed"
"YALI1_F06198g","down"
"YALI1_E31555g","mixed"
"YALI1_D17930g","down"
"YALI1_F23214g","up"
"YALI1_B29360g","down"
"YALI1_D34980g","up"
"YALI1_F10866g","mixed"
"YALI1_D27765g","mixed"
"YALI1_D26529g","up"
"YALI1_E13541g","mixed"
"YALI1_E21615g","down"
"YALI1_C09181g","up"
"YALI1_C17419g","up"
"YALI1_A16843g","up"
"YALI1_E07259g","up"
"YALI1_B24836g","down"
"YALI1_E23280g","up"
"YALI1_B15036g","mixed"
"YALI1_D18048g","up"
"YALI1_F05448g","up"
"YALI1_A17234g","up"
"YALI1_E10662g","up"
"YALI1_B17261g","mixed"
"YALI1_D04653g","up"
"YALI1_A16392g","down"
"YALI1_E12019g","mixed"
"YALI1_B01127g","mixed"
"YALI1_F16844g","down"
"YALI1_F15352g","up"
"YALI1_E08782g","down"
"YALI1_F14850g","down"
"YALI1_A08934g","up"
"YALI1_C29497g","mixed"
"YALI1_F10193g","up"
"YALI1_B17998g","up"
"YALI1_D29630g","up"
"YALI1_B12489g","down"
"YALI1_D09308g","up"
"YALI1_E36619g","up"
"YALI1_D01905g","down"
"YALI1_E22414g","up"
"YALI1_E23068g","up"
"YALI1_D12723g","down"
"YALI1_F28915g","up"
"YALI1_C32721g","up"
"YALI1_B29753g","down"
"YALI1_F22674g","up"
"YALI1_E04143g","up"
"YALI1_D06195g","down"
"YALI1_A01394g","down"
"YALI1_F14072g","down"
"YALI1_D16783g","up"
"YALI1_B26596g","up"
"YALI1_C11382g","down"
"YALI1_B27144g","up"
"YALI1_C26377g","up"
"YALI1_E01741g","down"
"YALI1_B15151g","down"
"YALI1_E00628g","up"
"YALI1_B24638g","down"
"YALI1_E37234g","up"
"YALI1_E13329g","down"
"YALI1_E31154g","up"
"YALI1_C04490g","down"
"YALI1_F37320g","up"
"YALI1_E03220g","down"
"YALI1_E12847g","up"
"YALI1_A15544g","up"
"YALI1_E41148g","down"
"YALI1_A03837g","up"
"YALI1_E26229g","down"
"YALI1_C03674g","down"
"YALI1_C29506g","up"
"YALI1_D10458g","down"
"YALI1_F24963g","up"
"YALI1_F03136g","up"
"YALI1_A17957g","up"
"YALI1_A05795g","up"
"YALI1_F09155g","down"
"YALI1_F14495g","down"
"YALI1_C07081g","down"
"YALI1_F05088g","down"
"YALI1_E20963g","up"
"YALI1_C06071g","down"
"YALI1_B07413g","up"
"YALI1_C04031g","up"
"YALI1_D25037g","up"
"YALI1_F38191g","up"
"YALI1_D23067g","down"
"YALI1_B13536g","down"
"YALI1_D25664g","up"
"YALI1_E40640g","down"
"YALI1_E37982g","down"
"YALI1_F14090g","down"
"YALI1_E22238g","down"
"YALI1_A12403g","down"
"YALI1_A11079g","down"
"YALI1_F11481g","up"
"YALI1_B24129g","down"
"YALI1_C00694g","down"
"YALI1_D14986g","down"
"YALI1_F15533g","down"
"YALI1_E22613g","down"
"YALI1_E27600g","up"
"YALI1_C09606g","down"
"YALI1_C32352g","up"
"YALI1_E23629g","down"
"YALI1_C25621g","down"
"YALI1_E24078g","up"
"YALI1_B25387g","down"
"YALI1_C12121g","up"
"YALI1_C13973g","down"
"YALI1_E28903g","down"
"YALI1_A09010g","up"
"YALI1_C29854g","down"
"YALI1_F35274g","down"
"YALI1_C10232g","down"
"YALI1_D08186g","up"
"YALI1_C28817g","up"
"YALI1_E29433g","down"
"YALI1_D32754g","down"
"YALI1_A10798g","up"
"YALI1_E29665g","down"
"YALI1_A20937g","down"
"YALI1_F19697g","down"
"YALI1_F23664g","up"
"YALI1_D08734g","down"
"YALI1_E40571g","up"
"YALI1_E38034g","up"
"YALI1_D03216g","down"
"YALI1_D25400g","up"
"YALI1_C28166g","down"
"YALI1_C25979g","down"
"YALI1_D00888g","down"
"YALI1_F17082g","up"
"YALI1_F30593g","up"
"YALI1_C09718g","down"
"YALI1_B25553g","down"
"YALI1_D25178g","down"
"YALI1_A07575g","down"
"YALI1_B25833g","up"
"YALI1_F30061g","up"
"YALI1_E31865g","down"
"YALI1_C18391g","down"
"YALI1_E15398g","down"
"YALI1_C19636g","up"
"YALI1_D21327g","up"
"YALI1_B23443g","down"
"YALI1_A14568g","down"
"YALI1_F05253g","up"
"YALI1_F04314g","up"
"YALI1_E27441g","up"
"YALI1_C32184g","up"
"YALI1_F12138g","up"
"YALI1_C18892g","down"
"YALI1_A21372g","up"
"YALI1_F06351g","down"
"YALI1_C07451g","down"
"YALI1_C01590g","down"
"YALI1_F24197g","down"
"YALI1_A08759g","down"
"YALI1_F36290g","down"
"YALI1_A04119g","down"
"YALI1_C05423g","up"
"YALI1_F14958g","up"
"YALI1_B19336g","up"
"YALI1_D07344g","down"
"YALI1_E31005g","down"
"YALI1_E37921r","down"
"YALI1_C08983g","down"
"YALI1_D34119g","up"
"YALI1_A09626g","down"
"YALI1_E20099g","down"
"YALI1_A06612g","down"
"YALI1_E10899g","up"
"YALI1_C04351g","up"
"YALI1_E37387g","down"
"YALI1_E21364g","down"
"YALI1_A13596g","down"
"YALI1_C18396g","down"
"YALI1_B14492g","down"
"YALI1_D10721g","up"
"YALI1_F11449g","up"
"YALI1_E01463g","up"
"YALI1_A07635g","down"
"YALI1_C09137g","down"
"YALI1_A07472g","down"
"YALI1_E32946g","down"
"YALI1_A21852g","down"
"YALI1_C00999g","down"
"YALI1_E02767g","down"
"YALI1_E32315g","up"
"YALI1_E41325g","down"
"YALI1_E36206g","up"
"YALI1_C12941g","up"
"YALI1_D29335g","down"
"YALI1_F23560g","up"
"YALI1_A11797g","up"
"YALI1_C07562g","down"
