genes,direction
YNL162W,down
YBR018C,mixed
YIL136W,mixed
YKL031W,up
YGR085C,down
YIL163C,down
YER009W,down
YKL056C,down
YGL188C,down
YDR281C,up
YKL066W,up
YJL171C,down
YKL147C,up
YML001W,down
YBR224W,up
YDR491C,down
YIR019C,up
YDL161W,up
YBL100C,up
YOR096W,down
YML056C,down
YLR262C-A,down
YKL162C-A,down
snR71,up
YDR453C,down
YEL017C-A,down
YDR437W,up
YDR261C-D,down
YDR077W,up
YOL093W,up
YEL008W,up
YLR379W,down
YPL218W,down
YML113W,up
YOL155W-A,up
YOR089C,up
YNL146W,up
YLR040C,up
YHR063W-A,down
YFR052C-A,down
YOR376W-A,up
YLL014W,down
YGR174C,up
YGR282C,down
snR42,up
YMR175W,down
YGR254W,down
YPR080W,down
YBR109C,down
YGL008C,down
YDR447C,down
YOL131W,down
YHR125W,up
YGL025C,up
YDR038C,up
YLR255C,up
YMR011W,mixed
YOL164W-A,mixed
YBR085C-A,up
YLR112W,up
YDR522C,up
YMR096W,down
YER146W,down
YOR072W,up
YBL003C,down
YOL104C,up
YKR034W,up
YJL216C,down
YOR133W,down
YER175C,down
YLL025W,down
YDR050C,down
YGR209C,down
YBR296C,up
YER076W-A,up
YOR343C,up
YDR536W,mixed
YLR264W,down
YDR327W,down
YOR309C,down
YPR201W,up
YLR308W,up
YJL009W,down
YLR041W,up
YIL011W,down
YCR102C,down
YMR182C,up
YDR359C,up
YJL205C,up
YKL068W-A,down
YOR156C,up
YEL033W,up
YGR156W,up
YPL221W,down
YGR137W,down
YHL010C,up
YMR164C,up
YHL036W,down
YKR083C,up
YPL163C,up
YCL059C,down
YPR005C,up
YMR081C,up
YNL217W,up
YDL208W,down
YOR298C-A,up
YNL251C,up
YDR154C,mixed
YBR004C,down
YOR145C,down
YOR037W,up
YHL021C,up
YNL024C-A,down
YLR139C,up
YOR329C,up
YPR093C,up
YLR149C-A,up
YFL042C,up
YDR363W-A,up
YHR122W,down
YGL226W,up
YGR215W,up
YOR215C,mixed
YOR302W,up
YKL043W,mixed
YHR083W,up
YJL196C,down
YMR136W,mixed
YKL151C,up
YOR095C,down
YDL193W,down
YCL056C,up
YDR072C,down
YPL226W,down
YBR021W,mixed
YNL010W,down
YER159C,up
YPL230W,mixed
YDR171W,mixed
YGL044C,up
YIL014C-A,up
YLR200W,up
YNL179C,up
YMR174C,mixed
YMR173W,up
YNL300W,up
YDR510W,up
YOR247W,up
YDL204W,up
YGR275W,up
YOR289W,up
YDR091C,down
YHR177W,up
YAL033W,up
YGL077C,down
YLR438C-A,up
YIL045W,mixed
YOR257W,up
YOR143C,down
YBR233W-A,up
YMR035W,down
YLR390W,up
YCR071C,up
YIL053W,mixed
YDR352W,down
YER150W,up
YPL089C,up
YNL306W,up
YOR199W,up
YDR399W,down
YKL204W,up
YOL158C,mixed
YMR311C,up
YOR223W,up
YNL097C,up
YKL032C,up
YNL180C,up
YGL215W,up
YDR428C,down
YHR201C,up
YKL077W,down
YER122C,up
YGR203W,up
YER177W,up
YDR025W,down
YIL154C,up
YJL177W,down
YJR139C,down
YHR135C,up
YKL122C,up
YHR064C,down
YPL234C,down
YDR002W,down
YLR292C,up
YDR068W,up
YNL286W,up
YBL087C,down
YGR268C,up
YAL037C-A,up
YLR219W,mixed
YPR069C,down
YJR125C,up
YBL029C-A,up
YDL050C,down
YMR114C,up
YOR335C,down
YOR036W,up
YCL038C,down
YHR114W,up
YLR186W,down
YDL015C,down
YDR454C,down
YGL254W,up
YER074W-A,down
YHR039C-A,down
YNL265C,down
YPR065W,up
YKL008C,down
YFR016C,up
YNR020C,up
YJL144W,mixed
YBR016W,up
YJR105W,down
YNL148C,up
YNL067W,down
YPL181W,up
YNL215W,up
YBR268W,up
YGR207C,down
YOR099W,down
YGR106C,down
YNL220W,down
YNL303W,up
YKL054C,up
YOR140W,up
YFR033C,up
YKL220C,down
YAL055W,up
YDL110C,up
YCR024C-B,down
YIL029C,down
YOL097C,down
YDR274C,up
YEL038W,down
YGR148C,down
YER042W,down
YNL037C,mixed
YJL109C,down
YOR327C,down
YDL197C,up
YNL113W,down
YDR286C,down
YGL036W,up
YLR333C,down
YDR207C,up
YLR146C,down
YML112W,up
YJR091C,up
YDL029W,down
YER066W,down
YGR262C,up
YLR361C-A,up
YPR193C,up
YDR385W,down
YGR243W,up
YHR051W,down
YFR044C,down
YFL013W-A,up
YPL066W,up
YLR406C,down
YJL138C,up
YGR021W,up
YER145C,down
YLR311C,down
YOR123C,up
YBL027W,down
YBL021C,up
YMR307W,down
YLR327C,up
YPL134C,down
YOR079C,down
YDL191W,down
YNL276C,down
YOL005C,up
YLR301W,down
YGR155W,down
YMR260C,down
YJL115W,up
YOL053W,up
YPR114W,up
YMR039C,up
YLR038C,down
YFL048C,down
YDR070C,mixed
YOR210W,down
YMR145C,down
YDR396W,up
YOL108C,up
YHR050W-A,up
YML015C,up
YNL197C,up
YGL203C,up
YOR304C-A,down
YGL033W,mixed
YEL066W,down
YJL104W,up
YBR279W,up
YPR185W,up
YKL053C-A,down
YGR101W,up
YAL034W-A,up
YER029C,up
YDL048C,up
YPL054W,up
YOL121C,down
YGR249W,up
YLR095C,up
YMR241W,down
YLR080W,mixed
YER158W-A,up
YHR010W,down
YDR486C,up
YOR338W,down
YCR084C,up
YIL113W,up
YOR159C,up
YMR263W,up
YNL259C,down
YJR141W,down
YDR435C,down
YOR234C,down
YGL135W,down
YHR175W-A,up
YAL003W,down
YOR313C,up
YPL014W,up
YMR070W,up
YFR052W,down
YHL001W,down
YMR071C,down
YBR221C,down
YMR292W,down
YPR020W,mixed
YJL188C,down
YJR135W-A,down
YHR174W,down
YJL037W,down
YJL079C,up
YJL078C,up
YLR147C,up
YML064C,up
YLL020C,down
YCR075W-A,down
YIL168W,up
YOR023C,up
YOR113W,up
YIR015W,up
YEL034C-A,up
YKL183C-A,up
YMR256C,down
YOR104W,up
YBR204C,down
YGR011W,up
YDL137W,down
YPR151C,mixed
YKR072C,up
YIL040W,up
YPR123C,down
YKL024C,down
YAL016W,down
YPL170W,mixed
YNL090W,down
YDR532C,up
YKL044W,mixed
YOL112W,up
YIL127C,up
YPL028W,down
YBR025C,down
YPR016C,down
YDL232W,down
YDR473C,up
YOL054W,up
YEL004W,down
YER178W,down
YJL024C,up
YMR163C,down
YAL044W-A,down
YDL157C,down
YGR182C,down
YGR024C,down
YOR194C,up
YKL023W,up
YGR241C,up
YEL067C,up
YFL046W,up
YBR112C,up
YGR208W,down
YBR206W,up
YGL238W,down
YER107C,down
YDL215C,down
YER002W,up
YCR023C,down
YDR209C,down
YDR538W,down
YOR228C,down
YEL048C,down
YGL198W,down
YLR288C,up
YCL021W-A,up
YDR460W,up
YJL023C,down
YOR121C,up
YDR078C,down
YBL099W,down
YMR203W,down
YGL115W,down
YPL087W,down
YHR136C,down
YDR321W,down
YPR012W,up
YPR062W,up
YDL055C,down
YDL185W,down
YDL160C-A,down
YIR010W,up
YGR232W,down
YOL086C,down
YDR374C,down
YKL119C,down
YDR119W-A,down
YDR040C,mixed
YGL222C,mixed
YOL106W,down
RUF20,down
YDR525W-A,down
YHR081W,up
YAL016C-A,up
YFL041W-A,down
YOR060C,up
YAL059W,down
YDR513W,down
YBL001C,down
YFL034C-A,down
YLR437C,up
YGL068W,down
YGR049W,up
YCR001W,down
YMR001C-A,down
YDR446W,up
YHL033C,down
YNL124W,up
YJR017C,up
YPL068C,up
YIL124W,down
YBR162W-A,up
YBR089C-A,down
YJR005C-A,mixed
YPR073C,down
YDR013W,down
YDR249C,down
YCR047C,up
YJL152W,up
YKL036C,up
YBR013C,down
YJL166W,down
YPR126C,down
YPL178W,down
YOR185C,down
YDR075W,up
YDL196W,up
YJR080C,down
YMR322C,up
YMR141C,down
YIL167W,down
YHR139C-A,down
YBL081W,up
YLR264C-A,down
YDR367W,down
YOR285W,down
YNR061C,down
YDR284C,down
YLL039C,down
YPL197C,up
YGL149W,up
YNL332W,down
YPR170W-B,down
YLL049W,down
YLL017W,mixed
YNR054C,up
YNL308C,up
YLR068W,up
YHR126C,down
YJR086W,down
YBR113W,up
YLL033W,down
YDR133C,down
YER071C,down
YGR016W,down
YBR088C,down
YBR209W,down
YLR134W,down
YLL004W,down
YMR244C-A,down
YGL249W,down
YAL025C,up
YKL096W,mixed
YGR107W,up
YHR088W,up
YKR045C,up
YGR280C,up
YBL049W,down
YKL169C,down
YBL064C,down
YLR376C,up
YDR230W,down
YGR035W-A,up
YKL026C,down
YLR349W,up
YKL065W-A,down
YIR017C,up
YJR161C,down
YDR115W,down
YGL230C,mixed
YDR031W,down
YAR066W,down
YFL058W,down
YIR036C,down
YDR098C-B,down
snR61,down
YBR232C,up
YJR011C,down
YBL048W,down
YER060W-A,up
YAR009C,down
YJL211C,up
YDL009C,down
YLR346C,down
YHR214W,mixed
YHR219W,up
YER107W-A,down
YHR049C-A,down
YFL051C,mixed
YHL048W,down
YGR146C-A,up
YER180C-A,down
YHR071C-A,up
YPR204W,up
YNL170W,down
YPR051W,down
YHL041W,up
YJL108C,up
YJL107C,up
YJL045W,down
YNL040W,down
YKL187C,down
YPR192W,down
YDL218W,down
YLR042C,up
YDR343C,down
YKL163W,down
YBL075C,down
YKL096W-A,down
YER062C,up
YBR295W,down
YPL186C,down
YIL162W,up
YMR058W,up
YDL022W,up
YDL037C,up
YNR069C,down
YHR033W,up
YAL049C,down
YNR068C,down
YMR251W-A,down
YDL039C,up
YGR287C,up
YOL143C,up
YKL107W,down
YBR026C,down
YLR413W,up
YJL016W,down
YLR256W,down
YOR230W,down
YBR014C,up
YMR118C,down
YHL035C,up
YOL083W,down
YKL050C,down
YEL039C,down
YOR173W,down
YML070W,up
YOL052C-A,down
YOL058W,down
YOR386W,down
YNL036W,down
YPL036W,down
YGL184C,down
YNL115C,down
YDR524C-B,down
YEL011W,down
YNL014W,down
YNR019W,down
YDL168W,up
YGL096W,down
YOL151W,up
YNL009W,down
YPR160W,down
YOR034C,down
YGL157W,up
YGR044C,down
YBR214W,down
YMR006C,down
YMR196W,down
YJR155W,down
YER001W,down
YLR178C,down
YDR368W,up
YHL024W,down
YKL134C,up
YDR518W,down
YPL004C,down
YLL016W,down
YHL040C,up
YGL047W,down
YBR147W,down
YBR285W,down
YEL065W,up
YIL013C,down
YKR091W,down
YGR180C,down
YCL049C,up
YGR161C,down
YGR087C,down
YLR438W,down
YDR342C,down
YAL061W,down
YJR148W,down
YDL154W,down
YHR049W,up
YDR055W,down
YMR095C,down
YKL103C,down
YHR104W,up
YDL206W,up
YPL092W,down
YER075C,up
YFL014W,down
YMR238W,down
YOR186W,down
YMR254C,up
YEL060C,down
YCL026C-B,up
YPL123C,down
YJL163C,down
YNL200C,down
YHR029C,down
YCL047C,up
YDR275W,down
YOL164W,up
YGR008C,down
YGR248W,down
YER121W,down
YLR070C,down
YAL008W,down
YGR154C,down
YBR294W,down
YIL099W,down
YDR018C,down
YJR008W,down
YIL108W,up
YIL166C,up
YDR535C,up
YOR299W,up
YLL062C,up
YKL217W,down
YDL124W,down
YJL048C,down
YNL117W,down
YFR055W,up
YGR143W,down
YDR134C,down
YDR276C,down
YDR300C,up
YCL048W-A,down
YDR019C,down
YHR094C,up
YOR161C,up
YDR534C,up
YBR177C,down
YJR096W,down
YGR130C,down
YHR171W,down
YMR152W,down
YBR066C,down
YDR379C-A,down
YNL034W,down
YER037W,down
YNR034W,up
YDR361C,up
YMR100W,down
YPR009W,up
YBR157C,down
YDL019C,down
YOR134W,down
YMR181C,down
YLR297W,down
YBR286W,down
YPL047W,up
YGL253W,up
YHR032W,up
YGR127W,down
YPL203W,down
YGR067C,up
YBR241C,down
YCL009C,down
YLR164W,down
YLR194C,down
YLR237W,down
YHR044C,up
YDR047W,down
YBR005W,down
YLL026W,down
YPR184W,down
YJL141C,down
YNL173C,down
YPL264C,down
YDR357C,down
YOL152W,up
YLR254C,down
YLR307C-A,down
YOR321W,down
YGR065C,up
YNL001W,up
YHR031C,up
YNL093W,down
YNL015W,down
YGL156W,down
YNL333W,up
YHR146W,down
YJR104C,down
YJL164C,down
YML075C,down
YML087C,up
YEL071W,up
YBR139W,down
YBR056W,down
YMR250W,down
YCR083W,down
YHR138C,down
YOL045W,down
YDR358W,down
YGR153W,down
YOR237W,down
YDR261W-B,up
YOL091W,down
YLR168C,up
YLR377C,down
YOL065C,down
YDR034W-B,down
YPL119C,down
YBR149W,down
YDL054C,down
YLR179C,up
YER096W,down
YLR356W,down
YMR036C,down
YDR380W,down
YBR296C-A,up
YHR097C,down
YLR034C,up
YGR256W,down
YHR046C,up
YOR273C,down
YKR098C,up
YOL016C,down
YMR110C,down
YNL208W,down
YBR161W,up
YIL087C,down
YOL136C,up
YLR411W,up
YBR145W,down
YNL160W,down
YKR076W,down
YPL250C,down
YFR015C,down
YKL178C,down
YDR354W,down
YHR209W,down
YIR037W,down
YNR060W,up
YNL143C,up
YJL038C,up
YLR258W,down
YLR023C,up
YER088C,down
YEL069C,up
YGL039W,up
YGL121C,down
YNR002C,down
YIR014W,down
YER055C,down
YHR043C,up
YOR135C,up
YFL052W,up
YJR025C,down
YPR149W,down
YGL258W,up
YML028W,down
YGR066C,up
YOR202W,down
YCL012C,down
YDL243C,up
YJR127C,down
YDR524W-C,down
YLR296W,up
YNL223W,down
YOR009W,down
YDR144C,up
YMR053C,down
YNL193W,up
YNL298W,up
YNR001C,up
YBL095W,down
YOL126C,down
YOL101C,up
YER119C,down
YLR353W,down
YNL210W,up
YDL222C,down
YPL061W,up
YCR061W,down
YBR169C,down
YDR107C,down
YML128C,down
YOL020W,up
YLR149C,down
YDL246C,up
YMR244W,down
YER014W,down
YKR046C,down
YEL030W,down
YPL062W,up
YIL066C,down
YBL101C,down
YDR033W,up
YKR039W,down
YDL227C,up
YBR208C,down
YKL084W,down
YHR137W,down
YAL028W,down
YJR149W,down
YLR299W,down
YOL109W,down
YJR111C,down
YER084W,down
YGR109C,up
YPR127W,down
YBR148W,down
YHL042W,up
YJL105W,down
YMR297W,down
YOL132W,up
YNR073C,up
YLR414C,down
YLR257W,down
YOR031W,down
YKL201C,up
YJL161W,down
YLR290C,down
YGR144W,up
YDR533C,down
YOL119C,down
YMR175W-A,down
YIL170W,up
YGL059W,down
YOR136W,up
YML098W,down
YIR043C,up
YGL180W,down
YFL060C,up
YIL020C,up
YGL007W,down
YBR063C,up
YPR078C,down
YFL003C,up
YNR057C,down
YBR299W,up
YDR213W,down
YOR192C-B,up
YHR213W-B,down
YOR044W,down
YLR218C,down
YNL018C,down
YIL117C,down
YEL073C,down
YOR392W,up
YFL059W,up
YBL086C,down
YGL117W,down
YDR035W,down
YPL223C,down
YBL073W,up
YHL043W,up
YGR055W,down
LSR1,down
YMR105C,down
YNL194C,down
YNR072W,up
YBR072C-A,down
YLR142W,down
YOL114C,up
YIL072W,down
YKR106W,up
YDR246W,down
YBL015W,up
YCL048W,down
YNR058W,down
YOL085W-A,down
YDR102C,up
YBR069C,up
YHR184W,down
YPR202W,up
YNR044W,down
YCL064C,down
YDR246W-A,down
YER188W,up
YOR388C,down
YHR093W,up
YMR247W-A,down
YDR223W,down
YCL058C,up
YFL065C,up
YNR014W,down
YNL142W,down
YER124C,down
YJR159W,up
YLR123C,up
YEL070W,up
YJL213W,up
YJL218W,up
YHL022C,up
YAR068W,up
YGR292W,up
YDR250C,down
YER088C-A,down
