gene,condition,significance,direction,P_ref,P_cond,group
YALI1_E09568g,HiT,TRUE,-1,NaN,NaN,2
YALI1_D31482g,HiT,TRUE,-1,NaN,NaN,2
YALI1_B02047g,HiT,TRUE,1,NaN,NaN,4
YALI1_C24891g,HiT,TRUE,-1,0.614232120803662,0.309867790776534,2
YALI1_A19398g,HiT,TRUE,1,NaN,NaN,5
YALI1_E21983g,HiT,TRUE,-1,NaN,NaN,1
YALI1_F18835g,HiT,TRUE,1,NaN,NaN,2
YALI1_A12540g,HiT,TRUE,1,NaN,NaN,3
YALI1_C04553g,HiT,TRUE,1,NaN,NaN,2
YALI1_F03120g,HiT,TRUE,-1,NaN,NaN,1
YALI1_F12649g,HiT,TRUE,1,NaN,NaN,4
YALI1_E28779g,HiT,TRUE,-1,NaN,NaN,2
YALI1_E32664g,HiT,TRUE,-1,NaN,NaN,1
YALI1_B04228g,HiT,TRUE,1,NaN,NaN,2
YALI1_F18664g,HiT,TRUE,1,NaN,NaN,5
YALI1_F09720g,HiT,TRUE,-1,NaN,NaN,4
YALI1_D16206g,HiT,TRUE,-1,NaN,NaN,1
YALI1_B26033g,HiT,TRUE,1,NaN,NaN,1
YALI1_B25676g,HiT,TRUE,-1,NaN,NaN,2
YALI1_E41251g,HiT,TRUE,-1,0.220396128560529,0.0454918420888437,1
YALI1_F32287g,HiT,TRUE,1,NaN,NaN,4
YALI1_A21477g,HiT,TRUE,1,NaN,NaN,4
YALI1_D21256g,HiT,TRUE,-1,NaN,NaN,4
YALI1_E21779g,HiT,TRUE,1,NaN,NaN,5
YALI1_D18845g,HiT,TRUE,-1,NaN,NaN,2
YALI1_D12567g,HiT,TRUE,1,NaN,NaN,3
YALI1_A21594g,HiT,TRUE,1,NaN,NaN,3
YALI1_D26666g,HiT,TRUE,1,NaN,NaN,2
YALI1_E24735g,HiT,TRUE,-1,NaN,NaN,4
YALI1_E24532g,HiT,TRUE,1,NaN,NaN,4
YALI1_B07696g,HiT,TRUE,1,NaN,NaN,4
YALI1_E24245g,HiT,TRUE,1,NaN,NaN,4
YALI1_E40603g,HiT,TRUE,1,NaN,NaN,4
YALI1_C05972g,HiT,TRUE,1,NaN,NaN,5
YALI1_E32247g,HiT,TRUE,1,NaN,NaN,5
YALI1_B13259g,HiT,TRUE,1,NaN,NaN,5
YALI1_A12037g,HiT,TRUE,1,NaN,NaN,5
YALI1_C05323g,HiT,TRUE,-1,NaN,NaN,3
YALI1_A04261g,HiT,TRUE,1,NaN,NaN,4
YALI1_F36584g,HiT,TRUE,1,NaN,NaN,3
YALI1_B24836g,HiT,TRUE,-1,NaN,NaN,3
YALI1_B29364g,HiT,TRUE,-1,NaN,NaN,5
YALI1_C09750g,HiT,TRUE,1,NaN,NaN,4
YALI1_A02190g,HiT,TRUE,1,NaN,NaN,3
YALI1_F01755g,HiT,TRUE,1,NaN,NaN,3
YALI1_F12810g,HiT,TRUE,1,NaN,NaN,4
YALI1_D00062g,HiT,TRUE,1,NaN,NaN,5
YALI1_D32111g,HiT,TRUE,-1,NaN,NaN,4
YALI1_F07042g,HiT,TRUE,-1,NaN,NaN,4
YALI1_D02804g,HiT,TRUE,1,NaN,NaN,1
YALI1_E14619g,HiT,TRUE,1,NaN,NaN,4
YALI1_E32776g,HiT,TRUE,1,NaN,NaN,2
YALI1_E33799g,HiT,TRUE,-1,NaN,NaN,4
YALI1_B21935g,HiT,TRUE,1,NaN,NaN,4
YALI1_A01537g,HiT,TRUE,-1,NaN,NaN,4
YALI1_B25258g,HiT,TRUE,-1,NaN,NaN,5
YALI1_F15641g,HiT,TRUE,-1,NaN,NaN,3
YALI1_F36094g,HiT,TRUE,-1,NaN,NaN,3
YALI1_A08126g,HiT,TRUE,1,NaN,NaN,5
YALI1_E27997g,HiT,TRUE,1,NaN,NaN,4
YALI1_B02604g,HiT,TRUE,1,NaN,NaN,2
YALI1_E35249g,HiT,TRUE,1,NaN,NaN,4
YALI1_C10385g,HiT,TRUE,-1,NaN,NaN,4
YALI1_C08923g,HiT,TRUE,1,NaN,NaN,5
YALI1_F26793g,HiT,TRUE,-1,NaN,NaN,3
YALI1_F32948g,HiT,TRUE,-1,NaN,NaN,1
YALI1_D26454g,HiT,TRUE,-1,NaN,NaN,5
YALI1_F06410g,HiT,TRUE,1,NaN,NaN,5
YALI1_F21467g,HiT,TRUE,1,NaN,NaN,3
YALI1_B10525g,HiT,TRUE,-1,NaN,NaN,4
YALI1_F38220g,HiT,TRUE,-1,NaN,NaN,2
YALI1_A03450g,HiT,TRUE,-1,NaN,NaN,4
YALI1_B04068g,HiT,TRUE,-1,NaN,NaN,2
YALI1_A06989g,HiT,TRUE,1,NaN,NaN,4
YALI1_C10762g,HiT,TRUE,1,NaN,NaN,5
YALI1_C19058g,HiT,TRUE,1,NaN,NaN,5
YALI1_E10148g,HiT,TRUE,1,NaN,NaN,5
YALI1_C09260g,HiT,TRUE,-1,NaN,NaN,4
YALI1_B09002g,HiT,TRUE,1,NaN,NaN,4
YALI1_D17832g,HiT,TRUE,1,NaN,NaN,5
YALI1_B10463g,HiT,TRUE,1,NaN,NaN,5
YALI1_E28863g,HiT,TRUE,1,NaN,NaN,5
YALI1_C07152g,HiT,TRUE,-1,NaN,NaN,5
YALI1_F16551g,HiT,TRUE,-1,NaN,NaN,5
YALI1_E21799g,HiT,TRUE,1,NaN,NaN,5
YALI1_D00515g,HiT,TRUE,-1,NaN,NaN,3
YALI1_E21256g,HiT,TRUE,-1,NaN,NaN,5
YALI1_F00399g,HiT,TRUE,1,NaN,NaN,5
YALI1_A08107g,HiT,TRUE,1,NaN,NaN,5
YALI1_D31258g,HiT,TRUE,1,NaN,NaN,4
YALI1_A16808g,HiT,TRUE,1,NaN,NaN,5
YALI1_E30849g,HiT,TRUE,-1,NaN,NaN,5
YALI1_E10140g,HiT,TRUE,1,NaN,NaN,5
YALI1_A00058g,HiT,TRUE,1,NaN,NaN,5
YALI1_A17239g,HiT,TRUE,-1,NaN,NaN,5
YALI1_F26367g,HiT,TRUE,-1,NaN,NaN,3
YALI1_A19010g,HiT,TRUE,-1,NaN,NaN,5
YALI1_E36494g,HiT,TRUE,-1,NaN,NaN,3
YALI1_F00534g,HiT,TRUE,1,NaN,NaN,4
YALI1_C13928g,HiT,TRUE,1,NaN,NaN,5
YALI1_A19195g,HiT,TRUE,-1,NaN,NaN,5
YALI1_D00422g,HiT,TRUE,-1,NaN,NaN,2
YALI1_A02365g,HiT,TRUE,1,NaN,NaN,2
YALI1_B03288g,HiT,TRUE,1,NaN,NaN,5
YALI1_B13641g,HiT,TRUE,1,NaN,NaN,4
YALI1_F15769g,HiT,TRUE,1,NaN,NaN,2
YALI1_F18979g,HiT,TRUE,1,NaN,NaN,4
YALI1_C13910g,HiT,TRUE,1,NaN,NaN,5
YALI1_B08461g,HiT,TRUE,-1,NaN,NaN,2
YALI1_B03225g,HiT,TRUE,1,NaN,NaN,4
YALI1_D22568g,HiT,TRUE,1,NaN,NaN,4
YALI1_F38056g,HiT,TRUE,1,NaN,NaN,5
YALI1_D20968g,HiT,TRUE,-1,NaN,NaN,2
YALI1_E30561g,HiT,TRUE,1,NaN,NaN,4
YALI1_C29302g,HiT,TRUE,1,NaN,NaN,5
YALI1_C28686g,HiT,TRUE,1,NaN,NaN,4
YALI1_E11181g,HiT,TRUE,1,NaN,NaN,1
YALI1_B16087g,HiT,TRUE,1,NaN,NaN,2
YALI1_F16715g,HiT,TRUE,1,NaN,NaN,5
YALI1_D26006g,HiT,TRUE,-1,NaN,NaN,2
YALI1_F16199g,HiT,TRUE,1,NaN,NaN,5
YALI1_A21175g,HiT,TRUE,1,NaN,NaN,4
YALI1_F22115g,HiT,TRUE,-1,NaN,NaN,4
YALI1_E06737g,HiT,TRUE,1,NaN,NaN,3
YALI1_A02335g,HiT,TRUE,-1,NaN,NaN,2
YALI1_D19623g,HiT,TRUE,-1,NaN,NaN,4
YALI1_C10318g,HiT,TRUE,1,NaN,NaN,3
YALI1_A20242g,HiT,TRUE,1,NaN,NaN,5
YALI1_A11439g,HiT,TRUE,-1,NaN,NaN,3
YALI1_A08931g,HiT,TRUE,1,NaN,NaN,5
YALI1_A00204g,HiT,TRUE,-1,NaN,NaN,4
YALI1_A00715g,HiT,TRUE,-1,NaN,NaN,4
YALI1_F11417g,HiT,TRUE,1,NaN,NaN,4
YALI1_F11481g,HiT,TRUE,-1,NaN,NaN,1
YALI1_E00628g,LpH,TRUE,1,NaN,NaN,3
YALI1_C06222g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B12489g,LpH,TRUE,-1,NaN,NaN,4
YALI1_D00376g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D09308g,LpH,TRUE,1,NaN,NaN,2
YALI1_D00515g,LpH,TRUE,1,NaN,NaN,3
YALI1_D18442g,LpH,TRUE,1,NaN,NaN,4
YALI1_E36619g,LpH,TRUE,1,NaN,NaN,4
YALI1_D01905g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E22414g,LpH,TRUE,1,NaN,NaN,4
YALI1_E23068g,LpH,TRUE,1,NaN,NaN,5
YALI1_A21594g,LpH,TRUE,1,NaN,NaN,3
YALI1_D12723g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C32721g,LpH,TRUE,1,NaN,NaN,4
YALI1_F09056g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E24245g,LpH,TRUE,1,NaN,NaN,4
YALI1_B29753g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D34933g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E22718g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F25444g,LpH,TRUE,-1,NaN,NaN,2
YALI1_B25868g,LpH,TRUE,1,NaN,NaN,4
YALI1_A01394g,LpH,TRUE,-1,NaN,NaN,2
YALI1_C12317g,LpH,TRUE,1,NaN,NaN,4
YALI1_F22674g,LpH,TRUE,1,NaN,NaN,3
YALI1_E04143g,LpH,TRUE,1,NaN,NaN,3
YALI1_D06195g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B26596g,LpH,TRUE,1,NaN,NaN,2
YALI1_C04490g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E03220g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B27144g,LpH,TRUE,1,NaN,NaN,1
YALI1_D31482g,LpH,TRUE,1,NaN,NaN,2
YALI1_B15151g,LpH,TRUE,-1,NaN,NaN,2
YALI1_F38191g,LpH,TRUE,1,NaN,NaN,1
YALI1_D16783g,LpH,TRUE,1,NaN,NaN,2
YALI1_C29618g,LpH,TRUE,-1,0.0669790590412004,0.0495052428840285,1
YALI1_C06071g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C05972g,LpH,TRUE,1,NaN,NaN,5
YALI1_C11382g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F23664g,LpH,TRUE,1,0.550560837970498,1.4977375422177,1
YALI1_B24638g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E13329g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E01741g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F35753g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E41148g,LpH,TRUE,-1,0.0583941221871821,0.066285806612411,2
YALI1_B21155g,LpH,TRUE,1,NaN,NaN,1
YALI1_C03674g,LpH,TRUE,-1,NaN,NaN,2
YALI1_C26377g,LpH,TRUE,1,NaN,NaN,3
YALI1_E26229g,LpH,TRUE,-1,NaN,NaN,2
YALI1_C29506g,LpH,TRUE,1,NaN,NaN,1
YALI1_D22568g,LpH,TRUE,1,NaN,NaN,4
YALI1_D10458g,LpH,TRUE,-1,0.790507824593082,0.580012765310275,1
YALI1_C28817g,LpH,TRUE,1,NaN,NaN,5
YALI1_E29433g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E37234g,LpH,TRUE,1,NaN,NaN,4
YALI1_E23988g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B01698g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E22613g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E31154g,LpH,TRUE,1,NaN,NaN,3
YALI1_F14090g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B11759g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A05254g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F28915g,LpH,TRUE,1,NaN,NaN,3
YALI1_F24963g,LpH,TRUE,1,NaN,NaN,1
YALI1_C21789g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A21871g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E32664g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F14495g,LpH,TRUE,-1,0.26694071698881,0.198280214038657,1
YALI1_F26367g,LpH,TRUE,1,NaN,NaN,3
YALI1_F22376g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C24124g,LpH,TRUE,-1,0.228900185554425,0.152734862843337,2
YALI1_F37320g,LpH,TRUE,1,NaN,NaN,5
YALI1_D11151g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A05795g,LpH,TRUE,1,NaN,NaN,2
YALI1_B24129g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F26793g,LpH,TRUE,1,NaN,NaN,3
YALI1_C24262g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E12847g,LpH,TRUE,1,NaN,NaN,2
YALI1_C02332g,LpH,TRUE,-1,NaN,NaN,4
YALI1_D14893g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A21477g,LpH,TRUE,1,NaN,NaN,4
YALI1_C04031g,LpH,TRUE,1,NaN,NaN,4
YALI1_D04969g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D21256g,LpH,TRUE,1,NaN,NaN,4
YALI1_D26006g,LpH,TRUE,1,NaN,NaN,2
YALI1_D01234g,LpH,TRUE,-1,NaN,NaN,4
YALI1_A15544g,LpH,TRUE,1,NaN,NaN,4
YALI1_F17988g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E37982g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A00204g,LpH,TRUE,1,NaN,NaN,4
YALI1_D18251g,LpH,TRUE,1,NaN,NaN,3
YALI1_B01839g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A11079g,LpH,TRUE,-1,NaN,NaN,4
YALI1_C02402g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E21983g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C25979g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F35274g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B07413g,LpH,TRUE,1,NaN,NaN,4
YALI1_E19483g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B05832g,LpH,TRUE,-1,NaN,NaN,2
YALI1_A03837g,LpH,TRUE,1,NaN,NaN,2
YALI1_B25553g,LpH,TRUE,-1,0.0886019380874873,0.0213982119786368,5
YALI1_D14986g,LpH,TRUE,-1,NaN,NaN,2
YALI1_F36094g,LpH,TRUE,1,NaN,NaN,3
YALI1_C29854g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F15641g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C32886g,LpH,TRUE,-1,0.137302933748728,0.0483290602034588,1
YALI1_B30214g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B13536g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F03136g,LpH,TRUE,1,0.0667462266047813,0.139326076042726,2
YALI1_C30287g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C10232g,LpH,TRUE,-1,NaN,NaN,2
YALI1_F03215g,LpH,TRUE,1,NaN,NaN,3
YALI1_C16347g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C00694g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D00888g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F12330g,LpH,TRUE,-1,0.0203342878229908,0.0443484281943032,3
YALI1_D23067g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F19697g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D08734g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E20963g,LpH,TRUE,1,NaN,NaN,1
YALI1_F36290g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E22238g,LpH,TRUE,-1,0.39349526223296,0.330572416429298,1
YALI1_C07137g,LpH,TRUE,-1,NaN,NaN,2
YALI1_A09626g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A08759g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C12121g,LpH,TRUE,1,NaN,NaN,4
YALI1_A12225g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A12403g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A17957g,LpH,TRUE,1,0.0822520410528993,0.27649488636826,4
YALI1_E33459g,LpH,TRUE,1,NaN,NaN,4
YALI1_C07081g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D13126g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A14568g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C09606g,LpH,TRUE,-1,NaN,NaN,4
YALI1_C25621g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C09718g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E28903g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D25037g,LpH,TRUE,1,NaN,NaN,2
YALI1_A20937g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F14239g,LpH,TRUE,1,NaN,NaN,4
YALI1_A12772g,LpH,TRUE,1,NaN,NaN,4
YALI1_E40640g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F10866g,LpH,TRUE,1,NaN,NaN,4
YALI1_D32424g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A03757g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B12409g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E13541g,LpH,TRUE,1,NaN,NaN,1
YALI1_B15587g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B26845g,LpH,TRUE,1,NaN,NaN,5
YALI1_D25664g,LpH,TRUE,1,NaN,NaN,1
YALI1_E31351g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F25885g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D01378g,LpH,TRUE,1,NaN,NaN,2
YALI1_C06770g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C32667g,LpH,TRUE,1,NaN,NaN,4
YALI1_A21175g,LpH,TRUE,1,NaN,NaN,4
YALI1_F23551g,LpH,TRUE,1,NaN,NaN,4
YALI1_D35575g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D19721g,LpH,TRUE,1,NaN,NaN,2
YALI1_E24078g,LpH,TRUE,1,NaN,NaN,3
YALI1_E01530g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E29665g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D08186g,LpH,TRUE,1,NaN,NaN,3
YALI1_C28166g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D17370g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F15533g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D33820g,LpH,TRUE,-1,NaN,NaN,3
YALI1_D23785g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E14350g,LpH,TRUE,-1,NaN,NaN,4
YALI1_D19187g,LpH,TRUE,1,NaN,NaN,3
YALI1_E21364g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A10798g,LpH,TRUE,1,NaN,NaN,3
YALI1_C00503g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F15357g,LpH,TRUE,1,NaN,NaN,5
YALI1_C32352g,LpH,TRUE,1,NaN,NaN,4
YALI1_D07344g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E40571g,LpH,TRUE,1,NaN,NaN,2
YALI1_F11493g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C21891g,LpH,TRUE,-1,NaN,NaN,2
YALI1_A09010g,LpH,TRUE,1,NaN,NaN,3
YALI1_B24564g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B17292g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B14236g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E27600g,LpH,TRUE,1,NaN,NaN,4
YALI1_E12614g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F13268g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D34119g,LpH,TRUE,1,NaN,NaN,4
YALI1_D11722g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F08075g,LpH,TRUE,1,NaN,NaN,2
YALI1_A21852g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F30593g,LpH,TRUE,1,0.0487206968641913,0.0375601745879959,4
YALI1_E02317g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F39494g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F13953g,LpH,TRUE,1,NaN,NaN,5
YALI1_F04314g,LpH,TRUE,1,NaN,NaN,2
YALI1_F18835g,LpH,TRUE,-1,NaN,NaN,2
YALI1_F28333g,LpH,TRUE,1,NaN,NaN,4
YALI1_B18572g,LpH,TRUE,1,0.304203063224822,0.460485107604273,1
YALI1_E31865g,LpH,TRUE,-1,NaN,NaN,3
YALI1_D25178g,LpH,TRUE,-1,NaN,NaN,2
YALI1_B20153g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D18770g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F11093g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B19336g,LpH,TRUE,1,NaN,NaN,1
YALI1_F05253g,LpH,TRUE,1,NaN,NaN,4
YALI1_E38034g,LpH,TRUE,1,NaN,NaN,1
YALI1_B13328g,LpH,TRUE,1,NaN,NaN,4
YALI1_E41325g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F09161g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E15398g,LpH,TRUE,-1,0.116083447278739,0.0633371671414039,4
YALI1_E33024g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D10721g,LpH,TRUE,1,NaN,NaN,4
YALI1_A04119g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A07575g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E24052g,LpH,TRUE,1,NaN,NaN,4
YALI1_C32461g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A07632g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F30061g,LpH,TRUE,1,NaN,NaN,4
YALI1_C08983g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F22935g,LpH,TRUE,1,NaN,NaN,3
YALI1_F23109g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C05636g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D16206g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B14492g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E23961g,LpH,TRUE,1,NaN,NaN,1
YALI1_E18441g,LpH,TRUE,-1,0.584014198067141,0.483655288708037,1
YALI1_E07259g,LpH,TRUE,1,NaN,NaN,4
YALI1_B25833g,LpH,TRUE,1,NaN,NaN,4
YALI1_D13341g,LpH,TRUE,1,NaN,NaN,2
YALI1_E37387g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B19388g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F39001g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D21327g,LpH,TRUE,1,NaN,NaN,4
YALI1_F17082g,LpH,TRUE,1,NaN,NaN,1
YALI1_C00999g,LpH,TRUE,-1,NaN,NaN,2
YALI1_C09137g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F33951g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F24359g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D11115g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B28150g,LpH,TRUE,1,NaN,NaN,2
YALI1_C18892g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D10264g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E01463g,LpH,TRUE,1,NaN,NaN,4
YALI1_E26257g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F07318g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F03120g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F04938g,LpH,TRUE,-1,NaN,NaN,2
YALI1_C01596g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E20099g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A12411g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C07451g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F06351g,LpH,TRUE,-1,0.0949405917243133,0.0475636388504578,1
YALI1_C08040g,LpH,TRUE,1,NaN,NaN,2
YALI1_C05423g,LpH,TRUE,1,NaN,NaN,1
YALI1_B13586g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E10899g,LpH,TRUE,1,NaN,NaN,3
YALI1_E13280g,LpH,TRUE,-1,NaN,NaN,2
YALI1_F39108g,LpH,TRUE,-1,NaN,NaN,1
