Ref_1	Ref_2	Ref_3	HiT_1	HiT_2	HiT_3	LpH_1	LpH_2	LpH_3	Osm_1	Osm_2	Osm_3
KMXK0A05270	0.000101475058489034	8.45974911807492e-05	7.95344885776044e-05	7.67405144268526e-05	6.77092909869795e-05	0.000101657007260081	0.000110078106744125	0.000113134592989275	0.000117983151114581	8.38863930088259e-05	9.32056021930828e-05	0.000104391541034006
KMXK0A00480	2.25973869744487e-05	2.85948152587991e-05	2.56250935842737e-05	5.18781538854998e-06	1.11446969636954e-05	5.65947624452129e-06	2.85657759724817e-05	2.75796180420284e-05	3.04534432260039e-05	2.90087904395219e-05	2.60299017834312e-05	3.1816671253403e-05
KMXK0D02830	3.14735475527485e-05	3.29600614989932e-05	2.09220318115168e-05	1.19595606898991e-05	1.07050262430007e-05	8.6979257548732e-06	3.09897309308973e-05	1.99465949072e-05	2.4701706569444e-05	2.34647253171541e-05	2.88923476246814e-05	2.18755771658317e-05
KMXK0A03180	2.15702330210647e-05	1.63770305573122e-05	2.24219568862395e-05	0	0	3.60148488287719e-06	2.13861424392911e-05	2.06478423844063e-05	3.01458326883675e-05	1.16590353919609e-05	2.02454791648909e-05	3.19689041302136e-05
KMXK0E03650	8.94313548105392e-06	2.60283548080094e-05	8.87370731893578e-06	0	1.32318663597231e-05	1.34387563120788e-05	2.66004315852667e-05	1.79774853834548e-05	1.20522460823761e-05	1.69186473532343e-05	3.77724840956269e-05	3.3136202160881e-05
KMXK0H00920	9.66863478637087e-05	9.06809062768929e-05	0.000109640849852713	7.57304466607206e-05	9.25635954557711e-05	7.40691902204315e-05	7.27417195418226e-05	7.51303064917542e-05	7.66468683440997e-05	8.30018519589489e-05	8.73512808912149e-05	8.59783920517744e-05
KMXK0B03460	1.02052715368478e-05	1.03310300289855e-05	7.71508193935124e-06	0.000171811520394989	0	0	1.01181749175141e-05	1.95377433314812e-06	6.11251907045239e-06	4.22901212066827e-05	1.21908261638053e-05	1.21000583374572e-05
KMXK0F03550	0.000161654760312224	0.000162368324247968	0.00014894265971538	0.000160045657974907	0.000186857194600881	0.000210021920834611	0.000160775981803086	0.000169732682786305	0.000143723502295268	0.000151544188567764	0.000184916791733615	0.000185679138719303
KMXK0D05750	1.89090778360904e-05	8.83481188685656e-06	8.24715655585822e-06	0	0	0	1.03833408808696e-05	3.34162782497058e-06	5.22725768783515e-06	1.41516567516216e-05	1.34039034471002e-05	1.72460601591344e-05
KMXK0D06610	7.35728878237866e-06	5.58596391102123e-06	1.87718708815029e-05	0	0	0	1.75067956712337e-05	4.2256049530878e-06	1.32200993849319e-05	0	0	0
KMXK0B00510	4.49612092256474e-06	4.13775104520091e-06	5.56203581674159e-06	1.50138326490335e-06	0	0	6.80819831659087e-06	5.63413993745039e-06	5.87559972663641e-06	1.76743344443163e-06	5.85915676089867e-06	3.39239361657391e-06
KMXK0G00710	4.66352448317309e-05	5.35896458077256e-05	4.43079307393419e-05	3.70381082720381e-05	3.72969938227256e-05	3.03041277794288e-05	4.49875825017758e-05	4.92257724415487e-05	6.34143412727412e-05	5.85893624477825e-05	5.16219389064948e-05	4.93161740207916e-05
KMXK0B05260	1.68166600740084e-05	5.10716700436226e-05	9.53491854298558e-06	3.08855985922976e-05	6.63498237838609e-05	1.68468130069471e-05	4.75184453933485e-05	5.55365222405825e-05	4.53260550340523e-05	6.81724328566487e-06	2.15234329992196e-06	1.24618541017001e-05
KMXK0E04320	3.04582400273224e-05	2.5597683850202e-05	2.54156241544295e-05	2.11093668852897e-05	1.81392342951336e-05	1.72714261413184e-05	2.32469893472694e-05	2.04640559580964e-05	3.16674012514627e-05	2.11225152241884e-05	1.58874604890697e-05	1.77159800544786e-05
KMXK0B02340	7.85135489039241e-05	0.000152728317411474	0.00018330358914298	0.000130061434947978	0.000160960878774929	0.000169646587183704	0.000102570228652873	0.000125554957876176	0.000127247477291462	0.00014811608303299	0.000157629034860465	0.000156976912543362
KMXK0H03880	0	4.69821903518656e-06	5.26285540606111e-06	0	0	0	0	1.77702702183643e-06	0	1.0034182048827e-05	2.05919788082998e-05	5.50271601654532e-06
KMXK0C05490	2.18652902042182e-05	2.14430234510908e-05	1.93710210680255e-05	1.00394872314056e-05	1.48275017918712e-05	1.23212787353725e-05	2.43885166478309e-05	1.80523684604917e-05	1.96445537296613e-05	2.36370364749907e-05	2.58862282194718e-05	1.62031018773725e-05
KMXK0F03040	9.65740959118546e-05	0.000119676826809458	0.000117066217006051	0.000140671709904261	0.000183946156200783	0.000153461166377756	0.000118861928504692	0.000130059672450829	0.000105714408765824	0.000154799262888352	0.000172193128055072	0.000173731363918859
KMXK0A02290	1.70171031494626e-05	7.83036505864426e-06	1.34495193710451e-05	5.68249705151685e-06	1.11901113767504e-05	8.26551053804577e-06	1.10434065603381e-05	1.2439189152855e-05	2.77977639878764e-05	1.78385458645814e-05	1.4783984785446e-05	1.22282578145452e-05
KMXK0F05420	2.35710625352867e-05	2.29990614648869e-05	1.73900994162576e-05	1.5647270830815e-05	1.792755561844e-05	2.44668201019879e-05	1.72317786835796e-05	1.79417517307947e-05	2.10920316937334e-05	1.62710176744781e-05	1.54112803696836e-05	1.48155112857196e-05
KMXK0F02690	1.43688944583026e-05	7.52377284804739e-06	1.01135843120391e-05	3.64000202673515e-06	5.8647113231036e-06	4.96367532800615e-06	5.30550503114129e-06	5.69149609969539e-06	8.30957956640983e-06	9.64130099758086e-06	1.31904766367966e-05	9.39957546652899e-06
KMXK0E04230	4.14902842809551e-05	6.30023470620099e-05	7.44948075783259e-05	0.000122768847956359	0.000206897543632028	0.000265552109396846	0.000104211672593063	0.000115176598393453	5.38436106096681e-05	0.000105901135072092	0.000106205792340411	9.83873595963731e-05
KMXK0G01200	1.63989676531637e-05	8.30052520687388e-06	1.54968168544204e-05	0	0	0	9.75540665913237e-06	7.8488558523877e-06	8.18523072069219e-06	1.32958330171822e-05	9.79478905601635e-06	4.86093056321174e-06
KMXK0A06740	2.26648418609396e-05	2.58121556246593e-05	1.39216926338442e-05	1.56099042139056e-05	1.30409588351301e-05	1.51369872092271e-05	3.03364026482124e-05	3.03739006777176e-05	3.73319821437182e-05	2.14387038849192e-05	1.83720169138115e-05	2.35138447095063e-05
KMXK0B01850	8.11973904844599e-05	8.06470721875284e-05	7.12290736918795e-05	9.00393721673759e-05	8.46241396565344e-05	7.98082073803681e-05	9.8428037647953e-05	9.15104375312766e-05	8.99265517483505e-05	0.000102682319771653	0.00010039404680314	0.000108988418923343
KMXK0C03060	0.000133846061310196	0.000142064907808844	0.000169257028392536	0.000195168275335398	0.000172828531375461	0.00016740440501743	0.000130290960091681	0.000137906409853593	0.000123410192719852	0.00013241475409263	0.000126248731612858	0.000137537329769097
KMXK0B00390	3.55464514204812e-05	3.59844866178146e-05	4.83709631703145e-05	1.30569735621932e-05	5.60991487610734e-05	4.2732225127172e-05	5.07500368896437e-05	7.34970389593248e-05	1.70326374097999e-05	0.000130651063268716	0.000131026921336822	0.000118009557718122
KMXK0H02310	0	3.40374999022614e-05	5.89253359715667e-05	2.24554714402936e-05	1.80899428975925e-05	2.44970565946429e-05	0	2.1066784113945e-05	0	5.61736455599793e-05	4.3816302733677e-05	3.62417206242679e-05
KMXK0F03260	3.5094147470922e-05	3.55266089740643e-05	3.04324113039988e-05	2.46442388441396e-05	2.64709278615669e-05	1.0340315487543e-05	1.96487364140437e-05	2.84556235666336e-05	2.22563500248772e-05	2.67796440976852e-05	3.17058075012974e-05	3.18194030016003e-05
KMXK0B01430	6.07417761873182e-05	0.000102483817887536	2.58300943329479e-05	5.57793910576894e-05	8.4878012075504e-05	7.09924700112751e-05	9.03350656635658e-05	7.84948376085589e-05	0.000100049712145165	3.2831843663762e-05	1.55485279986362e-05	4.20114025476513e-05
KMXK0D01560	0	0	0	1.23478581148958e-05	2.9473578746963e-06	2.99344198057325e-06	0	0	0	0	0	0
KMXK0C06890	2.40711296032171e-05	1.74055397227473e-05	4.67936491538912e-05	0	2.03511857597916e-05	2.06693915017299e-05	1.63650481274576e-05	0	2.88351443106124e-05	0	0	0
KMXK0C02640	0.000219083710408609	0.000216818154768528	0.000185401193891386	0.00023721855585473	0.000264477769805112	0.000248958458880441	0.000196465151421622	0.000202829037748214	0.000178226525041304	0.000229766347776112	0.000195863240292898	0.000220990212736815
KMXK0A05810	0.000107490273175756	0.00010015913669028	9.69598135621169e-05	0.000116655740629016	9.39769041262962e-05	0.000119919712856884	0.000100275410726931	0.000105232246901221	7.31614251675769e-05	9.63933633950542e-05	0.000110060365498712	0.000118758101520526
KMXK0E03160	3.43340143177671e-05	2.60678315847657e-05	2.78101790837079e-05	1.80165991788402e-05	1.20950199605996e-05	1.47409613810787e-05	3.06368924246589e-05	2.8170699687252e-05	3.23157984965003e-05	2.38603514998271e-05	2.6366205424044e-05	2.76237765921019e-05
KMXK0A02520	1.12484770717256e-05	1.99274090336876e-05	0	0	0	0	2.00744590363479e-05	3.87628827696587e-05	1.34747087064195e-05	6.07997104884482e-06	0	6.66847659486529e-06
KMXK0F01840	3.19559007719477e-06	2.42622674923144e-06	3.6237506078771e-06	1.46726091797373e-06	3.15203550488354e-06	0	9.5049521952405e-07	3.67072753500556e-06	2.87103168460643e-06	1.03635870150764e-05	1.14519882144838e-05	6.63058752330356e-06
KMXK0E03080	1.57199213735296e-05	2.78488635563957e-05	2.67392280879378e-05	2.88713204232347e-05	0	0	4.67572803641645e-06	4.51431088155963e-06	9.41555732591425e-06	5.52295506766183e-05	4.02394616941932e-05	3.26175485618411e-05
KMXK0C06610	7.84372109856898e-06	1.19105676780453e-05	0	0	0	0	4.66606744129988e-06	0	6.26406913005039e-06	0	0	0
KMXK0B02930	7.72933349921485e-05	6.91474623530961e-05	5.70740720740642e-05	6.2725404243377e-05	4.96445592019158e-05	6.12252430089122e-05	6.84356558057316e-05	7.02026641069813e-05	7.53645817209187e-05	7.96700751783998e-05	7.54604223418662e-05	7.67253699125126e-05
KMXK0F03070	6.6513063547434e-05	8.80504500044532e-05	7.5424803757485e-05	9.39679768492072e-05	6.72887363845759e-05	6.49238029560179e-05	9.13090286356797e-05	8.81568257059287e-05	0.000116450902398807	9.77138204278632e-05	5.0640982924579e-05	0.000101105608749642
KMXK0D04130	1.69178298204429e-05	2.39768290512284e-05	3.06952992667236e-05	9.32142230242136e-06	3.33744935811199e-06	6.77926566188647e-06	2.61665742786621e-05	1.55466107364941e-05	2.43193272107839e-05	2.74330244516728e-05	2.25190356486487e-05	1.60471361908523e-05
KMXK0C01110	3.79636101170739e-05	4.48366703257971e-05	5.02251834251765e-05	2.82217157137119e-05	4.81450908831641e-05	4.34647775579235e-05	2.68854362093946e-05	3.94550771048312e-05	2.81525164044836e-05	4.10398045797025e-05	3.9796827615557e-05	4.60839364680869e-05
KMXK0C06020	6.53310593716736e-05	0.000115964716138655	0.00013193117488933	9.53325283282056e-05	0.000114757275665774	0.000143448110752223	0.00010328266583411	0.000105885173053612	9.75582251640521e-05	8.99741118791215e-05	8.70526968334773e-05	9.54997532150086e-05
KMXK0B07870	3.29364653983746e-05	3.50971979066904e-05	5.11097756968528e-05	2.54700415788536e-05	3.41974262995584e-05	3.12589153669998e-05	3.29991107446816e-05	1.3938707845254e-05	2.49189818543374e-05	1.31177457560693e-05	8.87473059282891e-06	1.23321142507783e-05
KMXK0B04790	5.14760815146764e-05	3.25690099218865e-05	3.64831840860847e-05	3.54530027909043e-05	2.53872418969603e-05	1.71894600511562e-05	5.61404362880917e-05	4.18836233316228e-05	5.9094591148916e-05	5.10099265962404e-05	4.83146350240109e-05	5.34043252724381e-05
KMXK0E05440	1.25707318268457e-05	1.6967519517804e-05	9.50334596502867e-06	3.84791604978542e-06	0	0	4.98537889975528e-06	0	0	9.05955950986811e-06	1.50165143474688e-05	1.49047076209737e-05
KMXK0F00670	3.89685895313022e-05	3.01056596306579e-05	3.37237860460782e-05	3.01347331484005e-05	2.22532684915279e-05	2.67105264571248e-05	3.2942284885417e-05	4.00507905440153e-05	4.2995677091999e-05	2.32802781246287e-05	2.73002247409875e-05	2.18860050317702e-05
KMXK0C00500	8.51747662883068e-06	4.92710662920847e-06	2.75962546292179e-06	2.23475124429845e-06	7.20118880731086e-06	4.87585645681835e-06	0	0	0	2.63075670382709e-06	1.24587564091637e-05	1.29842933698098e-05
KMXK0E05880	0.000153794940387276	0.000145241136688086	0.000139286805583687	0.000161135407827066	0.000185296495030968	0.000179921489483248	0.000138769200924183	0.000142278117833168	0.000144666275161702	0.000139477313008777	0.000122595789005017	0.00012972525839114
KMXK0H02650	4.99897048193223e-05	3.90387003804102e-05	5.66875659426372e-05	4.45941331819375e-05	3.9446692638994e-05	2.28934118062803e-05	3.56854096865102e-05	4.10160300186851e-05	5.30395559973341e-05	4.78643319025876e-05	5.4109813388783e-05	4.57234710088111e-05
KMXK0G02290	1.86096128024872e-05	1.88389371116794e-05	1.31893864036703e-05	0	0	0	0	0	1.67195374574139e-05	5.02938781614002e-06	7.14546323466739e-06	2.75810153280274e-06
KMXK0D00970	6.86347753529019e-05	7.16518218281502e-05	6.8101943627358e-05	6.49971717833245e-05	7.19305187080543e-05	6.01631101790467e-05	6.88996263535671e-05	5.54342073506772e-05	7.70799014985861e-05	6.02844587046478e-05	5.4902994345467e-05	5.97619830429665e-05
KMXK0E01590	2.42114860440522e-05	2.20588574853593e-05	2.928582123917e-05	2.81624263949856e-05	9.55259739745319e-06	9.70195927632222e-06	1.82436888563749e-05	2.13220576459379e-05	2.90032792628608e-05	2.00662309807219e-05	1.48742295905321e-05	1.4353385527851e-05
KMXK0E01340	2.37697022199926e-05	1.6041742513702e-05	1.66861074502248e-05	8.31535346715704e-06	1.11646338097843e-05	1.13392010623682e-05	1.21200893108541e-05	1.82026059517628e-05	5.42363051689515e-06	2.32485476152161e-05	2.5496989860614e-05	1.74465957423801e-05
KMXK0E06170	1.28752553691627e-05	1.67578917330637e-05	1.66861074502248e-05	0	0	3.68524034526968e-06	1.96951451301379e-05	2.32408272419829e-05	8.81339958995461e-06	9.94181312492794e-06	3.76660077486343e-06	2.18082446779751e-05
KMXK0H01900	1.35584321846692e-05	3.2026193089855e-05	0	0	1.78315151419126e-05	0	2.68854362093946e-05	4.15316601103486e-05	4.33115636992055e-05	0	0	5.35859726373104e-06
KMXK0F01240	2.2071866347136e-06	2.23438556440849e-06	0	5.40497975365207e-06	5.80560958108783e-06	8.84457682864723e-06	0	0	0	0	0	0
KMXK0A03690	0.000120886834383636	0.000126282143484388	0.000132708817993353	0.00014643979698411	0.000142072234464019	0.000182943719904201	0.000146886285631814	0.000132951960719104	0.000130947054883269	0.000140413965533535	0.00014221214632899	0.000144856389446388
KMXK0B07840	0.000121678237554724	0.000141654315589743	7.58897002303492e-05	0.000145258830879399	9.60158507641449e-05	0.000109706770278413	0.000202674826809282	0.00019567801398145	0.000109320052606168	7.89227011148126e-05	3.7376269227491e-05	5.04944742159271e-05
KMXK0F04890	5.60644031264804e-05	5.20256723189628e-05	4.46546989464348e-05	4.16776392396589e-05	5.79336145960874e-05	6.15139696450922e-05	3.57338076200814e-05	3.91002179836352e-05	5.27688355196017e-05	4.97845730660949e-05	4.37370689131821e-05	4.98553036562318e-05
KMXK0B01110	3.16363417642282e-05	5.66617262358974e-05	6.07117601842793e-05	1.78780099543876e-05	7.68126806113159e-05	2.92551387409101e-05	2.89535466870403e-05	4.472640319576e-05	3.20672154311426e-05	6.31381608918501e-05	4.73432743548219e-05	9.52181513786053e-05
KMXK0D01520	0	0	0	3.01054571770776e-05	1.94021667347236e-05	1.97055338669342e-05	0	0	0	0	0	0
KMXK0A00610	1.34393975209126e-06	8.16300588526466e-07	6.09602905998016e-07	0	5.30248963438353e-07	5.3853979557042e-07	9.59378352416799e-07	9.26258349954674e-07	0	2.90567860235787e-06	3.02736137045098e-06	1.91215875171371e-06
KMXK0F01350	5.39165724302636e-05	4.17383970093349e-05	4.3158052352461e-05	4.36868664298946e-05	2.18983519286646e-05	2.54179985718851e-05	3.96206428348973e-05	4.37175369582617e-05	4.55911196833742e-05	3.59998285786864e-05	1.62369757713411e-05	3.38437721919855e-05
KMXK0E03550	1.55588566053581e-05	7.00026078466777e-06	1.1762338038683e-05	0	0	0	8.22723730997867e-06	9.92901710288389e-06	1.24254486022311e-05	9.34421780047872e-06	1.06205792340411e-05	1.22984199495466e-05
KMXK0C04880	4.46630707259693e-05	3.76778742233589e-05	4.36129043748032e-05	3.41785484422116e-05	3.42644800766164e-05	4.72288841111424e-05	5.31382739197446e-05	3.42025436202871e-05	5.20163387563988e-05	2.54822316017761e-05	2.03248732008317e-05	2.50067872307448e-05
KMXK0F00810	8.16421722947825e-06	1.65296480463768e-05	6.94357374541611e-06	2.24916899426167e-05	1.61058846443082e-05	8.17885599208239e-06	3.64254297030507e-05	1.40671751986665e-05	3.66751144227144e-05	4.41288221287124e-06	0	7.26003500247431e-06
KMXK0B04090	1.5155133779271e-05	1.53418889053198e-05	4.29642287640518e-06	6.95850686847423e-06	7.47428778403523e-06	0	0	0	0	2.86705221614688e-05	1.5517493012611e-05	2.69534233624795e-05
KMXK0E02870	9.38067954461919e-06	8.54664900841202e-06	9.57379330353889e-06	5.16858701424105e-06	2.7758474275772e-06	6.57824963039984e-06	6.69644667632066e-06	5.92649708765168e-06	1.23609725902106e-05	1.419711549582e-05	7.68397726643748e-06	6.67341986884221e-06
KMXK0C05770	7.48789154182917e-06	2.46355331460423e-05	2.75962546292179e-05	6.87615767476447e-06	2.95433386966599e-05	1.87532940646859e-05	2.2271958990031e-05	3.225461768925e-05	1.12123130878121e-05	4.45204980647661e-05	3.25844398393511e-05	4.43907465634524e-05
KMXK0B07940	2.54545278562756e-05	8.37466543441612e-05	9.38114058228872e-05	7.68035197753147e-05	8.60831765471643e-05	8.01433877385084e-05	7.46302625812504e-05	8.35406956242645e-05	8.60319494456202e-05	7.66548074046168e-05	7.3535303633397e-05	7.54515131962129e-05
KMXK0C00660	1.40953997959433e-05	9.51273062074902e-06	8.87998292524338e-06	0	0	0	3.72669412803489e-06	7.19607972209011e-06	7.50447885877324e-06	1.01583674702234e-05	8.01801155045186e-06	7.42775858338956e-06
KMXK0E00450	3.94334004993213e-05	1.45161215138153e-05	2.4391023921575e-05	9.87595450738127e-06	2.47519615284339e-05	2.51389766328878e-05	6.39766753991259e-06	1.85304149217561e-05	6.44152151333793e-06	3.6815688716447e-05	2.93645476839211e-05	2.76278952407662e-05
KMXK0C07040	2.39367024697818e-05	2.10007823540033e-05	1.35719285061727e-05	1.02578745639929e-05	1.41662730635624e-05	1.43877731512672e-05	1.32901525776578e-05	1.64974438017148e-05	2.48508972044622e-05	2.50137522658969e-05	2.12411584680823e-05	1.51365168609805e-05
KMXK0D03880	3.25116555679816e-05	0	0	4.59316461278734e-06	1.48008623707575e-05	1.00215231523539e-05	0	0	0	0	0	0
KMXK0A07730	7.57954021434635e-05	6.33851738236714e-05	6.72658706587186e-05	5.1445835936454e-05	5.52591224449896e-05	5.94245005674736e-05	5.68514953177823e-05	6.2459723212829e-05	6.31626970613414e-05	4.63122794736226e-05	4.55523281210046e-05	5.07950365624505e-05
KMXK0B03690	6.16503070277268e-05	3.77744841572649e-05	5.33527589498212e-05	3.57560199087753e-05	3.20052835880483e-05	3.57562806833345e-05	3.0883783132843e-05	3.354480239682e-05	3.30389492320863e-05	4.0338269458682e-05	2.49175128183273e-05	3.46247823194929e-05
KMXK0C04640	1.15830999594428e-05	8.79437796517758e-06	1.64188242645232e-05	0	5.71261354660816e-06	0	1.20584565149687e-05	1.49685045020135e-05	1.04066686233789e-05	1.56520993820376e-05	1.33425583512325e-05	1.0300278493213e-05
