GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C	uniprotID_CENPK	Protein_name
CENPK1137D_891	P06169	YLR044C	92799.86958	77855.27708	85955.9025	90698.29011	110011.0607	77062.35924	54191.76188	63165.00522	81024.52349	73706.71996	68366.25516	75233.90026	N1P0G2	 Pyruvate decarboxylase isozyme 1 - PDC1
CENPK1137D_3053	P26263	YGR087C	67.27566967	93.64526753	156.4057297	309.1459472	344.4978692	322.7399494	252.8470929	386.4844299	288.25219	18.07046674	6.248618023	37.94879189	N1P9V9	 Pyruvate decarboxylase isozyme 3 - PDC6
CENPK1137D_1799	P02829	YPL240C	148410.1169	136597.6467	148311.712	173726.4244	214223.5546	162686.718	108740.9614	126469.1256	148116.2587	158379.4275	160743.086	170004.7884	N1NXP6	 ATP-dependent molecular chaperone HSP82 - HSP82
CENPK1137D_3329	P04806	YFR053C	36045.23964	36657.58191	44080.7263	39690.48164	46815.0964	36436.47628	35966.04265	42836.45779	51102.42784	44514.58673	45118.90849	47250.09354	N1P4S9	 Hexokinase-1 - HXK1
CENPK1137D_3299	P04807	YGL253W	8313.231674	6279.54811	7349.641887	5967.139615	6732.193828	5018.657199	6024.247056	6482.506704	6865.858584	13473.8043	14982.81422	15012.9124	N1P4P1	 Hexokinase-2 - HXK2
CENPK1137D_3503	P05694	YER091C	148106.9708	131110.7673	140467.4649	85889.04169	89701.02837	73757.32071	109478.3618	118772.3146	127701.6761	80986.79699	81064.13436	82077.14439	N1PA49	 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase - MET6
CENPK1137D_4997	Q01574	YAL054C	90809.2613	100550.2444	95297.61524	111702.7483	126356.9458	105949.9859	59919.81403	69587.71594	75073.06202	51353.78249	49343.48832	63720.76052	N1P7N2	 Acetyl-coenzyme A synthetase 1 - ACS1
CENPK1137D_541	P52910	YLR153C	6813.084163	6236.020285	6218.217115	4996.311596	5203.665226	4127.993112	6023.168413	6414.934492	5522.642045	7500.218309	7653.251529	7696.908135	N1NZR0	 Acetyl-coenzyme A synthetase 2 - ACS2
CENPK1137D_2692	Q00955	YNR016C	23429.17939	24412.00447	26714.46856	22544.24097	23901.56543	18708.91552	22596.77521	26277.60824	25672.63269	25072.52459	25325.01479	28874.07288	N1P4Q3	 Acetyl-CoA carboxylase - ACC1
CENPK1137D_4214	P32324	YOR133W	95667.44165	95103.64656	106010.1387	82204.69463	87717.23684	73693.35472	73274.30759	84940.00664	93991.51629	82670.75886	80720.70819	93133.8347	N1P7B9	 YDR385W
CENPK1137D_677	P19414	YLR304C	35559.11748	38573.07714	43312.39655	39360.44959	43332.95334	35302.74808	38029.88835	38585.24646	45543.97094	44333.50839	42872.94223	45500.13123	N1P1J9	" Aconitate hydratase, mitochondrial - ACO1"
CENPK1137D_1295	P39533	YJL200C	3128.81056	3568.28385	3716.956674	2518.245265	2861.862106	2217.06233	3403.398417	3338.941609	3189.580027	2479.445746	2519.445986	2839.849625	N1P8L4	" Homocitrate dehydratase, mitochondrial - ACO2"
CENPK1137D_1415	P00830	YJR121W	110762.0376	101217.0307	108398.8309	93400.11731	110370.0109	87003.93275	96452.03089	100302.8318	109718.8822	147448.9367	150910.2202	152580.4901	N1P8W3	" ATP synthase subunit beta, mitochondrial - ATP2"
CENPK1137D_673	P31539	YLL026W	70400.32905	71012.86284	75184.50306	101329.8394	109622.4516	93111.18828	65272.3966	79054.39768	82451.9739	31029.74614	30918.60163	31418.37363	N1NZK6	 Heat shock protein 104 - HSP104
CENPK1137D_1594	P32589	YPL106C	31513.46889	28965.304	33627.05342	32624.62537	35761.99736	27804.03706	21382.40473	26914.5442	33199.98929	50217.66828	48184.64592	55434.73515	N1NX50	 Heat shock protein homolog SSE1 - SSE1
CENPK1137D_4723	P32590	YBR169C	3074.056259	3119.269253	4323.602522	5054.911678	5586.903758	4598.614757	2473.397176	3939.915061	4636.307729	1868.882208	1896.678319	2684.598191	N1PAU3	 Heat shock protein homolog SSE2 - SSE2
CENPK1137D_2676	P00890	YNR001C	36995.02099	37657.50861	39402.51667	48831.71186	56683.18307	44560.21219	39968.34656	43861.15904	50632.00518	83619.68586	88609.40466	95934.29007	N1NWR7	" Citrate synthase, mitochondrial - CIT1"
CENPK1137D_4500	P08679	YCR005C	84.37924184	96.747036	105.3340347	551.0142276	709.5239401	417.290279	70.37832785	68.01022512	163.9346615	877.17711	1124.551526	1250.665627	N1P997	" Citrate synthase, peroxisomal - CIT2"
CENPK1137D_1702	P43635	YPR001W	1148.785172	1156.592746	1270.370959	1475.411516	1575.47003	1237.302321	952.9996569	1195.822626	1466.092151	1053.911246	896.1802646	890.3568889	N1P1X2	" Citrate synthase 3, mitochondrial - CIT3"
CENPK1137D_4941	P00549	YAL038W	127847.7023	122708.9621	132360.2453	112252.5216	135303.3943	111190.7396	96810.14408	107707.4875	125727.6053	116841.7889	116555.288	127059.6245	N1P8V5	 Pyruvate kinase 1 - CDC19
CENPK1137D_2362	P52489	YOR347C	205.0229496	204.610843	353.2885715	362.9404248	291.8671404	381.2251557	275.0122482	394.8219343	327.3219853	158.928782	160.925324	163.7195741	N1P3V3	 Pyruvate kinase 2 - PYK2
CENPK1137D_624	P16521	YLR249W	30140.20548	27970.53426	29446.21359	16852.46488	19601.13369	13019.37874	20529.68686	23788.81429	26729.48369	28664.5851	29599.21731	32003.54204	N1NYG5	 Elongation factor 3A - YEF3
CENPK1137D_2662	P53978	YNL014W	545.3685882	575.279278	769.3911843	1516.24255	1488.820246	1227.313382	463.8544823	635.2625486	608.2210849	80.90924718	109.7647058	107.8711702	N1P4M0	 Elongation factor 3B - HEF3
CENPK1137D_1336	P0CS90	YJR045C	83017.05607	75708.08914	78338.6621	82592.418	92355.16323	79506.74816	70339.94332	76150.62895	83492.17664	88004.21412	97480.59419	93336.19619	N1P1J4	" Heat shock protein SSC1, mitochondrial - SSC1"
CENPK1137D_3207	P16861	YGR240C	5948.275124	5922.102358	6824.700603	14744.59271	8876.641149	7222.030819	11417.03134	6961.329108	7399.963846	20005.99735	10312.64464	21288.64417	N1P2M1	 ATP-dependent 6-phosphofructokinase subunit alpha - PFK1
CENPK1137D_242	P16862	YMR205C	10285.88169	9263.768212	11308.82529	10552.19002	12389.90667	8910.487158	8188.660559	9389.720519	10646.64614	14053.56383	14241.8811	15847.57608	N1P0I3	 ATP-dependent 6-phosphofructokinase subunit beta - PFK2
CENPK1137D_724	P06168	YLR355C	120531.4909	106466.1107	105325.2455	76594.76897	89826.56709	70952.51145	91694.02376	98665.48761	104063.0741	84422.71297	82898.87333	89196.31161	N1NYP1	" Ketol-acid reductoisomerase, mitochondrial - ILV5"
CENPK1137D_1434	P47169	YJR137C	15214.91237	15335.79183	16175.80678	8996.449822	10594.06932	7548.882134	13700.83324	17080.19611	14686.34387	13386.10165	13821.75217	15459.85811	N1P0B3	 Sulfite reductase [NADPH] subunit beta - MET5
CENPK1137D_5182	P32565	YIL075C	1141.744193	1195.549484	1289.700756	1193.344098	1344.68235	1192.745162	1101.106649	1352.452973	1047.505221	1230.666365	991.26019	1386.969602	N1P4H3	 26S proteasome regulatory subunit RPN2 - RPN2
CENPK1137D_1155	P00950	YKL152C	178243.2336	165236.6813	180764.4848	159900.0479	197685.7174	147457.324	136760.3466	149289.089	213326.6286	242793.3518	214311.3457	231941.4628	N1P8B2	 Phosphoglycerate mutase 1 - GPM1
CENPK1137D_676	P06106	YLR303W	162127.1294	153318.3055	180317.4364	143385.4592	173698.2426	139177.5666	130496.0682	143459.7088	189978.3828	156645.1662	153949.0098	165530.5732	N1NZZ7	 Homocysteine/cysteine synthase - MET17
CENPK1137D_945	P14540	YKL060C	208516.9368	166419.7245	195720.251	145154.941	176739.6753	131125.0679	137055.5887	156201.4123	180652.4908	198168.7735	192144.7707	198833.7485	N1P7U8	 Fructose-bisphosphate aldolase - FBA1
CENPK1137D_4905	P07251	YBL099W	134062.2719	130996.8967	133212.1482	105108.2291	120809.5258	92923.73625	100622.017	117144.842	129061.7095	147038.9636	141329.9883	144832.4497	N1P9R2	" ATP synthase subunit alpha, mitochondrial - ATP1"
CENPK1137D_634	P19882	YLR259C	63336.04055	65615.67239	63794.93952	87462.3736	100602.5596	78923.62374	52110.39415	55891.76333	65094.98973	60849.63617	65149.63737	64384.1094	N1NYH2	" Heat shock protein 60, mitochondrial - HSP60"
CENPK1137D_1774	P23254	YPR074C	29746.81161	32473.82925	30728.56409	25391.71329	28556.06032	21309.28353	33532.65696	35856.47704	38132.04111	38629.79752	38589.3214	36425.77287	N1NXM0	 Transketolase 1 - TKL1
CENPK1137D_4663	P33315	YBR117C	3544.276919	4621.00175	4785.893998	5905.175758	6423.778605	5987.003787	7262.510382	7913.596188	7934.18355	17701.33387	17756.69468	15280.86788	N1PAT1	 Transketolase 2 - TKL2
CENPK1137D_444	P37291	YLR058C	37065.2423	38261.87241	40426.11025	26926.13333	28726.26525	20796.29991	27573.01713	29684.53403	37121.20161	28403.15637	28218.0174	31575.01598	N1NY19	" Serine hydroxymethyltransferase, cytosolic - SHM2"
CENPK1137D_4822	P37292	YBR263W	4405.876445	5459.647233	5086.523225	3922.29897	4947.423705	3021.99197	3961.247765	4539.14198	4373.241208	3396.268963	2802.656666	3235.007474	N1P767	" Serine hydroxymethyltransferase, mitochondrial - SHM1"
CENPK1137D_723	P15019	YLR354C	29268.84708	28544.04285	34163.15864	17137.55929	23489.28655	14635.92717	25711.97817	34301.97718	33741.18348	34397.92325	35906.79058	36065.22227	N1NZP0	 Transaldolase - TAL1
CENPK1137D_3011	P53228	YGR043C	3907.662121	4950.965206	5977.924409	8151.353982	10077.50781	8336.952829	4933.597172	5565.294496	6026.505993	8467.715977	6895.114267	6264.214572	N1P3G9	 Transaldolase NQM1 - NQM1
CENPK1137D_4331	P19358	YDR502C	14251.09106	16202.2021	19083.3532	14035.49121	15408.20547	13046.26433	11078.69769	12995.84239	15198.99506	13730.25925	13247.45221	13881.5345	N1P7G8	 S-adenosylmethionine synthase 2 - SAM2
CENPK1137D_559	P10659	YLR180W	2351.161166	2274.063431	2428.524972	1934.730638	1726.592018	1781.607443	2680.843766	2517.784291	2555.834157	2420.052672	2061.802188	2249.755328	N1NYC1	 S-adenosylmethionine synthase 1 - SAM1
CENPK1137D_553	P41939	YLR174W	14891.46313	16564.70822	15737.79251	18851.2808	22001.94342	16205.59694	14566.05302	16045.29875	16393.09083	11806.37033	11621.89183	11696.41744	N1NZD0	 Isocitrate dehydrogenase [NADP] cytoplasmic - IDP2
CENPK1137D_3760	P21954	YDL066W	5800.355037	6122.338715	5577.794204	4456.169249	5004.744944	3502.564836	4332.023241	4830.474407	5460.105145	5283.510383	5415.198098	5842.596584	N1P7R0	" Isocitrate dehydrogenase [NADP], mitochondrial - IDP1"
CENPK1137D_2666	P53982	YNL009W	174.9517343	334.7995885	269.0772488	282.151814	246.4508585	285.7183676	122.7789686	275.4269733	279.2561233	20.42615445	18.90781849	14.29692185	N1NWR1	 Isocitrate dehydrogenase [NADP] - IDP3
CENPK1137D_2911	P11154	YGL062W	17039.78522	15504.17966	16381.01941	11883.49997	14637.41295	10135.33904	13178.19006	14797.01549	15517.63715	15412.69769	14772.98025	16764.11254	N1P377	 Pyruvate carboxylase 1 - PYC1
CENPK1137D_4774			198.5855764	390.6533419	388.3981478	269.5654029	260.5264745	257.4148939	185.9168775	659.1558915	318.1609128	233.8260074	486.3446501	317.5804304	N1P8P8	 Pyc2p  
CENPK1137D_152	P38009	YMR120C	9756.537232	10092.3563	11015.70249	8112.102826	7858.920599	6920.227766	9267.924682	10469.91195	10618.98756	14162.1567	13376.77268	14475.40531	N1P0C5	 Bifunctional purine biosynthesis protein ADE17 - ADE17
CENPK1137D_876	P54113	YLR028C	1395.830556	1225.182808	1665.773061	1398.274914	1883.472962	1001.549364	987.9994962	1094.412515	1518.930767	841.2752509	842.0797781	963.7627995	N1P0E7	 Bifunctional purine biosynthesis protein ADE16 - ADE16
CENPK1137D_4748	P12709	YBR196C	32005.43276	32262.56389	32426.30479	32471.19732	35127.56286	31158.41602	24998.01	31211.82803	33294.94316	43610.97492	42280.50346	45939.68647	N1PAU8	 Glucose-6-phosphate isomerase - PGI1
CENPK1137D_3343	P60010	YFL039C	52650.42176	60306.45666	63488.14377	52100.5649	52259.53915	45994.78839	47809.05953	60899.41536	53327.60086	58265.1598	58709.4714	60155.11301	N1PA17	 Actin - ACT1
CENPK1137D_4457	P17709	YCL040W	23608.32753	20648.97598	23209.63963	24649.14959	26733.80164	20214.4047	21214.62528	25623.19737	24857.81523	22052.23828	21201.39381	21508.42998	N1P652	 Glucokinase-1 - GLK1
CENPK1137D_4343	Q04409	YDR516C	3983.143336	4018.240912	4676.611267	6341.771123	6265.432976	5349.521052	4841.68509	4558.357439	3871.737895	5962.98842	5112.777965	5819.311207	N1PAL7	 Putative glucokinase-2 - EMI2
CENPK1137D_3698	P25694	YDL126C	24355.40899	22483.38822	23068.05291	20489.30616	20535.41759	16425.49084	17932.12292	18578.06729	19197.33751	21925.04307	20474.0113	20709.82083	N1PA88	 Cell division control protein 48 - CDC48
CENPK1137D_3052	P53252	YGR086C	36330.65111	38381.73117	36922.46425	38617.74174	48043.32422	35700.57517	28607.98832	37855.22303	46796.19042	31511.1874	34614.29146	33350.47018	N1P279	 Sphingolipid long chain base-responsive protein PIL1 - PIL1
CENPK1137D_1697	Q12230	YPL004C	29769.97864	28828.82959	30640.07333	29016.52517	33695.26973	26736.36035	30340.30639	32552.69225	34819.64102	13944.86548	13963.50543	13502.3059	N1P1W7	 Sphingolipid long chain base-responsive protein LSP1 - LSP1
CENPK1137D_2049	P15705	YOR027W	41046.62297	32790.20867	33340.34855	51586.63737	60405.52463	49026.63801	30037.69899	34973.59734	37026.4118	30123.09958	32804.2469	32577.62567	N1NY83	 Heat shock protein STI1 - STI1
CENPK1137D_3579	P04147	YER165W	20329.55647	19307.56691	21050.78052	18935.5459	19499.48018	18083.27697	17628.50074	18105.70654	19848.72681	16835.11923	16909.06876	17286.81815	N1P5F4	" Polyadenylate-binding protein, cytoplasmic and nuclear - PAB1"
CENPK1137D_2083	P14126	YOR063W	97117.59404	82404.03896	79023.83327	62577.91581	83353.55729	54250.15891	63804.9689	71250.0715	85241.54747	66382.90993	62027.11949	76336.25834	N1NWW2	 60S ribosomal protein L3 - RPL3
CENPK1137D_2114	P26786	YOR096W	21608.24638	18130.51754	19938.89669	12994.3027	18266.06179	12255.44519	14748.01225	13459.46358	22685.39828	13173.1965	16789.1458	20764.03441	N1NYD4	 40S ribosomal protein S7-A - RPS7A
CENPK1137D_2582	P48164	YNL096C	8326.854801	9749.00027	7739.043791	6687.064015	7233.178198	9672.683917	9991.365701	10294.99666	8426.854413	11436.36294	11486.37612	8842.805357	N1P4E6	 40S ribosomal protein S7-B - RPS7B
CENPK1137D_2390	P07262	YOR375C	15451.14293	16676.45066	17335.30869	10933.05104	10758.1891	9399.164604	26205.73671	27553.23406	27655.8578	24147.02963	23343.61358	25298.86182	N1NX34	 NADP-specific glutamate dehydrogenase 1 - GDH1
CENPK1137D_4927	P39708	YAL062W	NA	NA	2.311798653	57.71520878	49.51227135	27.82382143	113.9621099	108.2261574	76.81639432	NA	NA	2.788787962	N1P7G4	 NADP-specific glutamate dehydrogenase 2 - GDH3
CENPK1137D_4186	P17255	YDL185W	11257.10974	13293.18656	14246.12034	11927.52233	11530.50587	9411.081246	10134.06352	12278.52166	12288.11005	12563.75699	12149.63049	12580.37796	N1P711	 V-type proton ATPase catalytic subunit A - VMA1
CENPK1137D_4082	P33416	YDR258C	15994.95982	18396.81693	17501.43133	19041.40222	20747.32092	15607.29138	9614.402466	12353.13117	11717.75823	9686.139905	9034.026171	9916.077563	N1P535	" Heat shock protein 78, mitochondrial - HSP78"
CENPK1137D_3268	P33892	YGL195W	83.65939067	67.51168644	94.86757143	101.5099915	134.5690537	96.12883944	121.1940126	130.8716082	95.89938683	106.9756348	126.6092331	151.7290483	N1PA02	 eIF-2-alpha kinase activator GCN1 - GCN1
CENPK1137D_812	P33442	YLR441C	3117.022762	2853.608003	2888.444733	2828.649186	2546.117179	2017.623591	1876.033023	2151.22095	3043.25971	2568.123082	2402.96877	2813.935654	N1P1Y6	 40S ribosomal protein S1-A - RPS1A
CENPK1137D_390	P23248	YML063W	3189.506474	3192.434109	2891.764358	2596.10973	3517.532244	2532.802952	2291.546856	2503.180471	2826.107303	2645.289445	2827.136996	2839.185154	N1P675	 40S ribosomal protein S1-B - RPS1B
CENPK1137D_3922	P34730	YDR099W	4173.941922	4955.365573	5440.163972	5393.775138	5638.255712	5123.961187	4262.032012	4318.028796	5220.610075	4676.166258	4266.28384	4386.826164	N1P4P6	 Protein BMH2 - BMH2
CENPK1137D_3592	P29311	YER177W	4757.467298	4590.388634	4182.453657	3780.220568	5694.203866	3123.449985	3218.675017	3246.697681	3653.847143	3105.431553	2682.000482	3406.825229	N1P3Q2	 Protein BMH1 - BMH1
CENPK1137D_749	P04802	YLL018C	15524.21591	18523.36456	16896.60574	13884.59549	17627.36193	13744.73371	14058.41187	15657.42912	16698.69192	20841.54261	21197.81199	22042.2399	N1NYR2	" Aspartate--tRNA ligase, cytoplasmic - DPS1"
CENPK1137D_3977	P14832	YDR155C	51623.43344	51624.75112	57199.65273	59559.77504	57063.30429	57037.07765	48258.30857	47235.72715	54585.63178	32337.66524	25894.999	21247.54201	N1P4U3	 Peptidyl-prolyl cis-trans isomerase - CPR1
CENPK1137D_594	P53691	YLR216C	1853.136511	1770.922455	2161.212726	3743.831748	4458.715195	3120.650953	1266.469484	1212.176761	1995.702213	1580.362041	1522.985651	1604.616515	N1NYE5	 Peptidyl-prolyl cis-trans isomerase CPR6 - CPR6
CENPK1137D_5334	P38720	YHR183W	12430.77935	13404.02981	14490.70722	9258.272284	9432.00218	8607.6378	16217.44367	17768.03013	15096.63902	16611.95847	16700.95323	17982.23978	N1P1B1	" 6-phosphogluconate dehydrogenase, decarboxylating 1 - GND1"
CENPK1137D_3224	P53319	YGR256W	967.6455398	1585.219959	1520.950326	1991.494822	1955.9372	1705.517454	1701.346279	2047.488911	1845.283677	817.4363231	656.1689924	657.4606767	N1P4G1	" 6-phosphogluconate dehydrogenase, decarboxylating 2 - GND2"
CENPK1137D_1019	Q02207	YKR009C	12435.10468	12625.48325	14814.67397	17872.406	17882.13427	17391.60326	13808.04399	14427.52168	14286.71513	14988.56855	14296.03405	17227.33968	N1NZF4	 Peroxisomal hydratase-dehydrogenase-epimerase - FOX2
CENPK1137D_4617	P15992	YBR072W	248064.207	192221.7656	235024.7399	223010.6803	246687.5747	211545.7338	240689.1171	273648.5878	254084.2187	70742.95774	75980.95415	53291.04167	N1P6J1	 Heat shock protein 26 - HSP26
CENPK1137D_3364	P09624	YFL018C	17639.18972	16667.97656	22256.89215	19878.79144	24267.91013	16163.13537	11891.47074	13765.393	17783.55386	19991.35015	18928.71694	20283.57125	N1P4X6	" Dihydrolipoyl dehydrogenase, mitochondrial - LPD1"
CENPK1137D_5133	P20967	YIL125W	14100.46534	14022.01111	16052.46854	15549.50436	18180.73978	13115.92191	11896.67728	13456.60004	15045.31686	19483.18687	20027.97019	20475.65558	N1P1W8	" 2-oxoglutarate dehydrogenase, mitochondrial - KGD1"
CENPK1137D_3170	P07245	YGR204W	13887.40896	15369.31102	15749.15401	12464.83194	15633.19672	10637.10725	9622.700064	10463.55604	13902.64503	12445.6821	12321.04719	13915.66661	N1P634	" C-1-tetrahydrofolate synthase, cytoplasmic - ADE3"
CENPK1137D_4629	P09440	YBR084W	236.4467699	241.558633	289.8878171	218.0323299	158.4918603	207.6850031	253.7208138	265.0064442	247.2467014	250.6134371	260.5655221	300.6739547	N1P8D0	" C-1-tetrahydrofolate synthase, mitochondrial - MIS1"
CENPK1137D_2964	P05030	YGL008C	941.1609947	772.9673662	752.74909	1121.285531	998.8237484	771.4587712	1031.670172	1216.303676	1226.242072	2222.71116	2207.304236	2202.072159	N1P3Q6	 Plasma membrane ATPase 1 - PMA1
CENPK1137D_1665	P19657	YPL036W	11.27619853	14.25176872	22.29903459	20.2076121	4.73189746	19.28893955	23.59784097	22.83987903	30.21177813	5.192832471	NA	3.790625656	N1NVZ2	 Plasma membrane ATPase 2 - PMA2
CENPK1137D_1884	P07257	YPR191W	41166.99245	43623.42883	44043.68464	40466.6979	46184.82927	37206.3624	30639.46488	35974.57274	42569.01128	54490.14059	54670.80618	61745.42248	N1NXW6	" Cytochrome b-c1 complex subunit 2, mitochondrial - QCR2"
CENPK1137D_495	P29453	YLL045C	4951.110422	4197.673471	4563.569212	4295.571466	4468.679662	3499.443788	4573.18474	4538.437878	4215.628439	4240.66921	3906.016631	4656.278035	N1P6J4	 60S ribosomal protein L8-B - RPL8B
CENPK1137D_5197	P17076	YHL033C	2232.236446	2466.296139	2336.015357	1579.014996	2196.469846	1530.952242	1838.107789	1926.111577	2311.017894	1568.159201	1484.957824	1618.372033	N1P4I2	 60S ribosomal protein L8-A - RPL8A
CENPK1137D_3869	P00942	YDR050C	75024.87176	82065.43789	103844.7051	112630.2529	126632.6615	96797.17191	79087.22629	89204.33514	106946.9014	156941.4058	134661.7133	129906.0167	N1P6G4	 Triosephosphate isomerase - TPI1
CENPK1137D_547	P05759	YLR167W	2680.743229	2596.153717	2497.668807	2101.63397	2553.123301	1973.006398	974.4350741	1600.804843	2998.546918	2111.61156	2054.123225	2208.939168	N1P195	 Ubiquitin-40S ribosomal protein S31 - RPS31
CENPK1137D_1068	P10081	YKR059W	30080.83477	31136.65451	32635.67731	29460.71934	30037.47141	20919.3344	23884.74805	27373.56345	29544.64012	26452.1575	26240.7859	28018.41478	N1P0I8	 YJL138C
CENPK1137D_4556	P00817	YBR011C	39772.95749	37768.96097	36890.56039	37075.43288	43486.23092	34431.42231	30671.18786	34326.08463	39965.90359	32454.73861	37275.89422	36779.7175	N1P7Y2	 Inorganic pyrophosphatase - IPP1
CENPK1137D_5357	(P0CX35-P0CX36)	YJR145C YHR203C	76483.7797	82393.50718	80977.21714	61905.81467	73781.46253	57753.02971	64257.61512	70138.98476	80206.35596	71502.16169	66249.59945	77507.69338	N1P4X8	40S ribosomal protein S4
CENPK1137D_1436	P31116	YJR139C	19199.39101	21739.36174	22498.1853	19500.26185	23038.44978	19321.72508	17276.06216	19256.05893	24774.91366	23072.3871	23114.69981	24314.75012	N1P1T8	 Homoserine dehydrogenase - HOM6
CENPK1137D_4223	P33298	YDR394W	2545.438488	2425.467696	3259.487451	2489.5967	2949.31197	2520.968797	2809.173223	2920.903796	2785.351914	2997.895957	2787.758405	3281.259536	N1PAJ3	 26S proteasome regulatory subunit 6B homolog - RPT3
