genes,direction
KMXK_0B03940,up
KMXK_0C04790,down
KMXK_0C01690,up
KMXK_0E03530,mixed
KMXK_0F03300,up
KMXK_0G02050,up
KMXK_0D00160,up
KMXK_0A04940,up
KMXK_0H00100,mixed
KMXK_0D03400,mixed
KMXK_0D05440,up
KMXK_0A02310,up
KMXK_0E04560,down
KMXK_0F04470,up
KMXK_0C01510,down
KMXK_0A03210,down
KMXK_0D06310,up
KMXK_0C03090,up
KMXK_0G03980,up
KMXK_0B01350,up
KMXK_0A00250,up
KMXK_0H03590,down
KMXK_0B08200,up
KMXK_0D04010,up
KMXK_0D02880,up
KMXK_0C03480,mixed
KMXK_0D02710,up
KMXK_0A00130,up
KMXK_0G03010,down
KMXK_0E04600,up
KMXK_0G01310,up
KMXK_0B02110,down
KMXK_0G00390,down
KMXK_0D01220,down
KMXK_0H03880,down
KMXK_0E00620,up
KMXK_0G02800,up
KMXK_0A03140,up
KMXK_0B08090,down
KMXK_0B07600,up
KMXK_0G03270,up
KMXK_0B02000,down
KMXK_0F05510,up
KMXK_0F03540,up
KMXK_0A02020,up
KMXK_0E00280,up
KMXK_0C00230,down
KMXK_0F04530,down
KMXK_0D01880,down
KMXK_0H00950,down
KMXK_0A06270,up
KMXK_0E03720,up
KMXK_0B06400,up
KMXK_0A04590,up
KMXK_0F02810,up
KMXK_0D02940,up
KMXK_0E02660,down
KMXK_0C04690,down
KMXK_0H02470,up
KMXK_0A05150,down
KMXK_0B02780,down
KMXK_0G00670,up
KMXK_0A07560,down
KMXK_0B06470,up
KMXK_0E04070,down
KMXK_0B01550,up
KMXK_0B02770,down
KMXK_0F02750,up
KMXK_0B07250,up
KMXK_0A06250,mixed
KMXK_0A02800,down
KMXK_0C03220,up
KMXK_0E00880,up
KMXK_0A04470,down
KMXK_0A02830,up
KMXK_0E04860,down
KMXK_0D02680,up
KMXK_0A03520,down
KMXK_0B00150,up
KMXK_0C05260,up
KMXK_0F01440,mixed
KMXK_0F03480,down
KMXK_0A02040,down
KMXK_0E03540,mixed
KMXK_0H03900,down
KMXK_0B02660,down
KMXK_0G04330,up
KMXK_0G01260,down
KMXK_0G02860,up
KMXK_0A05160,down
KMXK_0C05870,down
KMXK_0F00450,up
KMXK_0B02910,down
KMXK_0A00530,down
KMXK_0A06580,down
KMXK_0D05390,up
KMXK_0F00630,up
KMXK_0C01530,down
KMXK_0F03150,down
KMXK_0B02340,down
KMXK_0A05900,down
KMXK_0D03830,up
KMXK_0B04960,down
KMXK_0A07100,down
KMXK_0A02920,up
KMXK_0C03410,down
KMXK_0H01760,down
KMXK_0A00970,up
KMXK_0B02980,mixed
KMXK_0D03630,mixed
KMXK_0E03420,mixed
KMXK_0G01050,down
KMXK_0E02060,down
KMXK_0B06180,up
KMXK_0C04500,up
KMXK_0C00170,mixed
KMXK_0F01070,down
KMXK_0A00580,up
KMXK_0D01600,up
KMXK_0H00170,down
KMXK_0G00210,down
KMXK_0F01270,down
KMXK_0A03660,up
KMXK_0C00950,down
KMXK_0E05330,down
KMXK_0C04230,up
KMXK_0H03510,up
KMXK_0B02070,down
KMXK_0G01390,down
KMXK_0F04780,up
KMXK_0B00860,up
KMXK_0A00900,up
KMXK_0H02880,down
KMXK_0B08080,down
KMXK_0B00720,up
KMXK_0B05370,up
KMXK_0D00930,up
KMXK_0C05520,up
KMXK_0G01270,down
KMXK_0F03530,up
KMXK_0A01160,down
KMXK_0D05850,down
KMXK_0B06090,up
KMXK_0D03160,up
KMXK_0A07690,down
KMXK_0A07830,up
KMXK_0H01780,up
KMXK_0E04030,up
KMXK_0F02860,up
KMXK_0E02480,down
KMXK_0E00150,down
KMXK_0F00730,down
KMXK_0F01910,mixed
KMXK_0E04320,down
KMXK_0A02120,up
KMXK_0B01100,down
KMXK_0B01790,down
KMXK_0E01710,down
KMXK_0A05680,up
KMXK_0G01370,up
KMXK_0D00330,up
KMXK_0C02810,down
KMXK_0A03230,down
KMXK_0E01320,up
KMXK_0B05080,down
KMXK_0E05830,down
KMXK_0F03070,down
KMXK_0F01560,up
KMXK_0H02200,down
KMXK_0F04690,up
KMXK_0A08260,up
KMXK_0D02730,down
KMXK_0F01970,up
KMXK_0A03240,down
KMXK_0C00380,up
KMXK_0C02410,up
KMXK_0D01140,down
KMXK_0G00740,down
KMXK_0B07200,down
KMXK_0C06360,down
KMXK_0E00550,mixed
KMXK_0B06390,up
KMXK_0E03460,down
KMXK_0A05220,down
KMXK_0A03680,down
KMXK_0G01840,up
KMXK_0C03800,up
KMXK_0E04650,up
KMXK_0D01390,mixed
KMXK_0G00730,down
KMXK_0C00560,mixed
KMXK_0F01570,up
KMXK_0C06080,up
KMXK_0A01180,up
KMXK_0E03330,up
KMXK_0C06710,mixed
KMXK_0H04340,up
KMXK_0F05590,up
KMXK_0F01540,up
KMXK_0A00680,down
KMXK_0G00720,up
KMXK_0A08380,up
KMXK_0C05990,up
KMXK_0E03750,up
KMXK_0D00150,up
KMXK_0D02670,up
KMXK_0A06630,mixed
KMXK_0D00750,down
KMXK_0H03800,mixed
KMXK_0C00160,up
KMXK_0F03810,up
KMXK_0H04330,up
KMXK_0G01910,down
KMXK_0A01620,up
KMXK_0B00180,down
KMXK_0B06120,up
KMXK_0F03890,up
KMXK_0C04940,down
KMXK_0E05850,down
KMXK_0B01110,down
KMXK_0D05640,up
KMXK_0B00120,mixed
KMXK_0C03170,up
KMXK_0E02790,down
KMXK_0E04590,down
KMXK_0H03050,down
KMXK_0H04240,mixed
KMXK_0H03940,up
KMXK_0D03100,up
KMXK_0A03440,up
KMXK_0D01250,down
KMXK_0E04580,up
KMXK_0G00140,mixed
KMXK_0D02410,up
KMXK_0F05320,down
KMXK_0H02310,down
KMXK_0G01990,up
KMXK_0C06280,down
KMXK_0E00500,down
KMXK_0F02450,up
KMXK_0G01630,up
KMXK_0C07310,down
KMXK_0G01850,up
KMXK_0A05330,up
KMXK_0H03770,down
KMXK_0A08090,down
KMXK_0E03320,up
KMXK_0H01040,down
KMXK_0C02470,down
KMXK_0B00530,down
KMXK_0B07870,down
KMXK_0F05010,down
KMXK_0A01430,down
KMXK_0E06310,up
KMXK_0G00230,down
KMXK_0H03090,down
KMXK_0B08170,up
KMXK_0H04040,down
KMXK_0C02480,down
KMXK_0D01050,up
KMXK_0A00200,up
KMXK_0A01850,down
KMXK_0D03050,up
KMXK_0D03570,up
KMXK_0F04480,down
KMXK_0D03110,up
KMXK_0E00120,up
KMXK_0A06760,up
KMXK_0A03190,up
KMXK_0D02250,down
KMXK_0C04630,up
KMXK_0F04160,down
KMXK_0C07290,down
KMXK_0D01780,down
KMXK_0G03130,down
KMXK_0A07780,down
KMXK_0H02550,down
KMXK_0E05010,up
KMXK_0C05760,down
KMXK_0B02720,down
KMXK_0E02630,down
KMXK_0H01830,up
KMXK_0B01780,down
KMXK_0D00630,down
KMXK_0A07740,down
KMXK_0D01060,down
KMXK_0E02350,down
KMXK_0C06530,down
KMXK_0B08160,up
KMXK_0B04930,down
KMXK_0C00130,up
KMXK_0B08460,up
KMXK_0A00810,down
KMXK_0C05790,down
KMXK_0D05930,up
KMXK_0B05990,down
KMXK_0E03360,down
KMXK_0F00180,up
KMXK_0B02900,down
KMXK_0B00130,down
KMXK_0A04630,up
KMXK_0E03520,up
KMXK_0C03640,down
KMXK_0B00390,up
KMXK_0F01690,up
KMXK_0B03600,up
KMXK_0D00940,up
KMXK_0B06870,up
KMXK_0F00160,up
KMXK_0D01380,down
KMXK_0A03770,down
KMXK_0C06160,up
KMXK_0D05400,down
KMXK_0B07320,down
KMXK_0C02800,down
KMXK_0F05380,up
KMXK_0G00550,down
KMXK_0H04500,down
KMXK_0G01980,down
KMXK_0C03260,down
KMXK_0D04350,down
KMXK_0H03580,down
KMXK_0B00520,down
KMXK_0A00210,up
KMXK_0D03850,up
KMXK_0B08060,up
KMXK_0H02440,down
KMXK_0H04420,down
KMXK_0B02990,down
KMXK_0F02610,up
KMXK_0H03370,up
KMXK_0C06020,down
KMXK_0D01040,up
KMXK_0E02570,down
KMXK_0E03090,down
KMXK_0H04350,up
KMXK_0A01440,down
KMXK_0F05360,up
KMXK_0A05660,up
KMXK_0E00370,up
KMXK_0B01680,down
KMXK_0D06610,down
KMXK_0E03660,down
KMXK_0C05830,down
KMXK_0F05050,up
KMXK_0B00600,up
KMXK_0A07810,down
KMXK_0D05630,down
KMXK_0E06230,up
KMXK_0F03750,down
KMXK_0C05900,up
KMXK_0F03410,down
KMXK_0G00160,down
KMXK_0B07880,down
KMXK_0D06580,down
KMXK_0G00200,down
KMXK_0H03570,down
KMXK_0D02420,down
KMXK_0A07770,down
KMXK_0E01380,down
KMXK_0D02010,up
KMXK_0D05380,down
KMXK_0A02050,down
KMXK_0C00990,down
KMXK_0B02540,down
KMXK_0A01570,up
KMXK_0C05720,down
KMXK_0C03560,down
KMXK_0C07370,down
KMXK_0D01710,down
KMXK_0E02190,down
KMXK_0C01520,up
KMXK_0B01010,up
KMXK_0E01650,up
KMXK_0G00240,down
KMXK_0C03570,down
KMXK_0A03540,down
KMXK_0A06690,down
KMXK_0H00420,down
KMXK_0B03410,down
KMXK_0B07330,down
KMXK_0C05500,down
KMXK_0G01510,down
KMXK_0H00480,up
KMXK_0H03010,down
KMXK_0E02550,up
KMXK_0E04140,up
KMXK_0E01290,down
KMXK_0E03120,up
KMXK_0E04540,up
KMXK_0D00170,up
KMXK_0B02650,down
KMXK_0A01860,down
KMXK_0F05770,up
KMXK_0D00650,down
KMXK_0G01280,up
KMXK_0H01020,down
KMXK_0C06690,down
KMXK_0D04130,down
KMXK_0C02010,up
KMXK_0C05810,down
KMXK_0C00810,up
KMXK_0D05580,down
KMXK_0A05650,up
KMXK_0A00190,up
KMXK_0E01570,down
KMXK_0D03290,down
KMXK_0A03220,up
KMXK_0A04680,down
KMXK_0G01890,up
KMXK_0A04670,down
KMXK_0E05580,down
KMXK_0C00960,down
KMXK_0E02210,down
KMXK_0D04680,down
KMXK_0A07850,up
KMXK_0B02100,down
KMXK_0C06810,down
KMXK_0C05560,down
KMXK_0H02420,down
KMXK_0G00650,down
KMXK_0B07930,up
KMXK_0G00480,up
KMXK_0D06560,down
KMXK_0A05990,down
KMXK_0H04090,up
KMXK_0B01170,down
KMXK_0F03820,up
KMXK_0G00270,down
KMXK_0F01200,down
KMXK_0F05020,down
KMXK_0A00150,down
KMXK_0F01900,down
KMXK_0B01730,down
KMXK_0D03430,down
